anger	death	family	home	humans	negative_affect	positive_affect	religion	sexual	swear	time	season	episode
0	0	7	1	1	1	11	0	1	0	28	6	8
0	0	3	0	1	0	4	0	5	0	29	6	8
1	1	4	0	1	3	12	1	2	0	30	6	8
1	0	4	0	1	1	5	0	3	1	31	6	8
1	3	7	1	7	1	15	1	2	0	32	6	8
1	2	6	2	3	1	9	1	4	1	33	6	8
3	0	3	0	2	0	13	0	3	0	34	6	8
2	1	5	1	4	3	7	0	8	0	35	6	8
0	0	7	0	1	0	7	0	2	0	36	6	8
0	0	5	1	2	2	1	1	4	0	37	6	8
1	0	6	0	4	0	3	0	1	1	38	6	8
0	0	1	0	0	0	0	0	0	0	39	6	8
0	0	2	1	2	0	1	0	1	0	40	6	8
0	0	0	0	1	0	1	0	0	0	41	6	8
0	2	4	3	1	0	6	0	1	1	42	6	8
0	2	0	0	0	0	1	0	0	0	43	6	8
1	0	3	0	0	1	7	0	3	0	44	6	8
0	0	0	0	0	0	0	0	0	0	45	6	8
2	3	4	0	3	1	10	1	3	3	46	6	8
0	3	1	0	1	0	7	0	1	1	47	6	8
0	1	2	0	2	0	0	0	0	0	48	6	8
1	1	3	0	1	1	11	1	1	0	49	6	8
0	1	0	0	0	0	5	0	1	0	50	6	8
0	1	1	0	2	0	2	0	0	0	51	6	8
0	1	1	0	1	0	5	0	0	0	52	6	8
0	0	0	0	0	0	0	0	0	0	53	6	8
0	0	0	0	0	0	4	0	0	0	54	6	8
0	0	0	0	0	0	0	0	0	0	55	6	8
0	0	0	1	2	0	1	0	1	0	56	6	8
0	0	0	0	0	0	0	0	0	0	57	6	8
0	0	0	0	0	0	0	0	0	0	0	6	9
0	1	1	0	0	0	2	0	1	0	1	6	9
0	3	5	0	0	0	9	0	3	0	2	6	9
1	0	5	1	4	0	6	1	1	0	3	6	9
1	1	3	1	0	1	4	0	3	0	4	6	9
0	0	0	0	0	0	1	0	0	0	5	6	9
0	0	0	0	0	0	0	0	0	0	6	6	9
1	2	1	1	0	1	0	0	2	0	7	6	9
3	4	5	0	1	3	7	0	4	0	8	6	9
1	2	1	0	0	1	6	0	0	0	9	6	9
0	1	0	0	1	0	3	0	1	0	10	6	9
1	2	4	1	3	1	6	2	5	0	11	6	9
0	3	3	0	3	0	12	0	1	0	12	6	9
1	3	3	1	1	1	5	0	1	0	13	6	9
0	0	4	0	1	0	6	0	1	0	14	6	9
1	1	1	0	3	0	12	0	1	0	15	6	9
0	0	6	0	3	1	4	1	4	0	16	6	9
1	0	3	2	1	0	18	0	3	0	17	6	9
0	3	3	0	2	0	21	0	3	0	18	6	9
1	0	2	0	2	0	5	0	4	1	19	6	9
1	1	9	0	4	2	9	0	3	0	20	6	9
2	2	1	0	1	1	9	0	0	1	21	6	9
0	0	3	0	3	1	5	0	2	0	22	6	9
0	2	6	0	0	0	4	0	1	0	23	6	9
0	0	0	0	0	0	0	0	0	0	24	6	9
2	2	6	0	2	3	7	1	3	0	25	6	9
0	3	5	1	3	0	16	0	2	0	26	6	9
0	0	8	0	2	0	8	0	4	1	27	6	9
1	0	9	1	4	0	12	0	2	0	28	6	9
0	0	0	0	0	0	0	0	0	0	29	6	9
0	0	3	0	1	0	6	0	1	0	30	6	9
0	0	0	0	0	0	0	0	0	0	31	6	9
0	0	0	0	0	0	0	0	0	0	32	6	9
0	0	3	0	1	0	2	0	0	0	33	6	9
0	0	0	0	0	0	1	0	0	0	34	6	9
0	0	0	0	1	0	0	0	0	0	35	6	9
0	0	0	0	0	0	0	0	0	0	36	6	9
0	0	0	0	0	0	0	0	0	0	37	6	9
0	0	2	0	0	0	0	0	3	0	38	6	9
0	0	0	0	1	0	0	0	0	0	39	6	9
0	0	0	0	1	0	0	0	0	0	40	6	9
1	0	0	1	0	0	0	0	2	1	41	6	9
0	0	0	0	1	0	4	0	0	0	42	6	9
0	0	0	0	0	0	3	0	0	0	43	6	9
0	1	2	0	0	0	0	0	0	0	44	6	9
1	0	0	0	0	0	0	1	0	1	45	6	9
0	0	1	0	0	0	1	0	1	0	46	6	9
0	0	0	0	1	0	2	0	1	0	47	6	9
0	0	0	0	0	0	0	0	0	0	48	6	9
0	0	0	0	0	0	0	0	0	0	0	6	10
0	0	1	0	0	0	2	0	0	0	1	6	10
0	0	1	0	1	1	1	1	0	0	2	6	10
2	4	2	0	5	2	3	2	7	0	3	6	10
0	1	5	2	3	0	3	0	0	0	4	6	10
0	0	0	0	0	0	1	0	0	0	5	6	10
0	0	4	0	0	0	3	0	1	0	6	6	10
0	0	1	0	0	0	1	0	1	0	7	6	10
1	1	2	0	0	0	6	0	0	0	8	6	10
0	0	0	0	0	0	0	0	0	0	9	6	10
0	0	0	0	0	0	1	0	0	0	10	6	10
0	3	0	0	1	0	3	0	2	1	11	6	10
0	0	0	0	0	0	0	0	0	0	12	6	10
0	5	0	0	1	0	6	0	0	0	13	6	10
3	6	8	0	0	1	8	2	4	2	14	6	10
0	7	0	0	0	0	4	0	0	0	15	6	10
0	2	0	0	0	0	5	0	0	0	16	6	10
0	1	2	0	0	0	1	0	2	0	17	6	10
1	2	3	1	1	0	4	0	3	1	18	6	10
3	2	2	1	2	1	5	0	3	0	19	6	10
2	1	4	0	0	2	4	0	2	0	20	6	10
0	2	3	1	0	0	5	0	4	0	21	6	10
1	0	1	0	1	0	0	1	0	1	22	6	10
0	1	5	0	1	1	1	1	2	1	23	6	10
0	0	1	0	2	0	0	0	0	0	24	6	10
0	0	2	2	0	0	9	0	1	0	25	6	10
0	5	4	0	5	0	6	0	2	0	26	6	10
4	6	5	0	4	3	7	0	1	0	27	6	10
1	2	1	0	1	0	2	0	0	0	28	6	10
0	1	2	1	1	1	4	0	4	0	29	6	10
1	1	1	0	1	1	2	0	1	0	30	6	10
3	3	4	0	3	3	9	1	3	1	31	6	10
2	1	4	0	2	1	5	0	2	0	32	6	10
2	0	9	0	1	0	3	0	5	2	33	6	10
1	1	2	1	0	1	7	0	2	0	34	6	10
0	0	2	0	2	0	7	0	3	0	35	6	10
0	1	5	0	2	1	13	1	5	0	36	6	10
2	1	5	0	3	1	11	0	5	0	37	6	10
1	2	3	1	1	2	3	1	1	1	38	6	10
0	0	1	0	0	0	6	0	0	0	39	6	10
0	1	0	0	0	0	3	0	0	0	40	6	10
0	0	0	0	2	0	4	0	2	0	41	6	10
0	0	1	0	3	1	2	0	1	0	42	6	10
0	1	5	0	1	0	5	0	6	0	43	6	10
2	2	3	0	1	2	3	0	2	2	44	6	10
0	1	1	0	0	0	5	0	0	0	45	6	10
0	0	1	0	0	0	2	0	1	0	46	6	10
0	2	1	0	0	0	1	0	0	0	47	6	10
2	0	1	0	0	0	3	0	0	0	48	6	10
2	2	3	1	1	2	6	0	6	0	49	6	10
0	3	5	0	3	1	3	0	2	0	50	6	10
1	2	4	0	3	0	3	0	4	0	51	6	10
0	0	5	0	0	0	3	0	0	0	52	6	10
0	0	0	0	0	0	0	0	0	0	53	6	10
0	0	3	0	1	0	0	0	1	0	54	6	10
0	0	1	0	0	0	0	0	0	0	55	6	10
