435	00:33:48,391	00:33:49,435	$Why are you here?
436	00:33:49,445	00:33:53,536	$Our ship capsized in the night.$We managed to swim ashore.
437	00:33:53,566	00:33:55,014	$It's a near thing, really...
438	00:33:55,884	00:33:58,203	$Thought the sharks would get us.
439	00:33:59,033	00:34:00,793	$There are no sharks in Dorne.
440	00:34:02,575	00:34:05,249	$I could've sworn those$were shark fins.
441	00:34:06,290	00:34:07,690	$Dolphin's, maybe.
442	00:34:09,340	00:34:11,309	$Throw your sword in the sand!
443	00:34:11,319	00:34:13,472	$Boys, there's no need for this.
444	00:34:13,610	00:34:17,682	$Just point us in the right direction,$and we'll find our way home.
445	00:34:17,948	00:34:20,348	$Swords in the sand, now!
446	00:34:48,115	00:34:50,355	$That one should be slow enough.
447	00:35:43,768	00:35:44,808	$Nice move.
448	00:35:47,217	00:35:48,283	$...Luck!
449	00:35:49,196	00:35:51,044	$You had a wonderful teacher.
450	00:36:04,874	00:36:07,196	$I always wanted a$Dornish stallion.
451	00:36:08,002	00:36:11,502	$Beasts can run a day and$night without tiring.
452	00:36:11,646	00:36:14,713	$We'll ride to the Water Garden's$with a nice breeze in our face.
453	00:36:14,773	00:36:16,969	$But first, we need to$bury these bodies.
454	00:36:17,512	00:36:18,841	$Birds have to eat too.
455	00:36:18,851	00:36:21,149	$Corpses raise questions, questions raise armies.
456	00:36:21,159	00:36:23,355	$We're not here to start a war.
457	00:36:23,766	00:36:26,571	$Do you know how long it will$take us to dig all those hole's?
458	00:36:27,160	00:36:30,008	$I can't dig very well with one hand.
459	00:36:30,118	00:36:31,705	$Not at all, really.
460	00:37:02,552	00:37:03,827	$Momma.
461	00:37:10,361	00:37:12,879	$- Nym... Obara$- Will it be war?
462	00:37:13,278	00:37:16,388	$Prince Doran will weep for$your father, but nothing else.
463	00:37:16,398	00:37:18,464	$We must avenge Oberyn ourselves.
464	00:37:18,929	00:37:22,031	$Without Doran, we have no army to$march against the Lannister's.
465	00:37:22,941	00:37:25,659	$We don't need an$army to start a war.
466	00:37:25,819	00:37:28,885	$Queen Cersei loves her children...
467	00:37:29,291	00:37:32,096	$- ...and we have one of them.$- We may have a problem.
468	00:37:38,790	00:37:40,938	$A ship's captain, who found$me at Planky Town, claiming
469	00:37:40,948	00:37:42,802	$he had information to sell.
470	00:37:43,513	00:37:46,639	$He told me he smuggled Jaime$Lannister into Dorne.
471	00:37:48,304	00:37:49,826	$He's come for Myrcella.
472	00:37:51,259	00:37:55,194	$If he gets to her before we do, we$lose our only chance for revenge.
473	00:37:56,200	00:37:57,757	$You must choose...
474	00:37:59,003	00:38:01,069	$Doran's way and peace,
475	00:38:01,183	00:38:02,669	$or my way...
476	00:38:02,870	00:38:04,316	$and war.
477	00:38:06,749	00:38:08,846	$I'm with you. Always.
478	00:38:09,686	00:38:10,686	$Nym?
479	00:38:15,686	00:38:16,724	$Obara?
480	00:38:18,243	00:38:21,565	$When I was a child, Oberyn$came to take me to court.
481	00:38:22,096	00:38:25,833	$I'd never seen this man, and yet$he called himself my father.
482	00:38:26,539	00:38:29,431	$My mother wept, said$I was too young,
483	00:38:29,536	00:38:30,683	$and a girl.
484	00:38:33,440	00:38:36,159	$Oberyn tossed his spear$at my feet and said
485	00:38:36,494	00:38:39,350	$"Girl or boy, we$fight our battles.
486	00:38:39,380	00:38:42,272	$But the God's let us$choose our weapons."
487	00:38:42,735	00:38:44,962	$My father pointed to the spear,
488	00:38:45,289	00:38:47,074	$then to my mother's tears.
489	00:38:54,898	00:38:57,051	$I made my choice long ago.
490	00:39:31,087	00:39:32,194	$Thank you.
491	00:39:41,012	00:39:42,023	$Who are you?
492	00:39:42,650	00:39:44,324	$Your capture.
493	00:39:46,581	00:39:47,764	$Do you have wine?
494	00:39:48,043	00:39:49,054	$No.
495	00:39:50,228	00:39:51,764	$I can't sleep without wine.
496	00:39:51,833	00:39:53,377	$Then stay awake.
497	00:39:59,711	00:40:01,733	$You're going the wrong way.
498	00:40:02,827	00:40:05,240	$My sister's in Westeros.
499	00:40:05,270	00:40:07,851	$Westeros... is West!
500	00:40:07,881	00:40:09,608	$We're heading East...
501	00:40:09,847	00:40:11,869	$I'm not taking you$to your sister.
502	00:40:13,496	00:40:15,610	$You said you were$taking me to the Queen.
503	00:40:15,640	00:40:16,714	$I am.
504	00:40:16,911	00:40:18,672	$Queen Daenerys Targaryen.
505	00:40:19,106	00:40:20,667	$She's the Queen I serve.
506	00:40:27,597	00:40:29,895	$What a waste of a$good kidnapping.
507	00:40:30,981	00:40:33,393	$So happens I was$heading there myself!
508	00:40:33,423	00:40:35,896	$What business would you$have with the Queen?
509	00:40:35,897	00:40:36,908	$Gold and glory?
510	00:40:37,158	00:40:38,383	$Oh, and hate.
511	00:40:39,281	00:40:41,607	$If you've ever met my$sister, you'd understand.
512	00:40:42,724	00:40:43,724	$So...
513	00:40:43,754	00:40:46,385	$now that it's clear$we're on the same side.
514	00:40:56,427	00:40:59,375	$A high born knight from$the North of Westeros,
515	00:40:59,405	00:41:01,829	$down on his luck in Essos.
516	00:41:02,296	00:41:03,999	$Dragon epaulettes?
517	00:41:04,029	00:41:06,158	$Bear sigil breast fit.
518	00:41:07,092	00:41:08,514	$You're Jorah Mormont.
519	00:41:10,590	00:41:12,023	$I have to ask...
520	00:41:12,313	00:41:14,760	$how, exactly, were you$serving your Queen
521	00:41:14,761	00:41:17,088	$in a whore house,$half a world away?
522	00:41:17,566	00:41:19,943	$Is it possible, that$you were running?
523	00:41:21,044	00:41:22,631	$Why would you be running?
524	00:41:22,964	00:41:24,899	$And why would she$have sent you away?
525	00:41:25,808	00:41:27,044	$Oh, wait!
526	00:41:28,227	00:41:30,365	$You were spying on$her, weren't you?
527	00:41:31,612	00:41:33,206	$It's all coming back to me!
528	00:41:33,315	00:41:37,271	$I was drunk through most of the small$council meetings, but it's all coming back
529	00:41:37,301	00:41:39,979	$You passed notes to$Varys' little birds.
530	00:41:42,179	00:41:43,847	$She found out, didn't she?
531	00:41:44,624	00:41:46,534	$Found out, and exiled you.
532	00:41:48,115	00:41:51,191	$And now you hope to win$back her favor with a gift.
533	00:41:52,981	00:41:54,358	$A risky scheme...
534	00:41:55,329	00:41:57,301	$one might even say, desperate.
535	00:41:59,358	00:42:02,337	$Do you think Daenerys would$execute me, and pardon you?
536	00:42:03,994	00:42:06,364	$I'd say the reverse$is just as likely.
537	00:42:28,031	00:42:30,184	$Everyone looks happy$enough from up here.
538	00:42:32,089	00:42:33,107	$What?
539	00:42:34,153	00:42:36,292	$I was thinking of all the$times your brother made me
540	00:42:36,322	00:42:40,075	$go with him down from the Red Keep,$into the streets of King's Landing.
541	00:42:40,105	00:42:42,650	$- Why?$- He liked to walk among the people,
542	00:42:42,680	00:42:44,310	$he liked to sing to them.
543	00:42:45,410	00:42:47,278	$- He sang to them?$- Yes. (laughs)
544	00:42:48,494	00:42:50,964	$Rhaegar would take a$spot on the hook
545	00:42:51,210	00:42:53,636	$or ithe street of seeds...$and then he'd sang.
546	00:42:54,269	00:42:55,764	$Just like all the$other minstrels.
547	00:42:55,794	00:42:58,701	$- And what did you do?$- I made sure no one killed him.
548	00:42:59,200	00:43:01,463	$And... I collected the money.
549	00:43:02,139	00:43:04,182	$Well... he liked to see$how much he could make.
550	00:43:04,212	00:43:06,113	$- He was good?$- He was very good.
551	00:43:06,143	00:43:07,431	$Viserys never told you?
552	00:43:07,461	00:43:10,462	$He told me Rhaegar was$good at killing people.
553	00:43:11,182	00:43:12,897	$Rhaegar never liked killing...
554	00:43:12,927	00:43:14,141	$he loved to sing.
555	00:43:14,619	00:43:16,093	$And what did you$do with the money?
556	00:43:16,123	00:43:19,467	$Well, one time, we gave it to the$next minstrel down the street.
557	00:43:19,497	00:43:22,113	$One time, he gave it to an$orphanage in Flea Bottom.
558	00:43:22,143	00:43:23,545	$One time...
559	00:43:24,220	00:43:25,728	$he got horribly drunk.
560	00:43:27,552	00:43:28,757	$Your Grace.
561	00:43:29,941	00:43:33,055	$Hizdahr is here, waiting$in the audience chamber.
562	00:43:34,249	00:43:35,315	$How many others are there?
563	00:43:35,962	00:43:37,747	$Fifty... a hundred.
564	00:43:38,526	00:43:40,186	$Will you be joining$us, Ser Barristan?
565	00:43:40,216	00:43:43,778	$I... think I can protect$you from Hizdhar Zo Loraq.
566	00:43:43,878	00:43:46,900	$I think I can protect me$from Hizdhar Zo Loraq.
567	00:43:47,837	00:43:49,164	$Go, Ser Barristan.
568	00:43:49,401	00:43:50,753	$Sing a song for me.
569	00:43:51,435	00:43:52,618	$Your Grace.
570	00:43:58,113	00:43:59,637	$<I> All men must die. </I>
571	00:43:59,807	00:44:02,403	$- But not all can die in glory.$- Glory?
572	00:44:02,433	00:44:03,925	$Why else do men fight?
573	00:44:03,955	00:44:07,445	$Why did your ancestors cross the Narrow$Sea and conquer the Seven Kingdoms?
574	00:44:07,475	00:44:10,068	$So their names would live on.
575	00:44:10,098	00:44:12,917	$Those who find victory in the fighting$pits, will never become kings...
576	00:44:12,947	00:44:14,830	$but their names will live on.
577	00:44:15,289	00:44:16,941	$It's the best chance$they'll ever have.
578	00:44:17,184	00:44:19,422	$Is that what you used to tell men$before you set them to
579	00:44:19,452	00:44:21,501	$butchering each other for sport?
580	00:44:21,531	00:44:24,391	$His Grace, today is the traditional$start of the fighting season.
581	00:44:24,421	00:44:26,145	$I do not recognize this tradition.
582	00:44:26,175	00:44:29,347	$Traditions, are the only thing$that will hold this city...
583	00:44:29,523	00:44:31,061	$your city, together.
584	00:44:33,098	00:44:36,491	$Without them, former slaves and former$masters have nothing in common.
585	00:44:38,426	00:44:41,660	$Nothing but centuries of mistrust and resentment.
586	00:44:42,938	00:44:46,199	$I can't promise this is the$answer to all our problems...
587	00:44:46,977	00:44:48,249	$...but it's a start.
588	00:45:25,179	00:45:27,017	
589	00:49:03,569	00:49:06,469	$Resynced and translated by Esky430$Enjoy!
9999	00:00:0,500	00:00:2,00	$<font color="#ffff00" size=14>www.tvsubtitles.net</font>
