anger	death	family	home	humans	negative_affect	positive_affect	religion	sexual	swear	chunk
1	0	1	0	2	2	5	2	1	0	0
6	1	1	0	0	5	4	1	0	0	1
1	0	0	0	0	0	1	0	0	1	2
0	0	0	0	0	0	0	0	0	0	3
1	0	0	0	0	1	0	2	0	0	4
0	0	1	0	4	0	6	2	0	0	5
2	0	2	0	2	2	6	1	0	1	6
0	1	3	1	3	0	8	0	1	1	7
5	1	3	0	1	4	4	0	0	0	8
1	0	0	0	0	1	2	2	0	1	9
2	0	0	0	2	0	4	1	2	3	10
3	0	2	1	0	2	4	0	0	1	11
2	0	0	0	1	0	0	0	0	1	12
3	0	1	0	2	4	2	0	0	1	13
2	0	1	0	3	0	2	0	0	0	14
2	2	0	0	3	2	5	0	0	0	15
1	1	0	1	1	2	5	0	0	0	16
0	1	1	2	2	1	1	0	0	0	17
0	0	0	0	0	1	0	0	0	0	18
1	0	2	0	0	3	5	0	1	0	19
2	0	4	0	7	1	2	1	0	0	20
6	3	5	0	0	4	4	1	0	0	21
0	0	1	1	2	4	9	4	1	0	22
1	1	0	0	0	1	6	4	0	0	23
0	1	0	0	2	0	3	2	0	0	24
0	3	0	0	1	0	2	5	0	0	25
3	1	0	0	4	2	5	2	1	0	26
0	0	0	0	0	1	3	0	0	0	27
0	0	1	0	0	0	1	4	0	0	28
1	0	0	0	1	0	5	0	0	0	29
1	1	2	0	1	0	1	0	0	0	30
0	1	0	0	1	1	4	0	0	0	31
0	1	0	1	0	0	5	2	0	0	32
2	0	0	0	0	3	4	2	0	0	33
0	0	0	0	1	0	5	4	0	0	34
0	1	2	0	1	0	6	4	0	0	35
1	0	1	0	1	0	1	1	0	1	36
4	1	2	0	0	4	7	1	1	0	37
0	0	0	0	0	1	0	2	0	0	38
0	0	1	1	2	1	2	1	1	0	39
1	0	0	0	0	0	0	0	0	0	40
0	0	0	0	2	1	2	0	1	0	41
0	0	2	0	0	1	3	0	1	0	42
0	0	0	0	1	2	3	0	0	0	43
1	0	0	1	1	1	6	0	3	0	44
2	1	3	0	2	1	1	0	2	2	45
0	0	0	0	2	0	3	0	0	0	46
3	0	0	0	2	1	2	0	1	2	47
0	1	0	0	3	0	5	1	0	0	48
0	1	2	0	3	0	4	3	0	0	49
0	0	2	3	0	0	2	3	1	0	50
3	0	3	1	1	1	2	0	0	2	51
0	0	0	0	0	0	0	0	0	1	52
0	0	1	0	1	0	3	0	1	0	53
0	0	2	0	2	1	6	0	0	0	54
2	1	1	0	1	1	5	1	0	0	55
2	1	1	0	0	2	3	1	0	0	56
0	0	3	3	4	1	7	4	0	0	57
1	0	3	0	4	0	9	2	0	0	58
1	1	3	1	3	0	4	3	0	0	59
