anger	death	family	home	humans	negative_affect	positive_affect	religion	sexual	swear	chunk
{}	{}	{}	{}	{}	{}	{'playing': 1}	{}	{}	{}	0
{}	{}	{}	{}	{}	{}	{'took': 1}	{}	{}	{}	1
{'unsullied': 3}	{'return': 2}	{}	{'home': 2}	{}	{'unsullied': 3, 'rising': 1}	{'perhaps': 1, 'true': 1, 'smoke': 1, 'that': 1}	{'rising': 1}	{'home': 2, 'shore': 1, 'how': 2}	{}	2
{}	{'good': 1}	{'lessons': 1, 'masters': 2}	{}	{}	{}	{'good': 1, 'grace': 1, 'have': 1}	{}	{'how': 1}	{}	3
{}	{}	{}	{}	{}	{}	{}	{}	{}	{}	4
{}	{}	{}	{}	{}	{}	{}	{}	{}	{}	5
{}	{}	{}	{}	{}	{}	{}	{}	{}	{}	6
{}	{}	{}	{}	{}	{}	{}	{}	{}	{}	7
{}	{}	{'many': 1, 'masters': 1}	{}	{'many': 1, 'children': 1}	{}	{'great': 1, 'khaleesi': 1, 'that': 1}	{}	{'how': 1}	{}	8
{}	{}	{'may': 1}	{}	{}	{}	{'better': 1, 'grace': 1, 'have': 1}	{'mercy': 1}	{}	{}	9
{'hell': 1}	{}	{'knocking': 1}	{}	{}	{}	{'what': 1, 'that': 2}	{'hell': 1}	{'ass': 1}	{'ass': 1, 'hell': 1}	10
{'hated': 1, 'mad': 1}	{'good': 1}	{'king': 1, 'brother': 1, 'mad': 1, 'poison': 1, 'matter': 1}	{}	{'boy': 1}	{'mad': 1}	{'hated': 1, 'good': 1, 'like': 1, 'pretty': 2, 'that': 2, 'win': 1, 'hand': 1}	{}	{'thrust': 1, 'who': 1}	{}	11
{}	{'wooden': 1, 'stood': 1, 'today': 1}	{'brother': 1, 'demanded': 1}	{'wooden': 1}	{'lady': 1, 'demanded': 1}	{}	{'that': 1, 'haven': 1, 'champion': 1, 'chained': 1}	{}	{'how': 1, 'choice': 1}	{}	12
{}	{'died': 1, 'dead': 1, 'bloody': 1}	{'maybe': 1, 'make': 1, 'sister': 1, 'working': 1, 'son': 2}	{}	{}	{}	{'better': 1, 'what': 1, 'has': 1, 'than': 1, 'that': 3}	{}	{'how': 2, 'bit': 1, 'whole': 1}	{'bloody': 1}	13
{'hate': 1}	{}	{'king': 1, 'brothers': 1, 'brother': 1, 'commander': 1, 'kingslayer': 1, 'asking': 2, 'treason': 1, 'kingsguard': 1, 'son': 1}	{}	{'mention': 1, 'commander': 1}	{'close': 1}	{'freeing': 1, 'what': 1, 'like': 2, 'that': 1, 'hate': 1, 'having': 1, 'free': 1}	{}	{'how': 1, 'should': 1, 'else': 1}	{}	14
{}	{'knighthood': 1, 'died': 1}	{'matter': 1, 'reason': 1, 'except': 1, 'kingdoms': 1}	{'evidence': 1, 'whomever': 1, 'coincidence': 1}	{'himself': 1}	{}	{'won': 1, 'had': 1, 'having': 1, 'have': 1, 'than': 1}	{}	{'knighthood': 1, 'whomever': 1}	{}	15
{}	{}	{'king': 2, 'taking': 1, 'married': 1, 'smart': 1}	{}	{}	{}	{'perhaps': 1}	{}	{'how': 1, 'trust': 2, 'who': 1}	{}	16
{'made': 1}	{}	{'man': 2, 'made': 1, 'poison': 1, 'next': 1}	{}	{'man': 2}	{'made': 1, 'missing': 1}	{'that': 2, 'harrenhal': 1, 'lovely': 1, 'like': 1, 'what': 2}	{'missing': 1}	{'lovely': 1, 'who': 1}	{}	17
{}	{'die': 1, 'productive': 1}	{'many': 1, 'reasonable': 1}	{}	{'many': 1, 'men': 1, 'boy': 1}	{}	{'what': 2, 'like': 2, 'that': 2}	{}	{'trust': 2, 'who': 2}	{'danger': 1}	18
{}	{}	{'marry': 1, 'except': 1, 'sister': 1, 'match': 1, 'make': 1}	{'gardens': 2}	{'myself': 1, 'tommen': 1}	{}	{'what': 1, 'like': 1, 'than': 1, 'that': 1, 'perhaps': 1, 'agreed': 1, 'great': 1, 'grandfather': 1, 'have': 3, 'has': 1, 'originally': 1, 'happened': 1}	{}	{'thoughtful': 1, 'luthor': 1}	{}	19
{'made': 1}	{'good': 2, 'bloody': 1}	{'sister': 2, 'made': 1, 'embroidery': 1, 'may': 1, 'marrying': 1, 'lesson': 1, 'moment': 1}	{}	{'boy': 1, 'moment': 1}	{'twitchy': 1, 'made': 1, 'lost': 1}	{'better': 1, 'hair': 1, 'what': 1, 'good': 2, 'chamber': 1, 'following': 1, 'happened': 1}	{}	{'how': 1, 'luthor': 2}	{'bloody': 1}	20
{}	{}	{'grandmother': 1, 'moment': 1, 'departed': 1, 'marry': 1, 'married': 1, 'brother': 1}	{}	{'boy': 2, 'moment': 1, 'yourself': 1}	{'accusing': 1}	{'grandmother': 1, 'luckily': 1, 'what': 2, 'have': 2, 'that': 2}	{'accusing': 1}	{}	{}	21
{}	{'odds': 1, 'good': 1}	{}	{}	{}	{}	{'what': 1, 'good': 1, 'have': 1, 'hand': 1, 'best': 1, 'hamlet': 1}	{'rabbits': 1}	{'rabbits': 1}	{}	22
{'steward': 1}	{'steward': 1}	{'maybe': 1}	{}	{}	{'steward': 1}	{'helping': 1, 'what': 1, 'has': 1, 'have': 2, 'that': 2}	{}	{'how': 1, 'bitch': 1}	{}	23
{'war': 1}	{'war': 1}	{'maester': 1, 'excuse': 1, 'insist': 1, 'commander': 1}	{}	{'commander': 1}	{'war': 1, 'choosing': 1}	{'chamber': 1, 'liked': 1, 'that': 1, 'like': 1, 'care': 1}	{'choosing': 1}	{'excuse': 1, 'choosing': 1}	{}	24
