anger	death	family	home	humans	negative_affect	positive_affect	religion	sexual	swear	chunk
										0
										1
						well:4,grace:2,like:1				2
			house:2			grace:4,sure:1,honored:1,like:1,please:1,freerider:1	lord:1			3
stupid:1,kill:1,killed:1	kill:1,killed:1			man:2,girl:1	kill:1,killed:1	kind:1,clever:1,luck:1				4
battlefield:1	death:1	nephew:1		lady:2		thank:2,beautiful:1,better:1,beloved:1,fine:1,grace:1	mercy:1			5
	dead:2,death:1	father:4,brother:1,mother:1		lady:1	loss:2,lost:1	beloved:2,enjoy:1,better:1,like:1,well:1,excitement:1,loyal:1,surely:1,dear:1,grace:1,glad:1	confessed:1			6
war:1	drowning:1,war:1		house:1		war:1,worse:1	grace:2,great:1	lord:1			7
interruption:1,fought:1,war:1,pissed:1	war:1	sister:1	gates:1		interruption:1,war:1	grace:3,thankful:1,adventures:1,generosity:1,agrees:1,forgive:1	lord:1		pissed:1	8
tricking:1,fights:1,tricked:1		father:4,son:1				welcome:1,well:1,like:1	lord:1			9
hate:2,fought:1,warfare:1,battle:1,war:1,enemies:1	war:1	uncle:1,family:1	family:1	children:2,child:1,people:1	losing:1,warfare:1,war:1,enemies:1	love:2,won:1,well:1		love:2		10
furious:1		fathers:1,sons:1,father:1,brother:1		child:1	disappointing:1		lord:1			11
war:2,fight:1,killed:1	war:2,killed:1	father:1		men:3,boy:1,children:1	war:2,killed:1	well:1,like:1	lord:3			12
		sons:1,brother:1		people:1		like:1	lord:4			13
						lucky:1				14
	dead:2,death:1	father:1		boy:2,men:2		win:1,great:1				15
		brother:1				kind:1				16
enemies:1	die:1	brother:1			screaming:1,scream:1,enemies:1	promised:2				17
kill:2,trick:1,fight:1	kill:2			men:1,people:1	kill:2,weak:1	sure:1,strength:1				18
lies:1	dead:1			people:1	lies:1	great:1,hope:1				19
										20
killed:2,damn:1	killed:2	daughters:2,wives:1		people:2,girl:1,girls:1	killed:2	like:3			arse:1,damn:1	21
		daughters:3,marries:2,sons:1		boys:1,people:1		good:2,like:1				22
bastard:2		daughters:3		girl:1		good:1,prettier:1,pretty:1,nice:1			bastard:2	23
		brothers:1				friend:2,good:1				24
	die:1	husband:1,wife:1		men:1		better:1,lovely:1,safe:1,free:1	lord:1			25
jealous:1		wives:2	bed:1	man:2,boys:1	jealous:1,loses:1	warm:1,good:1,welcome:1				26
							lord:2			27
	dead:1	fathers:1		men:1		eager:1,treat:1,freeze:1				28
piss:1									piss:1	29
							lord:1			30
war:1,killed:1	war:1,killed:1	brother:1		woman:1	war:1,killed:1	loyal:1,like:1,truth:1,win:1,truths:1,trusts:1	lord:1			31
		brother:5	house:1	boy:2,girl:1		love:2,beloved:2,harmless:1,truth:1,grace:1,honor:1		love:2,incest:1		32
enemy:1		brother:1		man:2,men:1	enemy:1,ignorance:1	peace:2,true:2,sure:1,support:1,well:1,loyalty:1,truth:1,grace:1	lord:4			33
destroy:1,war:1	war:1				destroy:1,war:1	well:1,true:1,grace:1,honor:1	lord:1			34
				man:1						35
		father:1,son:1		girl:1		safekeeping:1,fond:1,rich:1				36
destroyed:1,battle:1,killed:1,insulted:1,insult:1	killed:1		house:1	boy:5,men:1	destroyed:1,wrong:1,killed:1,insulted:1,insult:1	trust:2,loyalty:1,smart:1,like:1	lords:1			37
bastard:1,killed:1	killed:1	son:2,father:2,cousins:1,fathered:1,brother:1	window:1		killed:1,lost:1	true:3,peace:1,like:1,truth:1			bastard:1	38
	corpsey:1,dead:1					better:1,well:1,like:1				39
liars:4,shit:2,fuck:1	dead:1		balcony:1		liars:4,shit:2	love:4,great:1,good:1,truth:1,trust:1,careful:1,well:1		love:4,fuck:1	shit:2,fuck:1	40
liar:1		daughter:1		man:1	liar:1	grace:2,truth:2,favor:1	lord:1			41
		family:2	family:2,home:1	boy:1,girl:1,man:1,self:1,people:1		well:2,glad:1,like:1,created:1,friends:1,trusting:1,value:1				42
cut:1		sisters:1,daughter:1,families:1,brothers:1,family:1	home:1,families:1,family:1	boys:1,girls:1	sadly:1	affections:2,truth:2,loved:1,well:1,certain:1		loved:1		43
		sisters:1,cousins:1,father:1,family:1	family:1	girl:1	whores:1	peace:1,appreciate:1,grace:1		whores:1		44
	crypts:1,funerals:1,died:1	families:1,sister:1,father:1,brother:1,son:1	families:1	men:1		grace:2,honorable:1,peace:1,honor:1,free:1				45
fight:1	dead:1				reject:1	grace:3,glad:1,like:1				46
fought:2,fight:1		father:3,son:1		men:3,man:1		honorable:1,trust:1,won:1,free:1,like:1	lord:1			47
rebel:1,rebelling:1,rebels:1,war:1,fighting:1,rebellion:1	war:1	father:2,married:1		girls:1	war:1	trustworthy:1,trust:1	lord:1			48
		family:1	home:2,family:1	boys:1,girls:1,boy:1		trust:1,good:1,peace:1	lords:2			49
		father:1				promise:1,proud:1,well:1	lord:1			50
battle:1,stupidity:1	dead:1	grandfather:2,uncle:1	room:2	men:1,women:1	weak:1	sure:1,value:1,luck:1				51
danger:2,bastards:1,fucked:1,enemies:1,disgusting:1,war:1	war:1	uncle:1,father:1		children:1,women:1	weaken:1,disgusting:1,war:1,enemies:1			fucked:1	fucked:1,bastards:1	52
ridiculous:1,punishable:1	death:1	mother:1			ridiculous:1	ease:1,passion:1		passion:1		53
dumb:1			house:1	man:1,people:1	dumb:1,slut:1	beautiful:1,like:1	lord:2	slut:1	dumb:1	54
						good:1,care:1	lord:2			55
bastard:1,kill:1	kill:1		room:2,house:1		kill:1	please:5			bastard:1	56
bastard:1						please:1			bastard:1	57
										58
										59
