anger	death	family	home	humans	negative_affect	positive_affect	religion	sexual	swear	chunk
kill:1,rebelling:1	die:1,kill:1	father:1,daughter:1,husband:1	house:1	man:1	kill:1	luck:1,grace:1,truth:1,thank:1				0
kill:1	kill:1		home:1	boy:1,lady:1	wrong:1,kill:1,whore:1	fine:1		whore:1		1
						playing:1				2
										3
										4
						magnificent:1				5
weapon:1,war:1	war:1	family:1	family:1		weapon:1,doom:1,war:1	better:1,good:1,thank:1,safe:1,well:1,original:1,glorious:1	doom:1			6
	die:1		home:2	people:1,man:1		honor:3,safe:1,relieve:1,love:1,won:1	lord:1,sacred:1	love:1	bloody:2	7
fuck:1		family:1,wife:1	family:1	children:1,man:1		glorified:1,nice:1		fuck:1	fuck:1	8
damned:1,cynicism:1			house:2	baby:1	vulture:1	party:2,important:1,please:1,friends:1,well:1,smart:1			damned:1	9
		father:1,brother:1	houses:1,house:1	boy:1,man:1		well:2,enjoy:1,welcome:1,forgive:1,delighted:1,parties:1,grace:1,welcomes:1	lord:2,lords:1			10
fucking:1,kills:1	kills:1			men:1	kills:1	well:1,fine:1	lords:1	fucking:1	fucking:1	11
				lady:1,women:1		like:4,good:2,beautiful:1,nicely:1,lovely:1,likes:1	lord:1			12
bastard:1				lady:1,girls:1,boy:1	whore:1		lord:2	whore:1	bastard:1	13
					weep:2,lost:1	like:2,forgive:1,friend:1,lover:1	lord:1,soul:1	lover:1		14
hates:1			room:1	woman:1,man:1		better:1,like:1,friend:1				15
killer:1,killed:1	killer:1,killed:1	uncle:1,son:1		girls:2,people:1	killer:1,killed:1	welcome:1,love:1,forgive:1		love:1		16
insulted:1,insult:1		sister:2,son:2,married:1,family:1	family:1	children:1	insulted:1,insult:1	truth:2,loved:1,well:1,grateful:1		loved:1,breast:1		17
war:2,raped:1,killed:1	war:2,killed:1	sister:2,father:2,nephew:1,niece:1		woman:1,children:1	war:2,killed:1	beautiful:1,great:1		raped:1		18
		father:1								19
		mother:1								20
					shake:1	grace:3,stronger:1				21
stupid:1,fight:1				man:1		honor:2,winning:1,prize:1,thank:1				22
		husband:1,wife:1		lady:2		love:1,thank:1		love:1		23
cut:1	died:1	brother:2,mother:2,family:1	family:1	woman:1,children:1,man:1		admired:2,good:1,like:1,strong:1				24
		mother:1		people:1		like:2,true:1,helpful:1	pray:1,lord:1,prayer:1			25
murder:2,dangerous:1,murdered:1,despises:1,hates:1	murder:2,murdered:1	nephew:1,father:1,family:1,wife:1	family:1	child:2	wrong:1,despises:1	good:2,love:2,relax:2		love:2		26
						welcome:1,love:1,like:1,excellent:1		love:1		27
jealous:1				man:1	jealous:1	talented:1,fond:1,better:1,elegant:1,happy:1,grace:1,surprised:1,thank:1				28
bitch:1,wicked:1	dead:2,died:1	daughter:1,father:1,brother:1,husband:1,son:1	pillow:1		wicked:1	like:2,sure:1,well:1			bitch:1	29
murdered:1	murdered:1			people:1		important:1,forgive:1,grace:1				30
liar:1,killing:1	killing:1			boy:1,men:1,man:1	liar:1,killing:1	well:1,pretty:1				31
fucking:1,hate:1						better:1		fucking:1	fucking:1	32
				baby:1	lost:2,lazy:1	better:1,won:1,easier:1,like:1				33
jealous:1	die:1	father:1			jealous:1	better:1,nice:1				34
hate:2,murdered:1,murder:1,fighting:1	murdered:1,murder:1			girls:2	wrong:2	better:1,loved:1,ready:1,well:1		loved:1		35
kill:2,bastard:1	kill:2,die:1,alive:1	brother:2,son:1		girl:2,boy:1,men:1,man:1	kill:2	like:2,free:2			bastard:1	36
attack:2,enemy:1,killed:1,fighting:1,killing:1	killed:1,killing:1			boy:1	enemy:1,killed:1,killing:1	good:1,truth:1				37
bastard:1				men:1,man:1		truth:2,free:2,trust:1,won:1			bastard:1	38
interrupting:1	dead:1	grandmother:1,grandfather:1		lady:2	interrupting:1,sad:1	like:2,best:2,dears:1,please:1,inspire:1				39
offense:1		grandson:1		lady:2,boy:1		silly:1,like:1				40
war:2	war:2	uncle:1		lady:1,people:1	war:2	won:2,grace:2,good:1,love:1,thank:1,entertainment:1	lord:1	love:1		41
attack:1		brotherhood:1		man:1		great:3,smiling:1,grace:1				42
	died:1		gates:1		worried:1	grace:3,great:2,important:1,smart:1				43
poisonous:1				lady:1,people:1		like:2,beautiful:1,eases:1,grace:1				44
	bury:2			men:1		grace:1				45
killed:1	dead:2,death:1,killed:1	sister:1,father:1,mother:1		girls:1	killed:1	safe:2,sure:1,promise:1,safety:1,certain:1,safer:1,well:1		ass:1	ass:1	46
						good:1				47
		mother:2	house:2		sad:1	thanks:2,kind:1,strong:1,accept:1,like:1				48
				lady:2		pride:1,easy:1				49
murdering:1,killing:1	murdering:1,dead:1,killing:1	aunt:2,family:1	family:1	boys:1,men:1,man:1	empty:1,killing:1	value:1,fine:1,smart:1,rich:1,like:1				50
killed:2,cunts:1,fuck:1	killed:2	brother:1		people:1,man:1	killed:2	friend:3,care:1		fuck:1	cunts:1,fuck:1	51
				girl:1		good:1,please:1				52
torture:4,offense:1,war:1,killed:1	war:1,killed:1	brother:1		people:1	war:1,killed:1	fun:2,better:1,good:1,like:1,best:1,peace:1,friend:1				53
battle:1,fuck:1		daughters:1				kind:1,well:1,certainly:1,like:1		fuck:1	fuck:1	54
				men:1	lowell:1	likes:1,friend:1				55
fucking:1,cunt:1	die:1		room:1					fucking:1	fucking:1,cunt:1	56
										57
				boy:1	wrong:1	fine:1				58
										59
