anger	death	family	home	humans	negative_affect	positive_affect	religion	sexual	swear	chunk
4	3	4	1	1	3	9	0	1	0	0
1	0	0	1	2	1	7	1	0	0	1
0	0	0	0	0	0	0	0	0	0	2
0	0	0	0	0	0	0	0	0	0	3
0	0	0	0	0	0	0	0	0	0	4
0	0	0	0	0	0	3	0	0	0	5
0	0	0	1	1	0	2	2	0	0	6
2	0	3	1	2	1	4	1	1	1	7
1	0	0	0	2	0	2	0	0	0	8
2	1	0	0	1	2	7	2	0	0	9
4	3	0	0	4	3	2	0	1	0	10
2	0	0	0	1	3	3	0	0	0	11
0	0	0	0	1	0	6	0	1	0	12
1	1	1	1	0	1	5	0	0	0	13
1	0	2	1	0	2	2	1	0	1	14
0	0	0	0	0	1	0	0	0	0	15
0	0	0	0	0	0	1	0	0	0	16
3	0	0	1	0	0	2	0	0	0	17
0	0	0	0	0	0	2	0	0	0	18
0	1	2	0	0	0	3	0	0	0	19
0	0	0	1	0	1	1	0	0	0	20
0	0	0	0	0	0	0	0	0	0	21
0	0	0	0	0	0	1	0	1	0	22
0	0	0	0	1	0	3	1	0	0	23
0	0	0	0	0	0	0	0	0	0	24
0	0	0	0	0	0	0	0	0	0	25
1	0	0	0	1	0	4	2	0	0	26
0	0	0	0	0	0	0	0	0	0	27
1	0	6	2	3	0	9	3	0	0	28
0	3	1	0	2	1	3	3	0	0	29
0	3	3	0	0	0	7	1	1	0	30
0	0	0	0	0	0	3	3	0	0	31
2	1	1	1	2	0	3	2	1	1	32
4	2	1	1	3	3	6	2	0	0	33
0	0	0	0	1	0	2	5	0	0	34
0	1	0	0	1	1	3	0	0	0	35
1	0	0	0	6	0	9	0	0	0	36
0	0	0	0	0	0	1	0	0	0	37
0	0	2	0	0	1	1	0	0	0	38
0	0	0	4	1	0	0	2	0	0	39
1	0	0	1	0	0	0	0	0	0	40
7	2	1	2	1	5	2	0	0	0	41
3	1	0	0	0	1	1	1	0	0	42
3	2	1	0	0	2	1	1	0	0	43
4	0	1	0	1	1	4	0	0	0	44
2	0	0	0	0	1	5	0	1	0	45
2	2	1	0	0	0	1	2	0	0	46
0	0	0	0	0	1	1	2	0	0	47
7	4	3	1	0	2	1	0	0	0	48
2	2	4	1	0	1	1	0	0	0	49
0	0	2	1	2	0	0	1	0	0	50
0	0	2	0	0	0	4	1	0	0	51
0	0	0	0	0	0	0	0	0	0	52
2	1	4	0	3	1	2	0	0	0	53
5	1	1	2	1	2	2	2	2	0	54
2	0	0	0	0	0	4	1	3	2	55
1	1	1	1	0	2	2	0	1	0	56
2	1	1	0	0	2	1	4	0	0	57
6	2	0	0	0	5	2	0	1	1	58
1	1	0	0	0	0	0	0	0	0	59
