anger	death	family	home	humans	negative_affect	positive_affect	religion	sexual	swear	chunk
										0
										1
				lady:2	worst:1	happy:1				2
idiot:1,enemy:1		daughter:1			idiot:1,enemy:1,hurt:1	liked:1,like:1				3
cut:1				ladies:1,lady:1		tender:1,enjoyed:1				4
murdered:2,cut:1	die:2,murdered:2	family:2	family:2			won:1,freed:1				5
		brother:3,uncle:1				great:1,loyal:1				6
			home:1			ready:1				7
				ladies:1,men:1,lady:1			lords:1			8
			house:1	girl:3,men:2,man:1		free:1				9
murdered:1	murdered:1			girl:1,lady:1	whore:1	great:1		whore:1		10
	die:1	father:2,son:1	bed:1	men:1,people:1		good:1,strength:1,love:1,brightest:1,fine:1,please:1,grace:1		love:1		11
	die:2				woe:1	won:1,succession:1			bloody:1	12
killing:1	killing:1	father:5		people:2,man:1	worry:1,killing:1	good:3,save:2,relax:1,please:1,well:1,truly:1,trusted:1,friend:1	mercy:1			13
fucking:1		wife:1		man:1	worry:1	love:2,better:1,dear:1,true:1,darling:1,well:1,richest:1		love:2,fucking:1,cock:1	fucking:1,cock:1	14
poison:1				girl:4,lady:2,woman:1,children:1,man:1		ready:1,good:1,talent:1,like:1				15
jealous:1,wicked:1	death:1,dead:1			girl:2,lady:1	jealous:1,wicked:1	better:1				16
										17
cut:1,war:1	war:1,drowned:1,slaughtered:1			men:1	war:1		sacred:1			18
humiliate:1		daughter:1		woman:1,male:1,people:1		great:1	lords:1			19
		son:1								20
fuck:1		nephew:1,niece:1				better:1		cock:1,fuck:1	cock:1,fuck:1	21
killed:2,wars:1,killing:1	killed:2,killing:1	uncle:1,father:1		woman:1,man:1	killed:2,wars:1,killing:1	loved:1,care:1,glad:1,win:1		loved:1		22
hates:1				person:1		great:2,ready:1,like:1,glory:1,grand:1	lords:2	dick:1	dick:1	23
		husband:1						seduce:3,cock:1	cock:1	24
	die:1,drown:1,dead:1					bless:3,stronger:1	bless:3			25
	die:2,dead:2									26
murder:1	murder:1	nephew:1,niece:1	homes:1			save:1,won:1,best:1				27
				woman:1,man:1						28
						love:1		love:1		29
						love:1,good:1,well:1		love:1		30
killings:1	killings:1	sons:1		men:1	killings:1	safe:1,peace:1,free:1				31
war:1	war:1	sons:1,mother:1		people:2	war:1	good:2,hero:1,like:1,freedom:1,peace:1,better:1,security:1,trust:1,best:1				32
						hoped:1,thank:1,promised:1,truth:1,freed:1				33
war:2	war:2	mother:1		people:1	sins:2,war:2	worshipped:2,faiths:1,great:1,ideally:1	worshipped:2,sins:2,lord:1,faiths:1,priests:1,crucified:1			34
skepticism:1,attacked:1				man:2,men:1,women:1	skepticism:1	honest:2,good:1,support:1,glorious:1,grateful:1,excellent:1,trust:1,friend:1	lord:4,priestesses:1,priestess:1,religion:1			35
				child:1		helping:1,loyal:1,supporters:1	lord:2			36
						true:1,friend:1				37
										38
										39
										40
						ready:1				41
enemies:1		father:2	houses:1	lady:2,men:1	enemies:1	well:2,precious:1,loyal:1				42
fight:2		wives:1,family:1,son:1	houses:1,door:1,family:1	men:1,children:1,people:1	doubt:1,risk:1,lost:1	bravest:1,win:1,loyal:1,convince:1,well:1	mormont:1			43
		uncle:3	houses:1	men:1,lady:1	risk:1	like:1,support:1,good:1,great:1,winning:1				44
murder:1	murder:1	brother:2		woman:2,man:1		trustworthy:1,better:1,safe:1,trust:1,like:1				45
		father:1				like:3,welcome:1,good:1,best:1,thank:1				46
			gate:2			good:1,luck:1	lord:2		bloody:1	47
			home:3			well:1,like:1				48
										49
						easy:1				50
fights:1,fight:1		father:1				dignity:1,win:1				51
	die:2					friend:1				52
										53
										54
										55
		son:1	door:8							56
			door:16							57
			door:6							58
										59
