anger	death	family	home	humans	negative_affect	positive_affect	religion	sexual	swear	chunk
{}	{}	{}	{}	{}	{}	{}	{}	{}	{}	0
{}	{}	{}	{}	{}	{}	{}	{}	{}	{}	1
{}	{}	{}	{}	{}	{}	{}	{}	{}	{}	2
{}	{}	{'man': 1, 'commander': 1}	{'courtyard': 1}	{'man': 1, 'commander': 1}	{}	{}	{}	{}	{}	3
{}	{}	{}	{}	{}	{}	{}	{}	{'thorne': 1}	{}	4
{}	{}	{'many': 1, 'brothers': 1}	{'room': 1}	{'many': 1, 'men': 1}	{}	{}	{}	{'how': 1, 'trust': 2}	{}	5
{}	{}	{}	{}	{}	{}	{'winterfell': 1}	{}	{}	{}	6
{'othell': 1}	{'dead': 1}	{'commander': 2, 'treason': 1, 'marsh': 1, 'man': 1}	{}	{'commander': 2, 'man': 1}	{}	{'had': 1, 'love': 1, 'have': 1, 'that': 1}	{'othell': 1}	{'who': 1, 'love': 1, 'should': 1}	{'othell': 1, 'disobeyed': 1}	7
{}	{}	{'commander': 2}	{}	{'commander': 2}	{}	{'what': 2, 'has': 1, 'have': 3, 'that': 1}	{}	{'thought': 2}	{}	8
{'made': 2, 'fuckers': 1}	{'die': 1, 'return': 1}	{'made': 2, 'commander': 1}	{'room': 1}	{'commander': 1}	{'made': 2}	{'have': 6, 'care': 1}	{}	{'those': 1, 'thrust': 1, 'who': 1, 'fuckers': 1, 'thorne': 1, 'choice': 1}	{'fuckers': 1}	9
{}	{'die': 2, 'today': 1}	{'kennelmaster': 1}	{}	{}	{}	{'best': 1, 'have': 1}	{}	{'who': 2, 'thorne': 1}	{}	10
{}	{'everybody': 1}	{'pain': 1, 'paid': 1}	{}	{}	{}	{'what': 1, 'already': 1, 'that': 1}	{}	{'thousand': 1, 'though': 1, 'those': 1, 'hounds': 1}	{}	11
{'reward': 1}	{'good': 1, 'buried': 1, 'dead': 1, 'reward': 1}	{'king': 1, 'marriage': 1, 'command': 1, 'man': 1}	{}	{'men': 1, 'command': 1, 'man': 1}	{'reward': 1}	{'great': 1, 'good': 1, 'like': 1, 'shall': 1, 'that': 1, 'shame': 1, 'thanks': 1, 'have': 1}	{}	{'who': 1, 'hounds': 1}	{}	12
{}	{'produce': 1}	{'maesters': 1, 'prepared': 1}	{}	{'men': 1}	{}	{'won': 3, 'glad': 1, 'have': 2, 'played': 2, 'mowing': 1, 'best': 1, 'hope': 1}	{}	{'without': 3, 'hope': 1, 'hounds': 1}	{}	13
{}	{}	{}	{}	{'boy': 1, 'lady': 1}	{}	{'have': 1}	{}	{}	{}	14
{}	{'die': 1}	{'person': 1, 'make': 1}	{}	{'person': 1}	{}	{'better': 1, 'what': 1, 'won': 1}	{}	{'hounds': 2}	{}	15
{}	{}	{'make': 1, 'commander': 1}	{}	{'commander': 1}	{}	{'won': 1}	{}	{'without': 1}	{}	16
