anger	death	family	home	humans	negative_affect	positive_affect	religion	sexual	swear	chunk
{}	{}	{}	{}	{}	{}	{}	{}	{}	{}	0
{}	{}	{}	{}	{}	{}	{}	{}	{}	{}	1
{}	{}	{'sister': 1}	{}	{}	{}	{}	{}	{}	{}	2
{}	{}	{}	{}	{}	{}	{}	{}	{}	{}	3
{}	{}	{}	{}	{}	{}	{}	{}	{}	{}	4
{}	{'dead': 1}	{}	{}	{}	{}	{}	{}	{}	{}	5
{}	{'odd': 1}	{'maple': 1}	{}	{}	{}	{'that': 1}	{}	{}	{}	6
{'made': 1}	{'introducing': 1}	{'person': 1, 'made': 1, 'expect': 1, 'family': 1}	{'family': 1}	{'person': 1, 'grandchild': 1}	{'made': 1}	{'better': 1, 'what': 1, 'than': 1, 'grandchild': 1, 'that': 5}	{}	{'else': 1, 'title': 1}	{'title': 1}	7
{}	{'good': 1, 'bloody': 1}	{'make': 1, 'parchment': 1, 'family': 1, 'man': 1}	{'family': 1}	{'myself': 1, 'parchment': 1, 'man': 1}	{}	{'what': 1, 'good': 1, 'like': 1, 'hoped': 1}	{}	{'how': 1, 'hoped': 1}	{'bloody': 1}	8
{'hello': 1}	{'gods': 1}	{'marry': 1, 'woman': 1, 'mother': 1}	{}	{'woman': 1}	{}	{'wonderful': 1, 'look': 1, 'have': 1}	{'talla': 1, 'hello': 1}	{'thought': 1}	{'hello': 1}	9
{'hello': 1}	{}	{'grandmother': 1, 'may': 1, 'mother': 1, 'son': 1}	{}	{'lady': 1}	{}	{'grandmother': 1, 'has': 1, 'that': 1, 'lovely': 1, 'happy': 1}	{'talla': 1, 'hello': 1}	{'lovely': 1, 'hold': 1}	{'hello': 1}	10
{}	{}	{'exhausted': 1, 'maybe': 1}	{'bedrooms': 1}	{}	{}	{'exhausted': 1, 'what': 1, 'like': 1, 'have': 1, 'that': 1}	{}	{'scholar': 1, 'dickon': 1, 'choose': 1}	{'dickon': 1}	11
{}	{'gods': 2}	{'margaery': 1, 'mother': 1}	{}	{}	{}	{'gentleness': 1, 'like': 1, 'behalf': 1, 'truly': 1}	{}	{'who': 1, 'those': 1}	{'dangerous': 1}	12
{}	{}	{}	{}	{'atonement': 1}	{}	{'better': 2, 'have': 2, 'than': 2, 'mistreated': 1, 'grace': 1}	{}	{'how': 1}	{}	13
{'mad': 2}	{}	{'looking': 1, 'talking': 1, 'mad': 2, 'sparrow': 1}	{}	{'yourself': 1}	{'mad': 2}	{'spoken': 1, 'looking': 1, 'what': 3, 'have': 3}	{}	{'thought': 1}	{}	14
