anger	death	family	home	humans	negative_affect	positive_affect	religion	sexual	swear	chunk
0	0	1	0	5	0	11	0	0	0	0
5	3	2	0	3	3	2	1	0	0	1
0	0	0	0	0	0	0	0	0	0	2
1	0	0	0	0	0	0	0	0	1	3
0	0	0	0	3	0	0	2	0	0	4
5	3	1	0	4	2	2	0	0	0	5
0	0	0	0	1	1	1	0	0	0	6
0	0	3	0	0	0	2	0	0	0	7
0	0	0	0	0	0	2	0	0	0	8
2	1	0	0	1	2	0	0	0	0	9
0	1	1	0	0	0	3	0	0	0	10
0	1	0	0	3	1	1	0	0	0	11
0	0	0	0	0	0	0	0	0	0	12
1	0	1	0	1	0	2	0	0	0	13
1	0	1	0	1	0	7	0	1	0	14
1	1	3	1	4	1	5	3	0	0	15
4	3	4	0	1	4	2	0	0	0	16
1	0	0	0	5	0	10	1	0	0	17
6	1	1	0	1	1	1	0	0	1	18
0	0	2	0	2	0	1	0	0	0	19
4	0	2	0	1	0	4	0	0	1	20
1	1	1	0	1	2	5	0	0	0	21
0	0	2	2	2	1	1	0	0	0	22
0	0	2	3	1	1	3	0	1	0	23
4	1	1	4	2	4	2	0	0	0	24
2	1	2	0	0	1	4	0	0	0	25
1	1	1	0	0	1	3	0	1	0	26
0	0	0	0	1	1	0	0	0	0	27
0	0	0	1	5	1	1	0	0	0	28
1	0	0	0	1	1	6	3	0	1	29
0	1	1	1	0	0	3	0	1	0	30
2	0	2	0	1	1	5	1	0	0	31
1	1	1	0	3	1	6	1	0	0	32
0	0	1	1	0	0	3	1	0	0	33
1	0	0	0	0	1	1	0	0	0	34
2	0	1	0	0	2	6	0	2	0	35
0	0	0	0	0	0	6	0	0	0	36
0	0	0	0	0	0	3	0	0	0	37
2	0	1	0	0	2	3	0	0	0	38
0	0	1	0	1	1	3	0	1	0	39
3	1	2	0	1	2	7	0	2	0	40
0	0	0	0	0	0	0	0	0	0	41
0	3	0	1	0	0	4	4	0	0	42
0	2	1	0	1	0	3	0	0	0	43
2	0	2	0	0	2	4	0	0	0	44
1	0	1	0	0	1	7	0	0	0	45
2	1	1	1	0	1	5	2	0	0	46
0	0	0	0	1	1	8	1	0	0	47
1	5	0	1	3	2	7	2	0	0	48
1	0	0	0	2	0	0	0	0	0	49
1	0	0	0	1	0	3	0	0	1	50
1	0	1	0	0	0	2	0	0	1	51
1	1	3	1	1	1	3	0	0	0	52
1	2	0	1	1	1	2	1	0	1	53
2	1	1	0	1	3	1	0	3	1	54
6	0	0	0	1	2	1	1	0	3	55
1	0	0	0	5	0	2	0	0	0	56
0	0	0	0	0	0	1	0	0	0	57
0	0	0	0	1	1	0	0	0	0	58
1	0	0	0	0	0	1	0	1	1	59
