anger	death	family	home	humans	negative_affect	positive_affect	religion	sexual	swear	chunk
{}	{'episode': 1}	{'season': 1, 'sons': 1}	{}	{}	{}	{'harpy': 1}	{}	{}	{}	0
{}	{}	{}	{}	{}	{}	{}	{}	{}	{}	1
{}	{}	{}	{}	{}	{}	{'that': 1}	{}	{}	{}	2
{'fucking': 1, 'fuck': 3, 'mad': 1}	{'good': 1, 'mood': 1}	{'fucking': 1, 'mad': 1, 'next': 1}	{}	{'girl': 1}	{'mad': 1}	{'merchant': 1, 'good': 1, 'like': 2, 'have': 2, 'happy': 1}	{}	{'shores': 1, 'fucking': 1, 'should': 1, 'fuck': 3, 'how': 1}	{'fucking': 1, 'fuck': 3}	3
{'war': 1}	{'good': 1, 'war': 1}	{'folks': 1, 'explain': 1, 'imagine': 1, 'family': 1, 'man': 1}	{'family': 1}	{'kidnapping': 1, 'kidnapped': 1, 'man': 1}	{'war': 1}	{'what': 1, 'good': 1, 'like': 1, 'unlike': 1, 'that': 2, 'has': 1, 'handed': 1}	{}	{}	{}	4
{'fucker': 1}	{}	{'sister': 1, 'brother': 1}	{}	{}	{}	{'happens': 1, 'has': 1, 'like': 1, 'free': 2, 'that': 2}	{}	{'who': 1, 'fucker': 1}	{'fucker': 1}	5
{}	{}	{'maybe': 1, 'expense': 1, 'master': 1, 'pay': 2, 'person': 1}	{}	{'person': 1}	{}	{'better': 1, 'what': 1, 'already': 1, 'winter': 1, 'have': 2, 'half': 1, 'has': 1}	{}	{'how': 2, 'expense': 1, 'house': 1}	{}	6
{}	{}	{'king': 1, 'smaller': 2, 'master': 1, 'personally': 1, 'small': 2, 'kings': 2, 'expressed': 1}	{}	{'personally': 1}	{}	{'respect': 1, 'grace': 1}	{}	{'titan': 1, 'honored': 1, 'expressed': 1, 'show': 1}	{'titan': 1}	7
{'wars': 1}	{'gods': 2, 'wars': 1, 'bodies': 1}	{'may': 2, 'sister': 1}	{}	{'men': 1}	{'wars': 1}	{'perhaps': 1, 'wine': 1, 'like': 1, 'that': 1}	{'holy': 1}	{'taste': 1, 'how': 1, 'holiness': 1, 'holy': 1, 'should': 1}	{}	8
{}	{'gods': 2, 'bodies': 1}	{'expected': 1, 'king': 2, 'explain': 1, 'son': 1}	{}	{'himself': 1}	{'sinners': 1}	{'than': 1, 'have': 1, 'that': 1}	{'souls': 1, 'holy': 1, 'sinners': 1}	{'how': 1, 'holy': 1, 'chosen': 2, 'who': 1, 'honor': 1, 'those': 1}	{}	9
