anger	death	family	home	humans	negative_affect	positive_affect	religion	sexual	swear	chunk
2	2	3	1	2	1	3	0	0	2	0
2	2	2	3	0	0	2	0	1	0	1
0	0	0	0	0	0	0	0	0	0	2
0	0	0	0	1	0	0	0	0	0	3
1	2	0	0	1	0	0	0	0	0	4
0	0	0	0	0	0	1	0	0	0	5
1	0	0	0	0	0	8	1	0	0	6
1	0	3	0	4	0	2	2	0	1	7
0	0	1	0	0	0	3	2	0	0	8
2	1	0	0	3	3	2	2	1	1	9
0	2	3	2	3	1	6	0	1	0	10
1	0	0	1	2	1	6	0	0	1	11
1	1	1	0	2	1	2	1	0	0	12
0	0	0	0	1	0	1	0	0	0	13
1	0	0	0	2	0	5	0	0	0	14
0	0	0	0	0	0	5	0	0	0	15
1	0	0	1	1	0	6	0	0	0	16
0	0	0	0	0	0	2	0	0	0	17
0	0	2	0	0	0	1	0	0	0	18
0	0	0	0	0	0	0	0	0	0	19
0	0	2	1	2	0	1	0	0	0	20
1	2	0	0	0	1	0	0	0	0	21
0	0	1	0	0	0	2	0	0	0	22
0	1	2	0	0	0	4	0	0	0	23
0	0	0	1	0	0	1	0	0	0	24
3	1	1	0	2	1	4	1	2	3	25
1	1	2	2	3	3	3	0	0	0	26
4	2	1	0	3	2	1	0	1	0	27
0	0	0	0	0	0	0	0	0	0	28
1	0	2	1	0	1	2	0	1	0	29
3	3	6	1	0	2	2	0	0	0	30
2	0	2	0	2	0	4	0	0	2	31
0	0	0	0	1	0	1	0	0	0	32
1	1	1	1	2	1	3	2	0	0	33
0	1	0	1	0	0	1	1	0	0	34
0	0	0	0	0	0	0	0	0	0	35
1	1	1	0	1	1	1	0	0	0	36
0	0	2	1	3	0	5	0	0	0	37
0	0	0	0	0	0	1	0	0	0	38
0	0	0	0	0	0	0	0	0	0	39
9	7	1	1	4	6	6	1	0	0	40
1	0	1	0	1	0	3	1	0	0	41
0	0	0	0	1	0	1	0	1	0	42
2	0	0	0	4	1	6	0	0	1	43
0	0	0	0	0	0	3	0	1	0	44
0	0	0	0	0	0	0	0	0	0	45
0	0	0	0	0	0	0	0	0	0	46
1	0	0	0	1	1	0	0	0	0	47
2	1	0	0	3	3	4	0	0	1	48
0	0	2	0	3	1	2	1	0	0	49
2	0	1	0	3	1	2	2	0	2	50
0	0	0	0	0	0	1	0	0	0	51
1	1	0	0	0	1	0	0	0	0	52
1	0	2	0	4	1	0	2	0	0	53
2	0	1	1	2	2	3	1	0	0	54
10	0	2	0	2	7	3	0	0	1	55
2	0	1	1	5	1	6	0	0	1	56
1	0	0	1	1	0	3	0	0	0	57
0	0	0	0	1	0	0	0	0	0	58
0	0	0	0	0	0	0	0	0	0	59
