anger	death	family	home	humans	negative_affect	positive_affect	religion	sexual	swear	chunk
enemy:1,evil:1	grief:1,grieve:1	sons:2,wife:1,son:1		girl:1,woman:1	enemy:1,lost:1	opportunity:1,value:1	lord:2,mormont:1			0
murder:2	murder:2,die:1					won:1,well:1,kissed:1,original:1		kissed:1	bloody:1	1
										2
				man:1		strength:1,true:1,truth:1,wisdom:1	lord:3			3
										4
										5
hell:1,kill:1	death:2,kill:1			boy:1,man:1	kill:1	like:1,likes:1	lord:2,hell:1		hell:1	6
enemies:1					enemies:1	sure:1,like:1				7
liar:1,cut:1,kill:1	kill:1,dead:1			boy:1,men:1	liar:1,kill:1	like:2				8
cut:1				men:1		well:1	hells:1			9
										10
			maid:3	ladies:1,man:1		liked:1,like:1,kiss:1	lords:1	kiss:1		11
		brothers:1	bath:1	boy:2	weak:1	like:3,kissed:1,best:1,thanks:1		kissed:1		12
kill:1,murderer:1,war:1,piss:1	kill:1,murderer:1,war:1				kill:1,war:1	peace:1,lucky:1		ass:1	ass:1,piss:1	13
cut:1		father:1		lady:1	lost:1,lose:1	thank:1,free:1	lord:4			14
	alive:1	sister:2,father:1	gates:1,rooms:1	men:1		well:2	lord:1			15
cut:2,kill:1	die:2,kill:1				kill:1	safest:1,bold:1				16
			house:1		scream:2	grace:2,interests:1,favor:1,best:1,luck:1	lord:1			17
		father:1,family:1	family:1	lady:2,boy:1,man:1	unpleasant:1	thank:2,appreciates:2,best:2,generous:1,good:1,well:1,hoped:1,better:1,assure:1,shared:1	lord:1			18
war:1	war:1	family:1	family:1	lady:1	war:1	good:2,support:1,grateful:1				19
		family:1	house:1,family:1	lady:1,people:1	distractions:2,disappointment:1	good:2,play:1,thank:1,won:1,create:1,well:1,safer:1				20
kill:1,killed:1,tortured:1	kill:1,killed:1	brotherhood:2		men:3	kill:1,killed:1,lost:1	good:2	lord:3			21
		family:4,brothers:1	family:4	men:1,lady:1		please:2				22
murder:2,battlefield:1,kill:1,killed:1	murder:2,die:1,kill:1,killed:1	sons:1,kin:1,mother:1		boys:2	kill:1,killed:1	grace:1				23
kill:2,enemies:2,war:1	kill:2,die:1,war:1	father:1,mother:1		boy:1	kill:2,enemies:2,war:1,lost:1	please:2,free:2	lord:1,mercy:1			24
war:2,murderers:1,murderer:1,lying:1,liar:1,fighting:1,killing:1	war:2,murderer:1,dying:1,die:1,dead:1,killing:1,bury:1,murderers:1	nephews:1,mother:1		boys:1,men:1	war:2,liar:1,lying:1,killing:1	won:1,well:1,forgive:1	lord:1			25
fought:2,mad:1		father:1,kin:1		boy:1,men:1	mad:1	save:2,loyal:1,won:1	lord:1			26
kill:1	die:1,kill:1			men:1	kill:1		lord:1			27
blame:1,angry:1		father:1,brother:1	home:1	child:1		admired:1,great:1				28
killed:2,fuckers:1	killed:2				killed:2	lucky:1,easier:1	lord:1	fuckers:1	fuckers:1	29
	alive:1			man:2,child:1	sins:1	good:1	lord:1,sins:1			30
battle:1				lady:2	despair:1	true:1	prayed:1			31
				lady:2,woman:1,man:1	wept:1,wronged:1,sin:1,shamed:1	joy:1,champion:1	sinned:1,sin:1,sacred:1,lord:1			32
		daughter:1,son:1		boys:1	distractions:1	true:1,sweet:1,well:1,thank:1				33
battle:1,fought:1		father:1,mother:1				win:1				34
fought:1		mother:2		child:1		friend:1,won:1,bravely:1,like:1,best:1				35
			bath:1		worry:1	interested:1,fine:1				36
mock:1,fighting:1	die:2,died:1		bathtub:1			trust:2,better:1,well:1,forgive:1,care:1				37
despise:1,mad:1				man:1,people:1	despise:1,mad:1	loved:1,honor:1,like:1	lords:1	loved:1		38
rebels:1,cunt:1,mad:1		father:2	houses:1		losing:1,mad:1	better:1,peacefully:1,promising:1,grand:1			cunt:1	39
kill:1	kill:1	father:3	beds:1,gates:1,homes:1	men:1	kill:1	true:1,precious:1,trust:1,friends:1				40
killed:1,enemies:1	die:1,killed:1,alive:1			children:1,women:1	killed:1,enemies:1	sure:1				41
						honorable:1,true:1	lord:1			42
		father:2	room:1	lady:2,child:1		sure:1,thank:1,good:1,likes:1,easy:1,fun:1,fine:1,friend:1,care:1				43
battle:1,bitch:1						like:2,proudest:1			bitch:1,bloody:1	44
piss:2,fighting:2,fight:1				man:3		great:1,good:1,brave:1,like:1,laughed:1,pride:1,honor:1			piss:2	45
cut:1				boys:1						46
killed:1,rebellion:1	dead:2,killed:1				killed:1	friends:1	lord:1			47
hated:1,fought:1,mad:1			home:1	men:4,man:2	wrong:1,mad:1	forgive:2,loyal:1,good:1,truly:1				48
attack:1			bed:1			better:1,pride:1,like:1	lord:1			49
attack:2		families:1	home:1,families:1	children:1		warm:1,safe:1,like:1,strongest:1	lords:1			50
fighter:1		married:1,daughter:1	home:2	person:1,men:1,man:1		kind:1,won:1,please:1,splendid:1				51
fought:1,fight:1		husbands:1,married:1		partner:1		well:1,good:1,please:1,like:1	lord:1			52
				girl:1,lady:1,ladies:1		well:1,grandest:1,good:1,engaged:1,lucky:1				53
dangerous:1			home:1			friend:2,better:1,kind:1,true:1,hope:1	lord:1			54
		sister:1		girl:1		important:2,sure:1,well:1,favorite:1,pleased:1,jokes:1,lovely:1,friends:1,appreciated:1,best:1				55
murdered:1,kill:1,war:1	murdered:1,kill:1,war:1	father:1,brother:1,husband:1,brothers:1	home:1	girl:1	kill:1,war:1,lost:1	helping:1,won:1,wise:1,win:1,wonderful:1,free:1				56
battle:1,cruel:1			bed:1	child:2,boy:1,girl:1		secure:2,well:1,assure:1,surely:1,hope:1,rewarded:1,reward:1,happiness:1				57
disgusting:1		daughter:1,father:1		children:1	disgusting:1	won:1,please:1				58
						play:1	lord:2			59
