anger	death	family	home	humans	negative_affect	positive_affect	religion	sexual	swear	chunk	season	episode
		woman:4,prisoner:3,pay:1,brother:1,man:1		woman:4,girl:2,girls:2,boy:1,man:1		free:5,like:2,that:2,what:1,better:1,have:1,hands:1,than:1,wonder:1		naked:1,chose:1,choice:1		8	2	7
	blood:1			men:1		what:1,have:1,happened:1		big:1,whole:1		9	2	7
	dead:1,brotherhood:1	kings:1,man:1,brotherhood:1		men:1,man:1	assassin:1	look:2,that:2,like:2,hanged:2,what:1,had:1,harass:1,have:1,care:1	assassin:1	thought:1,how:1,harass:1,without:1,choose:1,brotherhood:1,assassin:1	harass:1,assassin:1	10	2	7
war:2	war:2	small:1,manners:1		manners:1	war:2,lost:2,lose:1	win:1,had:1,like:1,have:1		whole:1,else:1		11	2	7
war:1	war:1	remains:1,kings:1,pass:1,imagine:1		children:3	war:1	what:3,great:1,determined:1,greatest:1,had:1,harren:1,hall:1		thought:1,tallest:1,pass:1	pass:1	12	2	7
	alive:2	sisters:1,marched:1,sons:1		men:2,child:1		have:2,happened:2,what:1,look:1,that:1,changed:1,harren:1,harrenhal:1				13	2	7
warrior:1	rode:2,warrior:1	stonemason:1,sister:1,maidens:1,songs:1	maidens:1,student:1	girls:2,boy:1	warrior:1,idiots:1	rhaenys:2,great:1,that:1,had:1,hair:1,pretty:1,vhagar:1,ha:1		student:1		14	2	7
	good:1	many:2,stonemasons:1,mother:1,smart:1,stonemason:1		many:2,girl:2,lady:1,girls:1		that:2,careful:2,has:1,what:1,good:1,have:1		how:1,should:1		15	2	7
hateful:2,lied:1		king:1,spare:1,pardon:1,man:1		man:1	lied:1	that:2,hateful:2,liked:1,thank:1,beloved:1,sweetest:1,what:1,have:1,winterfell:1,scare:1,glad:1,chase:1		beloved:1,should:1		16	2	7
		many:1,demanded:1,man:1		many:1,demanded:1,man:1		what:2,have:2,happen:2,already:1,khaleesi:1,look:1,shall:1,that:1,took:1,than:1		who:1,xhoan:1		17	2	7
	good:1	king:3,mance:2,make:1,woman:1,man:1		mance:2,woman:1,man:1		free:2,good:1,true:1,care:1		ass:1,who:1,chose:1,shove:1	ass:1	18	2	7
	woods:1	taking:1,woman:1,commands:1		yourself:1,commands:1,men:1,girls:1,woman:1		free:1,pretty:1		how:2,naked:1,whole:1,cabin:1,show:1		19	2	7
		prisoners:2,many:1,paper:1,man:1		many:1,man:1		grace:3,what:2,thank:1,that:1,half:1,hang:1		hot:1,honor:1		20	2	7
supplies:1		brought:1,kingslayer:1	room:1	bannermen:2,men:2,mentioning:1,boy:1	supplies:1	have:2,that:2,treating:1,what:1,already:1,fond:1,grace:1				21	2	7
war:1	war:1	maester:2,expect:1		lady:1	war:1	what:2,have:2,easily:1,like:1,that:1	write:1	shouldn:1,without:1,stitching:1,show:1,assume:1,those:1	assume:1,stitching:1	22	2	7
		looking:1,pampered:1,man:1		men:2,yourself:1,boys:1,children:1,man:1	lost:1	treated:2,looking:1,happening:1,that:1,hand:1,better:1,have:1,than:1,like:1		farmhouse:1,those:1,hounds:1		23	2	7
		looking:1,man:1	home:1	boys:1,man:1		looking:1,what:1,harder:1,winterfell:1		home:1,who:1		24	2	7
	dead:3,died:2,good:1					have:2,good:1		shouldn:1,slaughterhouse:1,trusted:1,should:1		25	2	7
	return:1,alive:1	brother:3	room:1	men:1		what:2,have:2,that:2,khaleesi:1,khal:1,had:1		trust:4,who:2,horse:1,shout:1,trusted:1,should:1		26	2	7
					close:2	what:1,khaleesi:1,half:1		how:2,without:1		27	2	7
warmth:1	warmth:1	may:1,king:1,marry:1,master:1			since:2,close:1,warmth:1	what:4,like:2,shame:1,happened:1,that:1	since:2	thought:1,without:1,show:1		28	2	7
warm:2	warm:2,gods:1				warm:2	that:2,what:1,have:1				29	2	7
						chance:1,had:1,took:1,have:1		should:1		30	2	7
				children:1		grace:1,have:1,that:1				31	2	7
		mother:2,king:1,woman:1,prepared:1		woman:1,children:1,child:1		what:2,have:2,that:2,has:1,greatest:1		thought:2,honor:1		32	2	7
	kingswood:1,returned:1	maester:1,kingswood:1,pain:1,brother:1,imagine:1	room:1	huntsmen:1		that:2,had:2,half:1,grace:1,grand:1		birthing:1,birth:1,hounds:1		33	2	7
		may:1,king:1,make:1,womanly:1,mother:1		children:2,womanly:1		love:6,that:3,grace:2,share:1,wisdom:1,has:1,special:1,happy:1		love:6,shouldn:2,show:1,choice:1		34	2	7
		mother:2		tournament:1		perhaps:1,had:1,than:1,that:1	tournament:1	horse:1,who:1		35	2	7
		family:2,brother:1	family:2	men:1		that:3,what:1,had:1		embarrass:1,though:1,big:1	embarrass:1	36	2	7
	die:1	family:1	competitors:1,family:1,dent:1	myself:1	embarrassing:2	that:2,handed:1,chained:1,than:1,best:1	embarrassing:2	horse:2,embarrassing:2,competitors:1	embarrassing:2,competitors:1	37	2	7
	kingswood:1	painter:2,talking:1,kingswood:1,imagine:1				what:3,like:3,that:3,had:2,have:1		how:1,short:1,who:1		38	2	7
		explain:1,part:1,prison:1				that:5,like:2,hard:1,have:1,than:1		liability:1,how:1,without:1		39	2	7
made:1	good:3	excellent:1,made:1,prisoners:1,imprisonment:1,imagine:1,prisoner:1,shocking:1,apparently:1		imprisonment:1,men:1	made:1	good:3,have:2,careful:1,has:1		thought:1,else:1,shocking:1,who:1,though:1		40	2	7
	die:1					have:2,what:1				41	2	7
		past:1,andal:1,man:1,lessons:1,mother:1		man:1	close:1	have:2,what:1		who:1		42	2	7
		andal:1	home:1	children:1		love:1		home:1,who:1,love:1		43	2	7
made:1	die:1,undying:1	king:2,made:1,mother:1		arrangement:2,babies:1	made:1,closed:1	have:2,that:1,khaleesi:1,best:1,half:1		how:1,without:1,babies:1,house:1		44	2	7
		make:2,king:1,remain:1,margins:1,mother:1	room:1	itself:1,babies:1		have:2,charlatan:2,love:1,like:1,that:1,change:1,greatest:1		those:2,love:1,babies:1,ambition:1		45	2	7
	undying:1	kingslayer:1,woman:1,mother:1,man:1		lady:2,woman:1,children:1,man:1		what:1,hands:1		house:1,without:1,should:1		46	2	7
fucking:1	die:1,today:1	man:2,fucking:1,kingslayer:1,prisoner:1		man:2		hang:1		fucking:1,who:1	fucking:1	47	2	7
	grief:1,returns:1	king:3,treason:3,son:3,demand:1,demands:1,make:1,brought:1,mother:1,kings:1		demand:1,men:1,lady:1,demands:1		have:2,better:1,that:1,has:1,than:1,accept:1		how:2,bitch:1		48	2	7
		past:1,handmaidens:1,sons:1,many:1	handmaidens:1	many:1,lady:1	since:2	have:5,that:2,has:2,than:2,love:1,thank:1,chain:1,handmaidens:1,behalf:1,wind:1,look:1	since:2	bind:1,who:1,love:1,how:1		49	2	7
war:1	good:2,war:1,dead:1	king:1,make:1,kingdoms:1		boy:1,girls:1	sadly:1,war:1	good:2,like:1,have:1,giving:1,has:1,haven:1,best:1		thought:1,whores:1		50	2	7
		sister:1,brother:1		boy:1	sins:2	what:2,like:2,wonder:1,hard:1,looks:1,than:1,hoped:1	sins:2	hoped:1		51	2	7
beaten:1,mad:1	gods:1,odds:1,good:1	moments:1,mad:1		moments:1,tommen:1,children:1	mad:1	what:3,good:1,that:1,half:1				52	2	7
	die:1,returns:1	king:2,son:1,treason:1,kingslayer:1		lady:2		won:2,that:1		who:1		53	2	7
	goodbye:1	king:3,son:1,make:1,woman:1,many:1		many:1,woman:1,lady:1		have:2,what:1,like:1,goodbye:1,that:1,chains:1,took:1				54	2	7
	dead:1	king:2,kingslayer:2,woman:1,kingdoms:1,matter:1,massacres:1,forsaking:1,man:1		woman:1,man:1		what:4,than:2,truer:1,have:1,that:1		honor:2,without:1,shoved:1,massacres:1	massacres:1	55	2	7
fucked:1,hated:1,hate:1	good:2	woman:2,talking:1,walking:1	home:1	woman:2,boy:1		that:3,good:2,what:1,love:1,hated:1,happen:1,hate:1		how:1,love:1,home:1,fucked:1,honorable:1,whore:1,honest:1	fucked:1	56	2	7
						what:5,happen:2,have:1		who:1		57	2	7
										58	2	7
										59	2	7
										0	2	8
										1	2	8
		man:1		man:1		winterfell:1,what:1				2	2	8
made:3,warrior:1,mad:1	warrior:1,bodies:1,alive:1	made:3,prisoners:2,mad:1,broke:1,repaid:1,exactly:1,brother:1	home:2	boys:2,men:1,achievement:1,boy:1	made:3,warrior:1,mad:1	treated:3,great:2,winterfell:2,that:1,had:1,what:1,took:1,broke:1,dumbest:1		home:2,honor:2,how:1,who:1,those:1,should:1		3	2	8
warn:1,warning:1	warn:1,warning:1,bodies:1	brought:1,brother:1,man:1	home:1	boys:1,men:1,man:1	warn:1,warning:1	winterfell:3,that:2,joke:1,hadn:1,had:1,won:1,hanged:1,have:1,haven:1		horses:1,how:1,home:1		4	2	8
	die:2,blood:1,dying:1	mother:1	home:1			loved:1,winterfell:1,like:1,that:1		loved:1,home:1		5	2	8
	die:1	brought:1,mance:1		boy:1,mance:1		looked:2,what:1,already:1,halfhand:1				6	2	8
	dead:1	mance:2,son:1,man:1		mance:2,himself:1,meself:1,man:1		winterfell:1,what:1,have:1,half:1	dozen:1	chop:1		7	2	8
	died:1	looking:1				looking:1,what:1,that:1,had:1,happy:1		birds:1		8	2	8
	soldiers:1	marrying:1,march:1,except:1,man:1		children:3,man:1,charwomen:1		that:4,loved:1,like:1,have:1,charwomen:1,plowing:1,best:1		thought:1,loved:1,thousands:1,scrubbing:1		9	2	8
war:1	war:1	man:2,songs:1	home:2,bed:1	man:2,men:1,charwomen:1	sing:1,war:1	glory:2,have:2,liked:1,that:1,charwomen:1,following:1,than:1,woke:1,care:1	sing:1	home:2,how:1,scrubbing:1		10	2	8
		kingslayer:1,king:1		milady:1,girls:1,children:1		have:1,that:1,winterfell:1,true:1,grace:1,free:1		how:2,horse:1,chopping:1,hoofbeats:1		11	2	8
	grief:1,returning:1	son:2,sons:2,king:1,may:1,prisoners:1,treason:1,brought:1,kingslayer:1,prison:1		children:2	lost:2	has:1,chain:1,played:1				12	2	8
		many:1,make:1,kingslayer:1,son:1	identity:1	many:1,men:1		tywin:1,what:1,has:1,grace:1		horses:1,how:1,whoa:1,identity:1	identity:1	13	2	8
hate:1		past:1,king:1,brothers:1,kingslayer:1,sisters:1,many:1		lady:2,many:1,men:1,women:1		have:4,harmed:2,already:1,look:1,hate:1,ready:1,has:1,provoke:1		horses:1,chop:1,those:1		14	2	8
		kingslayer:1,woman:1,pardon:1,maybe:1,knocking:1,kingdoms:1,man:1	confident:1	men:3,woman:1,man:1	idiot:1	like:2,have:2,happens:1,what:1,took:1,confident:1,chance:1,chains:1		who:1,honor:1		15	2	8
execute:1	recapture:1	king:4,execute:1,prisoner:1,remains:1,ashemark:1,son:1		movement:1	close:1	better:1,winterfell:1,ha:1,than:1		assure:1,who:1,hour:1,assured:1	assure:1,assured:1	16	2	8
	good:1,brotherhood:1	maintain:1,march:1,brotherhood:1,company:1,garrison:1,marching:1		boy:1,girl:1,herself:1	lost:1	great:1,good:1,that:1,harrenhal:1,better:1,won:1,have:1,has:1		brotherhood:1	sober:1	17	2	8
fuck:1		man:4,make:1,mallet:1		man:4,boy:1,girl:1		care:1,fine:1,look:1,that:1		who:1,bitch:1,fuck:1	fuck:1	18	2	8
		patrol:1,marching:1,march:1,mance:1,brother:1		men:1,mance:1		tywin:1,helping:1,what:1		hours:1,how:1,trust:1,horses:1,shouting:1		19	2	8
	died:1			girl:1,men:1		have:3,what:2,knowing:1,better:1,like:1,that:1,hands:1		how:1,trusting:1,those:1,should:1		20	2	8
		looking:1,king:1,part:1,sneaking:1,makes:1,commander:1		commander:1		what:4,fine:2,looking:1,like:1,hard:1,had:1		shouldn:1,should:1		21	2	8
	good:1	marked:2,performance:1,explains:1,archmaester:1,commander:1		performance:1,compliment:1,commander:1		good:1,great:1,has:1,books:1,hand:1		how:2		22	2	8
warranted:1	food:2,warranted:1,ladies:1	maybe:1,part:1,archmaester:1,extreme:1		ladies:1,men:1	warranted:1	great:1,love:1,that:1,vyalthan:1,better:1,shame:1,books:1,have:1,than:1	writer:1	love:1		23	2	8
	good:1	many:2,king:1	yards:1	many:2,men:2		have:3,that:3,what:2,books:2,good:1,either:1				24	2	8
cut:1	dead:2,alive:1	imagination:1,imagine:1,imagined:1,man:1		meself:1,man:1		better:2,great:2,halfhand:2,than:2,greatest:1,that:1		qhorin:1		25	2	8
hells:1,made:1		made:1,marks:1		men:1	made:1	that:2,what:1,look:1,best:1	hells:1		hells:1	26	2	8
	god:1,somebody:1	man:2,patrol:1,expect:1,demands:1,brother:1,maesters:1		man:2,girl:1,demands:1		tywin:1,has:1		dragonglass:2,how:1	dragonglass:2	27	2	8
	gods:2,anybody:1,dead:1	taking:1,brother:1,man:1		girl:1,man:1		lovely:1,ghar:1		lovely:1,hour:1		28	2	8
mocked:1	gods:1,podrick:1	joking:2,man:2,part:1		girl:5,man:2,himself:1		thank:2,joking:2,ghar:1,that:1,fine:1,than:1		honor:1		29	2	8
war:1	odd:2,war:1	king:1,excellent:1,sympathy:1		boy:2,boys:2,men:1	sadly:1,war:1	have:2,better:1,what:1,either:1,ready:1,than:1				30	2	8
	die:1	king:1,mother:1,thinking:1,kingsguard:1,man:1,son:1		men:1,man:1	idiot:1	has:2,have:2,finest:1,that:1,perhaps:1,half:1,hand:1		thousands:1,cock:1,big:1	dangerous:2,cock:1	31	2	8
madness:1,fuck:1	body:1,good:1	pays:1,married:1,madness:1			madness:1	have:3,happy:2,what:1,good:1,that:1,pretty:1,lovely:1,care:1		whore:2,thought:1,lovely:1,fuck:1,who:1	fuck:1	32	2	8
	dies:1,alive:1	brother:1,expert:1,man:1		man:1		like:2,better:1,love:1,carefully:1,treated:1,gently:1		whores:2,who:2,love:1		33	2	8
		mandon:1,painful:1,brother:1		mandon:1		already:1,haven:1,like:1		thought:1,how:1,whore:1		34	2	8
		paid:1				free:1,happy:1				35	2	8
cut:1		expect:1		myself:1	sad:1	have:2,what:1,look:1,that:1,won:1,shae:1,careful:1,care:1		who:1		36	2	8
	returned:1	brothers:1		boys:1		winterfell:1,has:1,have:1,hope:1	dozen:1	hope:1		37	2	8
	return:1	matter:1,exception:1,expect:1,pardon:1,mother:1,sisters:1,son:1	homes:1	countrymen:1,lady:1		grace:2,had:1,have:1	mercy:1	how:2,homes:1,who:1		38	2	8
war:1	good:1,war:1	kind:4,king:2,march:1,brothers:1,kings:1,man:1,preparing:1	home:1	lady:1,man:1	war:1,closest:1	kind:4,play:2,have:2,harp:2,what:1,good:1,like:1,that:1,winterfell:1,has:1		home:1,whole:1,should:1		39	2	8
		brother:1,mother:1		men:1,child:1		sawing:1,that:1		rhoyne:2,naked:1,how:1,hottest:1		40	2	8
		talking:1,brother:1				playing:1,hadn:1				41	2	8
	dead:2	man:3,brother:1		man:3,girl:1	pressing:1,shook:1	have:2,what:1,that:1,had:1,having:1,shook:1	pressing:1	without:1,shook:1		42	2	8
	ladies:1	marry:1,spat:1,brother:1,masquerades:1,man:1		ladies:1,girl:1,man:1		half:1,grace:1,that:1		rhoyne:1		43	2	8
		marry:1				hope:1,that:1		hope:1		44	2	8
warm:1	warm:1	part:1			warm:1	what:4,better:1,have:1,pretty:1,that:1,ready:1		trust:2,bit:1,those:1		45	2	8
		king:1				free:1,wind:1		holds:1,trusted:1		46	2	8
fought:1,families:1		sons:2,many:1,make:1,brother:1,son:1	tridents:1	many:1,mermen:1	families:1	like:2,grace:2,that:1,thank:1,change:1,hands:1,wind:1,look:1		hold:1,those:1		47	2	8
fought:2,mad:2,war:1	good:1,war:1	king:2,mad:2,many:1,animals:1,marching:1		men:2,many:1,boy:1	mad:2,war:1	fine:2,liked:1,good:1,like:1,yoke:1,has:1,grace:1,happy:1		horses:2,who:1		48	2	8
made:1	dying:1	king:2,made:1,expect:1,man:1,brother:1,son:1		man:1	made:1	giving:1,that:1,grace:1,hand:1		thought:1,hold:1		49	2	8
		king:1,uncle:1,preparing:1,master:1,many:1,songs:1,man:1	rooms:1	men:2,many:1,man:1	since:1	winterfell:1,haven:1,have:1,grace:1	since:1	shores:1,birds:1,choice:1		50	2	8
	manhood:1	man:2,sister:1,kingsguard:1,imagine:1,manhood:1,brother:1		man:2,manhood:1,men:1		better:1,play:1,charge:1,like:1,have:1,that:1,what:1		manhood:1,who:1,multitudes:1,honest:1	multitudes:1	51	2	8
	god:2,good:2,goddess:1,alive:1,gods:1	expected:2		men:2		good:2,hand:2,play:1,like:1,played:1,have:1,playing:1,wine:1		tits:1,honorable:1,who:1,honor:1,those:1,should:1	tits:1	52	2	8
warlocks:1	good:1,warlocks:1	song:1		girl:1	warlocks:1	has:1,what:1,good:1,khaleesi:1,have:1,careful:1,true:1				53	2	8
warlock:1,suckle:1	die:2,warlock:1,undying:1	magic:2,mother:2		children:2,himself:1	warlock:1,witch:1	what:3,that:2,love:1,khaleesi:1,have:1		house:1,without:1,love:1,should:1	suckle:1	54	2	8
	bury:1	mother:1		children:2		have:2,won:1,haven:1		should:1		55	2	8
		man:1		man:1		what:1,look:1,hoped:1		hounds:1,hoped:1		56	2	8
		passed:1		boys:1,himself:1		have:2,that:1		who:1,passed:1	passed:1	57	2	8
										58	2	8
										59	2	8
	god:2,wood:1,die:1	king:3,commanded:1,many:1,son:1,mother:1,making:1,man:1,imagined:1,marching:1		men:2,commanded:1,many:1,man:1		that:2,won:1,have:1,grand:1,sweetest:1,scare:1		how:1,hot:1,assure:1	assure:1	0	2	9
		king:2,may:1,make:1				wind:2,what:1,have:1,that:1,grace:1,original:1		hold:1,holds:1		1	2	9
										2	2	9
										3	2	9
						that:1				4	2	9
	dodging:1	king:1,moment:1	home:2	moment:1		hasn:1,have:1,wind:1,hand:1		home:2		5	2	9
	gods:1,good:1,god:1	king:2		men:1		have:5,good:1,glad:1		choose:1,those:1		6	2	9
war:1	war:1				war:1	won:1,have:1		choice:1		7	2	9
fuck:1,war:1	war:1	maester:1,make:1			war:1	what:1,love:1,like:1,have:1,that:1,grace:1		house:1,love:1,fuck:1,should:1	fuck:1	8	2	9
war:1	war:1	may:2,maester:1,king:1,brought:1,many:1		many:1,men:1	single:1,war:1	what:1,have:1,nightshade:1,wine:1,grace:1,wisdom:1	single:1	essence:1,however:1	dangerous:1	9	2	9
		maester:1,many:1,song:1		many:1,boys:1		halls:2,spoke:1,that:1,pretty:1,grand:1,careful:1,grace:1,thank:1	soul:1			10	2	9
scrap:1		many:1,smacked:1,brother:1,mom:1		many:1,boys:1		poker:1,won:1,like:1,halfway:1		ass:1,how:1	ass:1,scrap:1	11	2	9
warm:1	warm:1,good:1	brown:1,man:1		man:1,women:1	warm:1	good:1,hard:1,likes:1				12	2	9
fucking:1		fucking:1,company:1,smaller:1,drinking:1		women:2,myself:1	singing:1	like:2,love:1,have:1	singing:1	fucking:1,love:1	fucking:1	13	2	9
hated:1,war:1	podrick:1,war:1,dead:1	king:1,exactly:1,expect:1			war:1	that:2,hated:1,shall:1		horror:1		14	2	9
	good:2,oddly:1	map:1,many:1		boy:1,many:1	closer:1	what:2,good:2,that:1		trust:1,though:1		15	2	9
cut:1	blood:1	personally:1		myself:1,personally:1		what:4,have:3,look:1,that:1,asshai:1,had:1,shape:1,has:1,hope:1		trust:3,how:1,those:1,asshai:1,birds:1,hope:1	asshai:1	16	2	9
		man:2,path:1,paved:1		man:2		have:2		who:1		17	2	9
	wood:2	unstoppable:1,king:1,brother:1,man:1		man:1		play:2,won:1,what:1,that:1		chopped:1,how:1,chopping:1		18	2	9
	ladies:1,return:1	king:2,sister:1,romantic:1,folks:1,pay:1,maegor:1		ladies:1,lady:1,romantic:1		enhances:2,has:2,shae:2,great:1		holdfast:1		19	2	9
	return:1,blood:1	king:2,uncle:1		lady:1,girls:1,yourself:1		grace:1		taste:1,should:1		20	2	9
	blood:1	brother:2		boys:1,lady:1	worst:1			thickest:1,those:1		21	2	9
cut:2		king:5,make:1,extremely:1,quarterman:1		quarterman:1		that:3,hand:3,has:2,half:2,won:1,like:1,have:1		hound:3,thought:1,without:1		22	2	9
hates:1		maybe:2,except:1			amusing:1	what:1,that:1,had:1,liked:1,took:1,have:1,true:1,hates:1	amusing:1	how:1		23	2	9
hates:2		maybe:2,may:1,pale:1,smash:1		men:1,lady:1,child:1		hates:2,what:1,wondering:1,look:1,had:1,than:1,have:1,grace:1,glad:1,wine:1		thirsty:1,those:1,else:1		24	2	9
warning:1	warning:1	small:1,maids:1,make:1,paid:1	groom:1		warning:1	have:3,that:1,than:1,hope:1,wine:1		maids:1,horse:1,hope:1,should:1	danger:1	25	2	9
		marks:2				ready:1,what:1		hold:4		26	2	9
		man:1		man:1				hold:2		27	2	9
		matthos:1						hold:1,matthos:1		28	2	9
										29	2	9
dwarf:1	die:1,dwarf:1	prepare:1			dwarf:1	play:1,has:1,grace:1,played:1		thousands:1		30	2	9
	gods:1					what:2,grace:2,have:1	mercy:1			31	2	9
	gods:5,return:1,died:1	mother:2,man:1		girl:1,man:1		that:4,have:3,like:2,hard:1	mercy:2	thought:1,should:1		32	2	9
	audience:1,return:1	expected:1,person:1,brother:1		person:1		have:2,better:1,chance:1,like:1,that:1,than:1,hoped:1		should:3,horse:1,hold:1,somehow:1,hoped:1,how:1,else:1,cocks:1,those:1	cocks:1	33	2	9
bellies:1	good:2,blood:1	woman:1,man:1		women:1,woman:1,man:1	bellies:1	have:3,good:2,happens:1,what:1,like:1,looks:1,best:1,half:1,fine:1,glad:1,look:1		how:1,bit:1,shocked:1,tits:1,should:1	tits:1	34	2	9
	pod:1	king:1,manages:1,party:1,man:1,many:1		men:2,many:1,manages:1,man:1	serious:1	that:3		hound:1,ashore:1		35	2	9
fucking:1		fucking:1						fucking:1	fucking:1	36	2	9
fucking:1	dies:1	fucking:1,man:1		man:1				fucking:1	fucking:1	37	2	9
		mace:1,apart:1	ridden:1	desired:1	sing:1	looked:1,treated:1,alike:1,like:1	sing:1	horse:1		38	2	9
		handmaiden:1,mastered:1	handmaiden:1	lady:1	worst:1	better:1,handmaiden:1,have:1,pretty:1,that:1,had:1,grace:1		how:1		39	2	9
		nobleman:1,maybe:1,imagine:1		nobleman:1		grace:3,what:2,shae:2,that:1,has:1		how:1,without:1		40	2	9
coward:1,mocked:1,lied:1	coward:1,good:1,alive:1	may:2,king:1		battlements:1,children:1,women:1	coward:1,lied:1	chambers:1,what:1,good:1,grace:1,have:1	morale:1			41	2	9
						better:1				42	2	9
fuck:1						wine:1		fuck:1	fuck:1	43	2	9
fuck:3,dwarf:1	dwarf:1	kingsguard:2,king:2,command:1		men:1,command:1	dwarf:1,lost:1	half:1		fuck:3	fuck:3	44	2	9
forward:2	forward:2				forward:2					45	2	9
		king:1,exactly:1,uncle:1,mandon:1,mother:1		myself:1,men:1,battlements:1,mandon:1	business:1	what:2,grace:2,have:2,has:1,won:1	business:1	hold:1,who:1,should:1		46	2	9
	pod:1	king:2,talking:1,make:1,mandon:1,man:1		men:3,mandon:1,man:1		what:2,half:1,that:1		who:2,show:1		47	2	9
fuck:1		king:1,knocking:1,kingdoms:1		women:1		won:1,glory:1,that:1		houses:1,asses:1,fuck:1,those:1,honor:1	asses:1,fuck:1	48	2	9
rallied:1		king:1,son:1			lost:2,rallied:1,sing:1	what:1,save:1,have:1,shall:1,has:1,grace:1,care:1	sing:1			49	2	9
war:2,raping:1	war:2,goodbye:1	sons:2,mother:1			war:2	gentle:2,save:2,won:1,goodbye:1,chamber:1	mercy:1	raping:1		50	2	9
	die:1	king:1,panic:1		lady:1		what:2,fine:1,winterfell:1,that:1				51	2	9
		looking:1,sons:1,brother:1	home:1			won:2,better:1,looking:1,look:1		home:1		52	2	9
						won:1		bird:1,those:1		53	2	9
fuck:1		halfman:8		halfman:8		halfman:8		fuck:1	fuck:1	54	2	9
	kingswood:2,woods:2	kingswood:2,mother:2				sweet:1,loved:1,love:1,that:1		loved:1,love:1		55	2	9
		king:1,mother:1,son:1				like:2,what:1		howling:1,grass:1,birds:1	grass:1	56	2	9
		mother:1				like:2,love:1		love:1		57	2	9
						that:2,won:1,have:1		who:1		58	2	9
						sharp:2,spoke:2,hall:2,that:1,has:1	soul:1			59	2	9
	stood:1,return:1,returning:1	man:2,king:1,exception:1,brothers:1,may:1,son:1,kingslayer:1,passed:1	homes:1	girl:3,boys:2,man:2,men:1,children:1		has:2,look:1,that:1,played:1,hoped:1,ghar:1,have:1,winterfell:1,hope:1		who:2,homes:1,passed:1,how:1,thousands:1,hope:1,hoped:1	passed:1	0	2	10
warlock:1	warlock:1,undying:1	magic:2,marry:2,march:1,mance:1,many:1,brother:1,expect:1		many:1,girl:1,countrymen:1,mance:1	warlock:1	what:4,have:2,that:2,better:1,won:1		house:1,trusting:1,trust:1,ashore:1,should:1		1	2	10
						original:1				2	2	10
										3	2	10
	pod:2,alive:1	maester:1,king:1,pain:1,bronn:1	room:1			what:1,like:1,hands:1,perhaps:1,chambers:1,happened:1,hand:1				4	2	10
		king:2,kingdoms:1,andals:1		men:1		tywin:1,grandfather:1,thank:1,grace:1,hand:1		house:1		5	2	10
forward:1	forward:1,good:1	grandsons:2,sons:2,sister:1,family:1,attendant:1,margaery:1	family:1,petyr:1		forward:1	shall:3,grace:2,grandsons:2,harrenhal:1,good:1,that:1,have:1,has:1,than:1		houses:1,whole:1,honor:1,house:1		6	2	10
	return:1	king:1,treason:1,remains:1,small:1,margaery:1,man:1		lady:2,judgment:1,man:1		have:4,grace:3,love:2,great:1,what:1,wisdom:1		love:2,honor:2,houses:1,those:1		7	2	10
made:2	gods:3,good:2	margaery:2,made:2,pact:1,brother:1		girl:1	made:2	good:2,have:2,like:1,that:1,took:1,free:1,betrothal:1,grace:1	holy:1	whose:1,hold:1,holy:1,assures:1	assures:1	8	2	10
	good:2	many:1,sister:1,woman:1,marrying:1	condolences:1,home:1	many:1,woman:1,lady:1	sincerest:1	good:2,that:2,love:1,sweet:1,gladly:1,free:1	sincerest:1	home:1,shouldn:1,love:1		9	2	10
		king:1,sister:1,make:1,mother:1	home:2	boy:1,yourself:1		like:2,look:2,better:1,have:1,that:1,than:1		home:2,who:1		10	2	10
	return:1	kind:1,working:1		men:5		what:4,like:4,that:2,had:1,kind:1,hoped:1,better:1,have:1,has:1,true:1		who:1,hoped:1	dangerous:1	11	2	10
		partner:1,man:1		man:1		what:1,has:1,looks:1,unlike:1,that:1		who:2,thought:1,how:1,holes:1,those:1,should:1	dangerous:1	12	2	10
fought:1	soldiers:1,childhood:1	maybe:2,make:1,woman:1		boys:2,woman:1,lady:1,childhood:1,girls:1		like:2,have:2,what:1,love:1,that:1,freedom:1,challenge:1,than:1		big:1,love:1,childhood:1,how:1		13	2	10
cut:1,fuck:1	burying:1	woman:2,prisoner:1,reason:1,apparently:1		woman:2,yourself:1,women:1	business:1	what:4,that:2,care:1,have:1,swing:1	business:1	whoa:3,who:2,ass:1,shouldn:1,fuck:1,should:1	ass:1,fuck:1	14	2	10
		ashemark:2,taking:1,market:1		lady:1		have:2,that:2,what:1,had:1,hope:1		how:1,hope:1		15	2	10
	wood:1,woods:1	kingslayer:3,king:1				what:2,have:2,like:1,that:1,had:1,looks:1		how:1		16	2	10
		king:1,man:1		men:1,lady:1,man:1		that:3,what:1,love:1		love:1,those:1	dangerous:1	17	2	10
	woods:1,dead:1	exciting:2,exotic:1,passion:1,brothers:1,parent:1,sisters:1,married:1				what:2,love:2,that:1,agreed:1,had:1,treat:1,have:1,happen:1,has:1,hardly:1		love:2,passion:1	passion:1	18	2	10
war:2,warn:1,hell:1,fought:1,lied:1	god:3,war:2,warn:1,alive:1	brothers:1		men:1	war:2,warn:1,lied:1,lost:1	than:2,better:1,tywin:1,what:1,have:1	hell:1	how:1,trusting:1,show:1	hell:1	19	2	10
war:1	god:2,war:1,die:1	brother:2,command:1		command:1	war:1	save:1,has:1,share:1		thousands:1,show:1		20	2	10
