anger	death	family	home	humans	negative_affect	positive_affect	religion	sexual	swear	chunk	season	episode
war:1	god:1,war:1	make:1,repaid:1		judgment:1	war:1	that:2,lucky:1		ass:1,shove:1,those:1	ass:1	13	3	5
cut:1		kingslayer:2		lady:1	lost:1,lose:1	has:1,thank:1,free:1,hand:1		hold:1		14	3	5
	alive:1	sister:2,king:1	rooms:1	men:1		haven:1		how:1,thousands:1		15	3	5
cut:2	die:2	maester:1,make:1,experiments:1		experiments:1		hand:1,has:1,chain:1,wine:1		whole:1		16	3	5
		pain:2,reason:1				that:2,grace:2,have:1,wonder:1,best:1,luck:1		house:1,bit:1,hold:1		17	3	5
towards:1	gods:1,good:1,towards:1	matters:2,family:1,working:1,pardon:1,man:1	climbed:1,family:1	lady:2,boy:1,myself:1,man:1	unpleasant:1,towards:1	that:2,have:2,best:2,thank:2,what:1,good:1,look:1,shall:1,tywin:1,had:1,hoped:1,better:1,shared:1,than:1		those:4,who:3,thought:1,assure:1,hoped:1	assure:1	18	3	5
war:1,wartime:1,supplied:1	good:2,war:1,wartime:1	extravagant:2,master:1,family:1,expense:1,maintaining:1,expenses:1	family:1	lady:1,infantrymen:1	war:1,wartime:1,supplied:1	what:2,good:2,has:2,huge:1,winter:1,that:1,support:1,had:1,hand:1,have:1,half:1,shaping:1		huge:1,expense:1,how:1,expenses:1		19	3	5
browbeaten:1	good:2,food:1	browbeaten:1,part:1,family:1,imagine:1,pay:1,paid:1,expenses:1	family:1	lady:1,disappointment:1		that:3,good:2,play:1,thank:1,bookkeeper:1,likely:1,won:1,have:1,half:1,than:1		house:1,thoroughly:1,expenses:1		20	3	5
	good:2,brotherhood:2	brotherhood:2,spare:1,king:1,master:1,may:1		men:3,mending:1	lost:1	what:2,good:2,have:2,wondering:1,that:1,tywin:1,harrenhal:1		brotherhood:2,chose:1		21	3	5
		family:4,brothers:1	family:4	men:1,lady:1		had:1				22	3	5
	die:1	kingslayer:1,sons:1,kin:1,mother:1		boys:2		look:2,harrion:1,that:1,grace:1,took:1		those:1		23	3	5
made:3,war:1	die:1,war:1	king:3,made:3,treason:3,mother:1		boy:1,sire:1	made:3,war:1,lost:1	hang:2,free:2,that:2,had:1	mercy:1	how:1,who:1,should:1		24	3	5
war:2,lying:1	war:2,die:1,bury:1,dead:1,dying:1	matter:1,pay:1,make:1,brought:1,talking:1,remain:1,spare:1,mother:1		boys:1,northmen:1,men:1	war:2,lying:1	tywin:1,has:1,won:1		hostage:2,how:1		25	3	5
fought:2,mad:1	blood:1	king:1,remain:1,mad:1,kin:1		boy:1,men:1	mad:1	that:2,save:2,won:1,haunt:1,harmed:1				26	3	5
	gods:1,die:1	payne:1,king:1		men:1				karhold:1,hound:1		27	3	5
		make:1,brother:1	home:1	child:1		that:2,great:1,what:1,than:1		hostage:1,home:1		28	3	5
executed:1,fuckers:1		many:2,makes:2,brought:1,reason:1,executed:1,treason:1	stabbed:1	many:2		have:2,hanged:1,that:1,hanging:1,lucky:1,than:1		how:3,thought:1,hound:1,show:1,who:1,fuckers:1,thoros:1	fuckers:1	29	3	5
	good:1,alive:1	man:2		man:2,child:1	sins:1	good:1,that:1	sins:1	bit:1,without:1		30	3	5
		king:1,despair:1		lady:2		has:1,true:1,have:1,that:1				31	3	5
	god:2	broken:1,woman:1,man:1		lady:2,woman:1,man:1	wept:1,sinned:1,sin:1	broken:1,finest:1,champion:1,have:1,has:1,shamed:1	sinned:1,sin:1,sacred:1			32	3	5
	god:1	tommard:1,son:1	petyr:1	boys:1		sweet:1,true:1,thank:1,that:1				33	3	5
fought:1		king:1,mother:1			since:1	win:1,wing:1,have:1	since:1	birds:1		34	3	5
fought:1,made:1		mother:2,made:1		child:1	made:1	hasn:1,won:1,look:1,have:1,best:1,like:1				35	3	5
		skin:1				what:1,hard:1,fine:1				36	3	5
mock:1	die:2,died:1	king:1				better:1,look:1,have:1,that:1,wonder:1,than:1,care:1		trust:2,how:1,should:1		37	3	5
mad:1		king:1,pyromancer:1,mad:1,kingslayer:1,skin:1,man:1		pyromancer:1,man:1	mad:1	loved:1,everywhere:1,like:1,hands:1,half:1,had:1		who:2,loved:1,without:1,honor:1	disobeyed:1	38	3	5
warn:1,mad:1	warn:1	king:2,maester:1,marched:1,mad:1	trident:1	itself:1	losing:1,warn:1,mad:1,promising:1	that:2,better:1,than:1,grand:1	losing:1,promising:1	houses:1,who:1,whole:1		39	3	5
		king:1,pyromancer:1,commanded:1	beds:1,homes:1	commanded:1,men:1,pyromancer:1		true:1,have:1		homes:1,trust:1,thousands:1		40	3	5
	die:1,alive:1	expected:1,king:1,make:1,pyromancer:1		pyromancer:1,children:1,women:1		have:2,that:2,happen:1				41	3	5
	gods:1	kingslayer:1,moment:1		moment:1		what:3,true:1		honorable:1		42	3	5
	good:1	paying:1,king:1,brought:1	room:1	lady:2,child:1		book:2,what:1,good:1,thank:1,that:1,likes:1,have:1,fun:1,care:1,fine:1,wine:1			disobeyed:1	43	3	5
madman:1	bloody:1	king:1,moment:1,madman:1		moment:1,madman:1	madman:1	like:2,that:2,book:1		thoros:2,shoulder:1,title:1,whole:1,bitch:1	title:1,bloody:1	44	3	5
warrior:2	warrior:2,good:1	man:3,king:2,kings:1		man:3	warrior:2	great:1,good:1,khaleesi:1,like:1,had:1,what:1,charge:1,have:1,pride:1		hours:1,how:1,honor:1		45	3	5
unsullied:1,cut:1				boys:1	unsullied:1	what:1,that:1				46	3	5
	dead:2	small:2,king:1,commander:1,kingsguard:1		commander:1			dozen:1	how:1		47	3	5
hated:1,fought:1,mad:1	good:1	king:2,man:2,reason:1,kingdoms:1,imagine:1,experience:1,mad:1	home:1	men:4,man:2	assassins:1,mad:1	have:3,what:1,good:1,khaleesi:1,that:1,hated:1,had:1,truly:1,bowing:1,has:1	assassins:1	hours:1,home:1,who:1,backstabbings:1,assassins:1	assassins:1	48	3	5
whatever:1		matter:2,exile:1,make:1,commander:1,king:1	bed:1	commander:1		what:2,winter:2,like:1,tywin:1,whatever:1,better:1,half:1,pride:1				49	3	5
warm:1,families:1	warm:1	king:1	home:1	bannermen:1,children:1	warm:1,families:1	what:2,winterfell:1,had:1,like:1		home:1,bickering:1		50	3	5
		kingdom:1,kind:1,marched:1,reasons:1,many:1,marry:1,married:1,person:1,man:1	home:2	person:1,men:1,man:1,many:1		kind:1,already:1,won:1,have:1,that:1,hasn:1		home:2,who:2,whose:1,should:1		51	3	5
fought:1	good:1	experience:2,spar:1,partner:1,married:1				that:3,have:2,hasn:1,good:1,like:1,what:1		how:1,should:1		52	3	5
	ladies:1,good:1	may:1,matter:1,margaery:1,many:1		many:1,girl:1,lady:1,ladies:1		what:4,good:1,took:1,that:1,grandest:1,lucky:1,hair:1,have:1	dozen:1	who:1,else:1		53	3	5
	return:1	thinking:1,maybe:1,kind:1	petyr:2,home:1			better:1,kind:1,that:1,true:1,than:1,hope:1,happened:1		how:2,home:1,hope:1	dangerous:1	54	3	5
		sister:1,master:1,making:1,marry:1,repay:1,make:1		girl:1	business:1,missing:1	that:4,what:1,lovely:1,jokes:1,have:1,has:1,saved:1,best:1	favorite:1,business:1,missing:1	thousands:1,lovely:1,bits:1,how:1		55	3	5
made:1,war:1	war:1	marched:1,made:1,makes:1,brother:1,brothers:1	home:1	girl:1	since:1,war:1,lost:1,made:1	has:3,that:2,win:1,took:1,free:1,hand:1,helping:1,won:1,have:1,half:1,wonderful:1,winterfell:1	since:1	home:1,how:1		56	3	5
rewarded:1,reward:1	gods:1,rewarded:1,reward:1	past:1,thanking:1,marry:1,capable:1	highgarden:1,bed:1	child:2,boy:1,girl:1	rewarded:1,reward:1	that:2,than:2,what:1,thanking:1,happiness:1,have:1,mistreating:1,hope:1,finer:1		should:2,assure:1,bid:1,hope:1	assure:1	57	3	5
	broodmare:1	marry:2,command:1,make:1,broodmare:1		command:1,children:1		disgraced:1,won:1,have:1		birds:1		58	3	5
						shadows:4,play:1,wing:1				59	3	5
										0	3	6
										1	3	6
	wood:2					growing:1,that:1		big:1,bigger:1		2	3	6
	buried:1			men:1		what:1,that:1		how:1,though:1,thousands:1,bigger:1,big:1		3	3	6
warm:1,made:1	warm:1	made:1,makes:1,venison:1,brothers:1	hidden:1		sing:2,warm:1,sings:1,made:1	playing:1,best:1,hall:1	sing:2,sings:1	big:1,hobb:1,tasty:1		4	3	6
		song:1,mother:1,skin:1		children:2	sing:1	loves:2,gentle:1,that:1	sing:1,rabbit:1	loves:2,how:1,short:1,rabbit:1		5	3	6
made:1	good:1	skin:1,skinning:1,made:1,many:1		many:1,myself:1,girl:1	made:1	thank:2,had:2,good:1,handle:1,that:1,better:1,looks:1,have:1	rabbits:3,rabbit:1,dozen:1	how:3,rabbits:3,else:3,rabbit:1,though:1,big:1,shot:1		6	3	6
	good:1,hodor:1	make:2,skinning:1		lady:1	since:1	good:1,wonder:1,thank:1,osha:1,than:1	since:1,rabbits:1	ass:1,hodor:1,rabbits:1	ass:1	7	3	6
						what:2,happening:1,hard:1,having:1,thank:1				8	3	6
		smaller:1	climbed:1			half:1				9	3	6
	good:3	brought:1,pair:1				good:3,that:2		big:1,whole:1		10	3	6
	dead:1	mance:1		girls:2,men:1,mance:1		scared:2,what:1,halfhand:1,like:1,that:1,growing:1,lover:1		naked:1,qhorin:1,those:1,lover:1		11	3	6
	die:2,soldiers:1	woman:2,matters:1,mance:1		woman:2,mance:1		care:2,won:1,that:1				12	3	6
cut:1		payne:1,make:1,taking:1,next:1		remembers:1	sink:1	pretty:1,that:1	sink:1	holds:1,cock:1	cock:1	13	3	6
	good:2			men:1,lady:1		good:2,what:1,won:1,have:1,sweet:1,hard:1,took:1		hold:3,tits:1,holding:1,show:1	tits:1	14	3	6
		pardon:1		lady:1		that:2,dohaeris:1		trust:1		15	3	6
				lady:1						16	3	6
	ladies:2	many:2,brought:1,manners:1		many:2,ladies:2,manners:1		has:1,lucky:1		how:1		17	3	6
fucked:1	gods:1	king:1,make:1		children:1		that:2,behave:1		fucked:1,whores:1,show:1	fucked:1	18	3	6
replied:1	god:2,body:1,dead:1			men:1	replied:1	true:1				19	3	6
	bodkin:1	bodkin:1,reason:1,woman:1,make:1	yards:1	girl:1,woman:1,lady:1		have:3,that:3,what:1,like:1				20	3	6
	food:2,brotherhood:2,god:1	brotherhood:2		boy:1,girl:1		what:1,that:1		horses:2,without:2,brotherhood:2		21	3	6
war:1	soldiers:1,war:1	kings:1,make:1,brown:1			witch:1,war:1	great:1,than:1,that:1				22	3	6
										23	3	6
								ass:1	ass:1	24	3	6
	body:2	part:2				play:1,had:1				25	3	6
	good:2,alive:1			boys:1		that:3,good:2,better:1,already:1,than:1		how:1,bit:1,though:1		26	3	6
cut:1	gods:1	paying:1				win:3,haven:2,wondering:1,hadn:1,has:1,happy:1		who:2		27	3	6
fucking:1	deepwood:1	fucking:1				like:1,look:1,that:1		karhold:2,fucking:1,how:1	fucking:1	28	3	6
flying:1	good:1,dead:1	kingslayer:1,brother:1,bannerman:1		bannerman:1	flying:1	good:1		who:1		29	3	6
		reason:1				win:1,happening:1,that:1				30	3	6
cut:3,cutthroats:1		king:1,reason:1,demands:1,marry:1,attendant:1,formal:1		demands:1		that:2,win:1,harrenhal:1,has:1,thank:1	sacred:1	restitution:1	restitution:1	31	3	6
war:2,whatever:1	war:2	depart:1			war:2	what:3,harrenhal:1,twins:1,have:1,whatever:1,than:1		whom:1,else:1,how:1		32	3	6
made:1,wary:1	good:1,wary:1	excuse:1,made:1,experience:1,man:1		engagements:1,man:1	made:1,wary:1	has:2,good:1,that:1		should:2,excuse:1,choose:1,choice:1		33	3	6
war:1	gods:1,war:1,dead:1	man:2,marry:1,permanent:1,make:1		man:2,permanent:1,amends:1,engagement:1,men:1	since:1,war:1,choosing:1	have:2,that:1,freedom:1,haggle:1,chance:1,won:1,win:1,carefully:1,had:1	amends:1,since:1,choosing:1	without:1,choosing:1		34	3	6
war:1	return:1,war:1	king:2,mother:2,paying:1,kind:1,marry:1,uncle:1,treason:1,prisoner:1,bannerman:1		men:1,lady:1,bannerman:1	losing:1,war:1,lost:1,sins:1	have:2,kind:1,harrenhal:1,hanged:1	losing:1,sins:1			35	3	6
execution:1,wars:1	wars:1,bodies:1	pay:3,make:2,king:1,many:1,execution:1,summary:1		many:1	wars:1	perhaps:1,great:1,had:1,have:1,that:1		should:2,who:1,honestly:1,else:1		36	3	6
made:1	soldiers:1	insist:2,king:1,made:1,may:1,maiming:1,treason:1,partake:1,lesson:1	incident:1	lady:1	made:1	charged:2,that:2,won:1,have:1,shall:1,had:1,hoped:1		how:1,without:1,restitution:1,hoped:1	restitution:1	37	3	6
	bloodshed:1	stomach:2,kingdoms:2,king:1,woman:1,expert:1,grandson:1,may:1,matter:1,spare:1,mother:1,remains:1	highgarden:1	woman:1,desirable:1,men:1		what:1,grandson:1,that:1,have:1,overplaying:1,happen:1,pride:1,change:1		however:1		38	3	6
		marry:1,woman:1,grandson:1,kingdoms:1,sons:1	deny:1,highgarden:1	boy:2,boys:2,woman:1,bannermen:1	cousins:1	perhaps:1,behavior:1,grandson:1,that:1,tywin:1,has:1,having:1	cousins:1	should:1		39	3	6
		sisters:1,many:1,malicious:1,brothers:1,king:1		many:1,myself:1,children:1	discussing:1	that:2,true:2,what:1,thanks:1,hands:1,disagree:1,care:1	discussing:1	bit:1,authority:1		40	3	6
warrior:1	warrior:1	kingsguard:2,marry:2,grandson:2,makes:1,margaery:1	highgarden:1	children:3	warrior:1,seriously:1	have:3,throwing:2,grandson:2,chance:1		who:2,house:1		41	3	6
		marriage:1,man:1		man:1		shall:1		who:1		42	3	6
cut:1										43	3	6
						hand:1				44	3	6
		brooch:2				that:1,wonderful:1,definitely:1,like:1,happy:1		though:1		45	3	6
	food:1	brocade:1,king:1	highgarden:1	tournaments:1,lady:1	since:1	winterfell:1,wonderful:1,had:1,have:1	since:1,tournaments:1			46	3	6
hell:1		family:5	family:5	arrangement:1	worst:1,singular:1	what:1,has:1,hard:1,have:1,that:1	hell:1,singular:1	who:1,though:1,else:1	hell:1	47	3	6
hates:1	odd:1,dead:1	king:1,mandon:1,kingsguard:1		mandon:1		have:2,what:1,thank:1,hates:1		who:2		48	3	6
		king:2,may:2,kingsguard:1,margaery:1,poisoned:1,kingdoms:1		children:2,boy:1	idiot:1	won:2,have:2,what:1,hands:1,tywin:1,had:1,hand:1		whore:1	danger:1	49	3	6
fucked:1		king:1,brocade:1,make:1,family:1,dressmakers:1	highgarden:1,family:1			superior:1,what:1,likes:1,like:1,that:1,haven:1,truly:1		fucked:1,who:1	fucked:1	50	3	6
afterwards:1	good:1,afterwards:1	may:1,king:1,pardon:1,excuse:1		lady:3	afterwards:1	good:1,shae:1,that:1		should:2,excuse:1,trust:1,though:1		51	3	6
awkward:1,fiery:1	awkward:1				awkward:1	shame:1,has:1,have:1,hands:1,chairs:1,ha:1,had:1		how:1,choice:1		52	3	6
thwarted:1,thwarting:1	thwarted:1,thwarting:1	information:1,part:1,primary:1		enjoyment:3,investment:1	thwarted:1,thwarting:1	what:1,has:1,like:1		who:2,ambition:1,although:1,honest:1		53	3	6
	good:1	experience:1				what:3,chaos:2,have:2,good:1,daring:1,that:1,luckily:1,agree:1		thousand:1,who:1		54	3	6
	gods:1	many:1		many:1		chance:1,love:1,chaos:1		who:1,love:1		55	3	6
										56	3	6
										57	3	6
										58	3	6
										59	3	6
made:1	body:1,soldiers:1,good:1	king:2,brought:1,made:1,many:1,part:1,maiming:1		many:1,lady:1,arrangement:1	made:1,worst:1,singular:1	has:2,that:2,play:1,good:1,won:1,hard:1,had:1	singular:1	how:1,who:1,restitution:1,though:1,should:1	restitution:1	0	3	7
	brotherhood:1	kings:1,reason:1,make:1,brotherhood:1				having:1,have:1		brotherhood:1		1	3	7
										2	3	7
		kingsroad:1				took:1,that:1		how:2		3	3	7
	good:1	march:2,mance:1		men:2,boys:1,mance:1		great:2,that:2,good:1,won:1,has:1,what:1		how:2,honor:2,biggest:1,holding:1,house:1		4	3	7
cut:2		sulking:1				that:3,share:1,love:1,wisdom:1		hold:1,love:1,bird:1		5	3	7
	die:1	king:1,man:1,match:1,many:1		pikemen:1,many:1,men:1,man:1	nursing:1	that:2,what:1,had:1,liked:1,grace:1,better:1,likes:1,has:1,than:1,best:1	nursing:1	house:1,should:1		6	3	7
										7	3	7
		mother:1				won:1,that:1		who:1		8	3	7
hello:1,war:1	war:1	looking:1,many:1,expect:1		many:1	close:1,war:1	that:3,looking:1,love:1,like:1	hello:1	how:1,love:1	hello:1	9	3	7
war:1	war:1	maybe:1		grandchild:1	war:1	what:1,love:1,grandchild:1,have:1		love:1		10	3	7
fuck:1		patient:1		men:1		like:2,love:1,grace:1	dozen:1	love:1,shouldn:1,cock:1,fuck:1,thrusts:1	cock:1,fuck:1	11	3	7
	good:1	pair:1,make:1,kind:1		lady:1,girls:1		that:3,what:2,kind:1,good:1,love:1,like:1,loves:1,pretty:1		love:1,loves:1,should:1		12	3	7
		painted:1,king:1,make:1	room:1	girl:1		pretty:3,hair:1,what:1,love:1,like:1,windows:1,unhappy:1,looked:1,won:1,growing:1,winterfell:1,happy:1		who:2,love:1,those:1		13	3	7
		son:3,make:2,king:1,kind:1,mothers:1,grandmother:1,sons:1,marry:1	highgarden:1	women:1	worst:1	have:2,has:2,best:2,happy:2,kind:1,mistreated:1,great:1,grandmother:1		how:1,though:1		14	3	7
dwarf:1	good:1,dwarf:1	pain:2,looking:1,many:1,son:1		men:8,women:2,many:1,girls:1	sadly:1,dwarf:1	like:5,what:4,have:2,pretty:2,hairy:1,good:1,especially:1,looking:1,gentle:1		short:1		15	3	7
	good:1	mother:2,may:1,marry:1,experienced:1		child:2,girl:1,lady:1	pleasing:1	that:3,what:2,shae:2,good:1,like:1,sweet:1,had:1,pleasing:1,than:1	pleasing:1	how:2,whore:1		16	3	7
fuck:1	dead:1	kingdom:2,pay:2,marrying:1,company:1,man:1,son:1	bed:1	girl:2,women:2,man:1		have:3,that:2,already:1,love:1,winterfell:1,shae:1,free:1		whole:2,how:1,love:1,who:1,fuck:1,whore:1,should:1	fuck:1	17	3	7
		small:3,many:1,matters:1,king:1		many:1		grace:2,chamber:1,hand:1,grandfather:1,like:1		holding:1		18	3	7
	productively:1	may:1,apparently:1		girl:1		have:3,hand:2,true:1				19	3	7
	died:1	king:2,brought:1,moment:1,experts:1,matters:1,many:1	room:1	many:1,moment:1		hand:1,haven:1,have:1,that:1		biggest:1,whom:1,who:1,whole:1,how:1		20	3	7
	soldiers:1	man:2,matters:1,patience:1	bed:1	man:2		won:1,grace:1,have:1,that:1		ease:1,those:1,should:1		21	3	7
		reasons:1,many:1,taking:1		many:1	closer:1	khaleesi:1,have:1,half:1		how:1		22	3	7
										23	3	7
		may:1,andals:1,master:1,mother:1		men:2,refreshment:1		khaleesi:1,great:1,chains:1,refreshment:1,that:1		house:2,honorable:1,grass:1	grass:1	24	3	7
unsullied:1	blood:3,good:1	many:1,masters:1,broken:1		desire:1,many:1	unsullied:1	shall:2,have:2,good:1,khaleesi:1,broken:1,forgiving:1,has:1,true:1,than:1				25	3	7
mad:1	return:2,food:1	masters:1,woman:1,mad:1,many:1,make:1,payment:1,man:1		many:1,woman:1,payment:1,man:1,child:1	mad:1	shall:3,have:2,what:1,khaleesi:1,that:1	mercy:1	show:1		26	3	7
made:1	good:1	make:1,made:1,mother:1			made:1	shall:2,happens:1,great:1,good:1,perhaps:1,that:1,had:1,what:1,have:1		who:2,those:1		27	3	7
		talking:1,marriage:1	golden:1	desire:1,girl:1,yourself:1		chains:2,that:2,what:1		who:1		28	3	7
fuck:1	good:1	marry:1	home:1	children:3,yourself:1		have:4,what:3,like:2,that:2,funny:1,good:1,changed:1,chamber:1,shae:1,fine:1		home:1,cock:1,fuck:1,whore:1,choice:1	cock:1,fuck:1	29	3	7
fucking:1		fucking:1		lady:3		grandfather:1		who:2,fucking:1,whore:1	fucking:1	30	3	7
	blood:1	king:1,mother:1				what:1,wondered:1,had:1,took:1,hand:1,have:1,haven:1,happened:1		house:2,should:1		31	3	7
	blood:1	king:2,talking:1,andals:1		boy:1,men:1,child:1		giving:1,like:1,that:1		house:1		32	3	7
	god:3	party:1,commands:1,many:1		many:1,commands:1,boys:1		what:2,true:2,than:2,took:1		how:2,who:1		33	3	7
lied:2	good:1		home:1	girl:2	lied:2	what:1,good:1,like:1,won:1,hope:1,care:1		home:1,hope:1		34	3	7
made:1		remain:1,made:1			made:1	what:1,twins:1,have:1		thought:1		35	3	7
	good:1,return:1	paid:1,mother:1		girls:1		good:1				36	3	7
	good:1	make:2,maester:1,kingslayer:1,uncle:1				liked:1,good:1,chain:1,tywin:1,hand:1,better:1,grand:1,hopes:1,care:1		hopes:1,trust:1,chopping:1		37	3	7
lied:1					lied:1	gentle:2,what:1,had:1				38	3	7
	everybody:1	make:1				better:1,look:1		who:2		39	3	7
		maybe:1,make:1		girls:1		better:1,have:1		how:3		40	3	7
	good:1					fun:1,better:1,what:1,good:1,like:1		should:1		41	3	7
		part:1		girls:1		loved:1,love:1	mercy:1	cock:2,thought:1,loved:1,love:1,should:1	cock:2	42	3	7
		making:1,palace:1				scare:2,that:1	mercy:3			43	3	7
	blood:3	stacking:1,king:1		girls:3,girl:2,boys:1,men:1		windmill:3,winterfell:3,great:2,like:2,that:2,what:2,have:1,has:1,than:1		who:3		44	3	7
made:1		maybe:2,made:1	denies:1		made:1	won:1,like:1,pretty:1,that:1,win:1,winterfell:1,save:1		thousand:1		45	3	7
fought:1	die:1,died:1	king:1,mance:1,kingdoms:1		boy:1,mance:1		have:2,that:2,has:1		how:2,who:1		46	3	7
	die:2,hodor:1					what:2,osha:1,chat:1,that:1		how:1,hodor:1		47	3	7
		talking:2,brother:2,magic:1		himself:1	since:1	what:6,that:4,have:2,like:1,already:1,look:1,happening:1	since:1			48	3	7
	gods:2,good:1	reason:2,man:2,spare:1,family:1	family:1	man:2		what:3,that:3,have:2,good:1,true:1,had:1,happened:1		big:1		49	3	7
	dead:1	skin:1,pale:1,man:1	grabbed:1	man:1		hardly:1,hard:1,had:1,like:1,than:1		how:1		50	3	7
	gods:1,good:1	maester:1,pain:1,man:1		men:1,man:1		what:2,better:1,good:1,already:1,sewing:1,hand:1		how:1		51	3	7
bellies:1,families:1	dying:2,studies:1	many:3,maester:1,experiments:1,paupers:1		men:4,many:3,boy:1,experiments:1	bellies:1,families:1	what:2,that:2,have:2,fondle:1,chain:1,had:1,treat:1,grand:1,has:1,saved:1,than:1		assume:1,poorhouse:1,study:1,studies:1,how:1	assume:1	52	3	7
	return:1	many:1,king:1		many:1		harrenhal:1,won:1,have:1,half:1,has:1,saved:1,charge:1		bird:3,how:1		53	3	7
reward:2,war:1	reward:2,return:1,war:1,dead:1	king:1		men:1,entertainment:1	reward:2,war:1	have:2,what:1,care:1,harrenhal:1,winter:1		those:1		54	3	7
	return:1	maiden:2,man:2,brown:1,explain:1	maiden:2	man:2,girl:1		what:1,that:1,had:1,harrenhal:1,hand:1,hair:1,saved:1,happened:1		chopped:1,whoa:1		55	3	7
fucking:1,fuck:1,whatever:1	wooden:2,ladies:1,bloody:1	spare:2,makes:2,matters:1,performance:1,fucking:1,pay:1	wooden:2,golden:1	yourself:2,performance:1,ladies:1		that:3,happier:2,than:2,shameful:1,whatever:1,hand:1		fucking:1,thought:1,fuck:1	fucking:1,fuck:1,bloody:1	56	3	7
fuck:1	alive:1	king:1				what:2,charged:1,that:1		hold:1,fuck:1	fuck:1	57	3	7
reward:1	reward:1,alive:1	king:1,taking:1,son:1	pet:1		reward:1	tywin:1,what:1		bitch:1		58	3	7
										59	3	7
	soldiers:1	make:2,marry:2,brought:1,marriage:1	bed:1	lady:2,child:1,men:1,women:1		have:3,best:2,what:1,won:1,that:1,changed:1		how:2,big:1,bigger:1		0	3	8
lied:2,mad:1	blood:2,good:1	talking:1,make:1,mad:1,king:1		girl:2,lady:1	lied:2,mad:1	great:1,good:1,like:1,wondered:1,perhaps:1,had:1,won:1,have:1,haven:1		who:2,house:1,whore:1		1	3	8
										2	3	8
										3	3	8
				girl:1		hard:1,free:1,hands:1				4	3	8
cut:1,lying:1		king:1,taking:1,man:1,sister:1,brother:1		men:2,girl:1,girls:1,man:1	lying:1	than:3,like:2,that:1,had:1,lucky:1,have:1,ha:1,saved:1		who:3		5	3	8
fuck:2		pay:1,uncle:1,mother:1,marrying:1,taking:1,brother:1,make:1		men:1,girls:1		twins:2,love:1,have:1,that:1		fuck:2,love:1,who:1,whole:1,those:1,honor:1	fuck:2	6	3	8
		paying:1,may:1,many:1,company:1,paid:1,broken:1,sons:1,imagine:1,make:1,man:1		many:1,men:1,man:1		winning:2,broken:1,khaleesi:1,like:1,grace:1,hard:1,agree:1		titan:3,trusted:2,how:1	titan:3,dangerous:1	7	3	8
fucked:1		sons:2,may:1,man:1,mother:1		girl:2,man:1	lose:1	naharis:1,like:1,have:1,save:1,grace:1,wine:1		fucked:1,house:1,who:1,ass:1	fucked:1,ass:1	8	3	8
unsullied:2,war:1	odds:3,war:1	sons:4,seasoned:1,pay:1,may:1,many:1,explain:1,man:1		yourself:1,many:1,girl:1,men:1,man:1	unsullied:2,war:1	have:5,like:1,perhaps:1,grace:1,better:1,won:1,than:1,hope:1		how:2,hope:1		9	3	8
	good:1	sons:1,brothers:1,kingdoms:1			choosing:1	have:5,had:2,what:1,good:1,like:1,perhaps:1,wine:1	choosing:1	titan:1,choosing:1,show:1	titan:1	10	3	8
		looking:1,maybe:1,sons:1				share:2,looking:1,gladly:1,grace:1,that:1				11	3	8
		maids:1,king:1		boy:2		what:2,have:2,half:2,chambers:1,fine:1		maids:1,show:1		12	3	8
fuck:1	rode:2,rod:1	many:1,smallest:1,panic:1,panics:1		many:1		vhagar:2,have:1,vhag:1		tho:1,thowg:1,fuck:1,though:1	fuck:1	13	3	8
	good:1	son:1			sad:1	chance:1,good:1,grace:1,like:1		horse:1,whole:1,hot:1		14	3	8
war:1	blood:2,war:1,returned:1	many:4,king:2,son:1,spare:1,man:1	bedded:1	boy:4,many:4,bannermen:1,men:1,girls:1,boys:1,himself:1,man:1,women:1	war:1	has:2,what:1,grace:1,harm:1		how:4,should:1		15	3	8
	today:1	small:1,king:1,kingdom:1		boy:2,lady:1		have:2,grace:2,what:1,than:1,that:1,great:1,free:1,hand:1,freed:1		choose:1		16	3	8
hated:1,made:1,lying:1,whatever:1	die:1,gods:1	man:1,mothers:1,made:1,son:1		yourself:1,man:1,children:1,child:1	made:1,lying:1	won:2,hated:1,great:1,glory:1,whatever:1		who:1,birth:1		17	3	8
unsullied:1,whatever:1	god:1	pay:1,choking:1	deny:1		unsullied:1	naharis:1,like:1,choking:1,that:1,won:1,whatever:1		cock:4,how:1,whores:1,bitch:1,choking:1,who:1,whore:1	cock:4	18	3	8
unsullied:2,fucking:1,fucked:1	die:2,gods:1	fucking:1,pay:1,past:1,woman:1,man:1		girl:1,woman:1,men:1,man:1	unsullied:2,close:1	what:2,have:2,won:1,love:1,like:1		who:2,fucking:1,fucked:1,love:1,whore:1	fucking:1,fucked:1	19	3	8
		peeking:1				have:1				20	3	8
	podrick:1	handmaiden:1,moment:1	handmaiden:1	lady:3,moment:1		look:2,perhaps:1,handmaiden:1,have:1,handsome:1				21	3	8
	today:1	prisoner:2,kind:1,prison:1		lady:1		have:3,that:2,kind:1,won:1,hope:1		how:3,hope:1		22	3	8
	today:1	sisters:1,imagine:1,song:1		girl:1	singer:1	have:3,play:1,look:1,that:1,grace:1,better:1,won:1,lovely:1,than:1,wine:1	singer:1	house:1,lovely:1,should:1		23	3	8
	bodies:1	family:2,woman:1,mother:1,man:1	family:2	woman:1,man:1,child:1		than:2,gentle:1,that:1,grand:1,hanging:1		house:2,ambitious:1		24	3	8
