anger	death	family	home	humans	negative_affect	positive_affect	religion	sexual	swear	chunk
0	0	3	0	1	1	4	4	0	0	0
1	0	1	0	0	2	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0	2
1	0	0	0	0	0	0	0	0	0	3
1	0	0	1	3	0	7	0	0	0	4
3	1	0	0	1	1	4	0	1	0	5
4	1	0	1	2	2	6	2	0	4	6
0	0	0	0	0	0	0	0	0	0	7
3	0	1	0	0	0	2	0	0	0	8
1	1	1	0	0	1	5	0	1	0	9
4	1	1	0	0	1	2	0	1	0	10
1	0	0	0	2	0	4	0	3	2	11
2	0	0	0	2	2	8	0	2	0	12
3	0	0	2	1	0	7	0	1	0	13
0	0	6	0	1	1	6	2	0	0	14
1	0	1	0	11	2	9	0	0	0	15
0	0	2	0	4	1	6	1	1	0	16
6	2	1	1	7	3	3	1	3	1	17
0	0	1	0	0	0	5	0	0	0	18
0	0	0	0	1	0	1	0	0	0	19
1	1	1	1	0	0	0	0	0	0	20
0	0	0	1	2	0	6	0	0	0	21
1	1	0	0	0	1	0	0	0	0	22
0	0	0	0	0	0	0	0	0	0	23
1	0	1	2	2	1	3	2	0	0	24
1	0	0	0	1	1	7	0	0	0	25
1	0	0	0	4	2	4	1	0	0	26
2	0	1	0	1	1	11	0	0	0	27
0	0	0	0	1	0	1	0	0	0	28
1	0	1	1	3	2	7	0	3	2	29
2	1	2	0	3	2	0	0	2	1	30
2	0	5	2	0	2	2	2	0	0	31
2	0	0	1	3	0	2	0	0	2	32
0	1	0	0	1	0	3	0	0	0	33
4	1	0	1	2	4	5	0	0	0	34
0	0	0	0	0	0	3	1	0	0	35
0	0	1	0	1	0	1	0	0	0	36
0	0	3	0	0	1	9	1	0	0	37
1	0	0	0	0	1	2	1	0	0	38
2	0	0	0	0	0	4	2	0	0	39
0	0	0	0	1	1	1	2	0	0	40
0	0	0	0	0	0	4	0	0	0	41
1	0	0	0	1	1	7	1	4	2	42
2	2	0	0	0	4	4	3	0	0	43
0	0	1	0	7	0	7	1	0	0	44
0	0	0	0	1	0	7	0	0	0	45
5	2	0	0	1	0	1	0	0	0	46
0	2	0	0	0	0	0	0	0	0	47
0	0	2	0	0	1	2	0	0	0	48
1	0	1	1	3	1	2	1	0	1	49
0	1	0	0	1	0	1	0	0	0	50
0	0	0	0	2	0	5	1	0	0	51
1	3	1	1	5	2	3	4	0	0	52
1	0	2	0	0	0	4	2	0	0	53
2	3	2	0	1	2	5	2	0	0	54
0	0	1	2	3	0	0	0	0	0	55
3	0	0	0	1	1	3	1	2	3	56
1	1	0	0	0	0	0	1	1	1	57
2	2	1	1	0	1	2	2	0	1	58
0	0	0	0	0	0	1	0	0	0	59
