anger	death	family	home	humans	negative_affect	positive_affect	religion	sexual	swear	chunk
{}	{}	{}	{}	{}	{}	{}	{}	{}	{}	0
{}	{'returned': 1}	{'markets': 1}	{}	{}	{}	{'perhaps': 1, 'has': 1}	{}	{'should': 1}	{}	1
{}	{'soldiers': 1, 'good': 1, 'return': 1}	{'king': 1, 'masters': 3, 'master': 1}	{}	{}	{}	{'what': 1, 'good': 1, 'have': 1, 'shall': 1, 'support': 1, 'that': 3, 'had': 1}	{}	{'rebirth': 1, 'without': 2}	{}	2
{'alternate': 1}	{}	{'talking': 1, 'major': 1, 'woman': 1, 'brother': 1, 'man': 1}	{'hidden': 1}	{'child': 1, 'woman': 1, 'man': 1, 'citizens': 1}	{}	{'guildhalls': 1, 'had': 2, 'like': 1, 'have': 1, 'that': 1}	{'citizens': 1}	{'thoroughfares': 1}	{}	3
{'unsullied': 1}	{'returned': 1}	{'remain': 2, 'imagine': 1}	{'homeland': 1}	{}	{'unsullied': 1}	{'great': 2, 'like': 1, 'have': 1}	{}	{'bidder': 2, 'homeland': 1}	{}	4
{}	{}	{}	{}	{}	{}	{'has': 1}	{}	{}	{}	5
{}	{}	{}	{}	{}	{}	{}	{}	{}	{}	6
{'families': 1}	{'die': 2}	{'masters': 1}	{'home': 1}	{}	{'families': 1}	{}	{}	{'home': 1, 'who': 1}	{}	7
{'armada': 1, 'made': 1, 'war': 1}	{'die': 2, 'war': 1, 'dying': 1}	{'armada': 1, 'pact': 2, 'made': 1, 'insists': 1}	{}	{'punishment': 1}	{'armada': 1, 'made': 1, 'war': 1}	{'love': 1, 'thank': 1, 'have': 1, 'that': 2, 'forgiving': 1, 'spoke': 1}	{}	{'bit': 1, 'though': 1, 'love': 1, 'should': 1}	{}	8
{'forward': 1}	{'forward': 1, 'returning': 1}	{'majesty': 1}	{}	{}	{'forward': 1}	{'what': 2, 'grace': 1, 'glory': 1, 'happened': 2}	{}	{}	{}	9
{}	{'returning': 1}	{}	{}	{'lady': 1}	{}	{'have': 1, 'beloved': 1, 'thank': 1}	{}	{'beloved': 1}	{}	10
{'warden': 1}	{'die': 1, 'warden': 1}	{'treasonous': 1, 'pardon': 2, 'man': 1}	{'warden': 1}	{'men': 2, 'man': 1}	{'warden': 1}	{'winterfell': 2, 'true': 1, 'have': 3}	{'mercy': 1, 'souls': 1}	{'horses': 1, 'house': 1, 'horse': 1, 'thousands': 1, 'those': 1}	{}	11
{}	{'good': 3}	{'maybe': 2, 'swordsman': 1}	{}	{'men': 2, 'swordsman': 1}	{}	{'what': 1, 'good': 3, 'greatest': 1, 'have': 3, 'that': 3, 'half': 1}	{}	{'who': 1}	{}	12
{'forward': 1}	{'forward': 1, 'die': 2}	{'sister': 1, 'woman': 1, 'brother': 1}	{'bed': 1}	{'woman': 1}	{'forward': 1}	{'save': 1, 'fine': 1, 'look': 1, 'have': 1, 'having': 1}	{}	{'how': 1}	{}	13
{}	{}	{'looking': 1, 'part': 1, 'parts': 1, 'smart': 1}	{}	{'men': 1}	{}	{'looking': 1, 'that': 1, 'winterfell': 1, 'fine': 1, 'haven': 1, 'wonder': 1}	{}	{'houses': 1}	{}	14
