anger	death	family	home	humans	negative_affect	positive_affect	religion	sexual	swear	chunk
										0
		son:1								1
fight:1,wars:1,killed:1	buried:1,killed:1	father:1,brother:1,son:1		child:2	wars:1,whore:1,killed:1	sweet:1,heaven:1,love:1,won:1	heaven:1	love:1,whore:1		2
shits:1,hell:1,killed:1	killed:1	father:1,wife:1		child:1	shits:1,killed:1,worse:1	truth:1	hell:1		shits:1,hell:1	3
jealous:1			home:2	woman:1,men:1	jealous:1,whore:1	liked:2,good:1		whore:1		4
fight:1	dead:1					good:3				5
						safe:1,like:1				6
kill:1	kill:1				kill:1	pretty:1,trust:1,kisser:1,kiss:1		kisser:1,kiss:1		7
fuck:2,fucking:1,disgusting:1				lady:2,boy:1	disgusting:1	ready:3,like:2,romantic:1		fuck:2,fucking:1,pussy:1	fuck:2,fucking:1,pussy:1	8
fuck:2,cunt:1,shit:1	dying:1				shit:1	better:1,successful:1		fuck:2	fuck:2,cunt:1,shit:1	9
cut:1				man:1	wrong:1	won:1,friends:1,like:1,hope:1				10
tortured:1				members:1		grace:3,faith:1	faith:1,prayer:1			11
		cousin:1				grace:2,promises:1,sure:1,promised:1,welcome:1,great:1,free:1				12
				man:1						13
				lady:3		please:2,keen:1,welcome:1,like:1				14
fuck:4,fucking:2,fight:1	dead:1	brother:1		women:1	irritating:1	sure:1,well:1		fuck:4,fucking:2,cock:1	fuck:4,fucking:2,cock:1	15
fighting:2,fucking:1,murder:1,cunt:1	murder:1,dead:1		yard:1	girls:2		like:3,well:2,proud:1,truth:1		fucking:1	fucking:1,cunt:1	16
rebels:2,hell:1,murder:1,fighting:1,argue:1	murder:1,slaughtering:1,dead:1	sister:1,family:1	home:1,family:1	lady:2,girl:1		welcome:1,honor:1,reward:1	hell:1		hell:1	17
stubborn:1	die:1		home:2,house:1	men:1		safe:1,safely:1,won:1				18
fight:2,attack:1		kin:1		lady:1		honor:1				19
		father:1,niece:1,family:1	family:1	child:1,man:1		friend:2,good:1,honor:1,hope:1			bloody:1	20
	die:1	niece:1,mother:1	home:2	men:1		well:1,like:1			bloody:1	21
										22
		son:1	room:1	ladies:2		grace:1	lords:1			23
punished:1		father:1,mother:1				festival:1,faith:1,great:1,determined:1	faith:1,prayer:1			24
						blessings:2,faith:1,true:1,grace:1	blessings:2,faith:1			25
shits:1				human:1,man:1	shits:1	happy:4,ready:1,funny:1,well:1,like:1			shits:1	26
		mother:1				like:3,delight:1,joke:1,friends:1,jokes:1				27
outraged:1,shit:1,enemies:1					shit:1,enemies:1	funnier:1,joke:1,true:1,like:1,laugh:1	lords:1		shit:1	28
lied:1					worst:1,lied:1	joke:5,ideally:1,like:1				29
				man:1		better:1,jokes:1	lord:1			30
fight:1	death:1,massacred:1	son:2,uncle:1,family:1,wife:1	rooms:1,family:1	man:2,boy:1,person:1,child:1		good:3,fine:1,playing:1,hope:1,comfortable:1				31
war:1,evil:1,rebelling:1	war:1		houses:1	man:2	war:1	impression:1,well:1,fine:1,truly:1				32
hate:2,hated:1,killed:1	killed:1	sister:1,husband:1,son:1		children:1	killed:1	admire:1,admired:1,love:1,like:1,care:1		love:1		33
insults:1,war:1,enemies:1	war:1	sister:2,sisters:1,mothers:1		children:1,babies:1	insults:1,worst:1,war:1,enemies:1	love:2,loved:1,strong:1,free:1,laugh:1		love:2,loved:1		34
	slaughter:1	son:1		baby:1,boy:1,people:1			lord:1			35
murdered:2,idiot:1,fucking:1	murdered:2	son:1	home:1	people:1	idiot:1		lord:6	fucking:1	fucking:1	36
			gate:1		lower:2		lord:3			37
					wrong:1	valuable:1				38
			home:1,gates:1			welcome:1	lord:3			39
		family:1	home:1,family:1							40
fight:2,damn:1	die:1	family:1	family:1			better:1,pride:1			damn:1	41
fighting:1	died:1					good:1	lord:2			42
defense:1					wrong:1,defense:1					43
fight:1										44
fuck:2,killed:2,murdered:1,attacked:1	killed:2,murdered:1	brotherhood:1		men:1	killed:2	helping:1,good:1,friends:1,friend:1,happy:1		fuck:2	fuck:2	45
kill:1,punishment:1	die:2,kill:1			girl:1,girls:1	loss:1,kill:1	respect:1,generous:1			bloody:2	46
killed:1	killed:1				killed:1	enjoying:1,please:1				47
shit:1	alive:1			men:1	shit:1	better:1,good:1,true:1	lord:2,priest:1		shit:1	48
fighter:2,destroy:1,fighting:1,fight:1					destroy:1	better:2,good:1	lord:1			49
				lady:2						50
	died:1					promised:2,painlessly:1				51
										52
										53
										54
						won:1				55
kill:1	kill:1				kill:1					56
			home:1	girl:2						57
										58
										59
