anger	death	family	home	humans	negative_affect	positive_affect	religion	sexual	swear	chunk
		mother:1				playing:1,original:1	mercy:1			0
						playing:1				1
				men:1		grace:2,good:1,promise:1	lord:2			2
cut:1					worse:1	grace:1				3
				men:1,lady:1		grace:1,hope:1				4
hated:1,killed:1	killed:1	brothers:1		man:1	killed:1	friends:2,save:1,like:1,winning:1	lord:1,sacrifice:1			5
	die:2,dying:1			baby:2		trust:1,well:1				6
beaten:1	death:1			women:1		carefully:1,well:1,thank:1,glad:1			bloody:1	7
										8
										9
				lady:1						10
				sir:1		party:1,grace:1				11
										12
						please:2				13
murdered:2,fighting:1,fight:1	murdered:2			women:1						14
	die:1		house:1	men:1			lord:1			15
		wife:1			lonely:1	like:1,accept:1				16
	die:3,dying:1	father:1		boy:1,lady:1		please:1				17
			gate:1			good:1				18
										19
cut:1										20
killing:1	killing:1			person:1	killing:1	glad:1				21
										22
	die:2,death:1			girl:2,man:1	wrong:1	ready:1				23
poison:1				girl:1		good:1,friend:1				24
			home:2	child:1		safe:1,thank:1,happiness:1,forgive:1				25
		mother:2	home:1	boy:1,girl:1	desperate:1,lose:1	like:2,glad:2,good:1,well:1,lucky:1,sure:1,ready:1,nice:1,happy:1	lord:1	pussy:1	pussy:1	26
idiot:1,hated:1		mother:1		people:1,children:1,man:1	idiot:1	love:3,like:2,sure:1,well:1,likes:1		love:3		27
		father:1,mother:1				glad:2				28
										29
fighting:1				woman:1	wrong:1	love:1		love:1		30
fight:1	dead:1					good:1,thank:1				31
fought:2,kill:2,blame:1,fight:1	kill:2	family:1	family:1	child:1	kill:2	fine:2,promises:1,good:1,useful:1,great:1,forgive:1,thanks:1,careful:1	mormont:1			32
				man:1,people:1		certainly:1,strong:1,respect:1,peace:1,true:1,value:1,trusts:1				33
					ruin:1	good:2,like:1,friend:1,friends:1,glorious:1,happy:1				34
enemy:1,war:1	war:1	mother:1			enemy:1,war:1	friends:2,favor:1,strengths:1,grand:1,heroes:1,promising:1,well:1				35
			home:2		hurt:1	sweet:1				36
				people:1		well:1				37
										38
										39
			clean:1				confess:2,sinned:1			40
		husband:2,cousin:1,mother:1		men:1,man:1	sins:2,lonely:1	great:1,grace:1,free:1,forgive:1	sins:2,mercy:1,confession:1,holy:1,confess:1,confessed:1			41
bastards:1		brother:2,fathered:1		children:2	sin:1	truth:2,good:1,innocence:1,truths:1,grace:1,honest:1	confessed:1,sin:1	incest:1	bastards:1	42
		mother:2,son:1				thank:3,good:1,please:1,free:1,wisdom:1	mercy:1,merciful:1			43
										44
										45
		mother:1	house:1	men:1,people:1	sins:1	grace:2,pride:1,good:1,forgiveness:1	demonstrate:1,confessed:1,sins:1,sinner:1	naked:1		46
					shame:14					47
bitch:5,fucker:4,cunt:2,fuck:1		brother:2			shame:23,whore:7		sinner:2	whore:7,fucker:4,tits:1,fuck:1	bitch:5,fucker:4,cunt:2,fuck:1,tits:1	48
bitch:4,suck:2					shame:14,whore:9,slut:1		sinner:1	whore:9,cocks:1,slut:1	bitch:4,suck:2,cocks:1	49
fucker:3		brother:2			shame:22,whore:2			fucker:3,whore:2	fucker:3	50
					shame:11					51
evil:1,enemies:1	dead:1				enemies:1	grace:3,good:1,please:1,honor:1	holy:1			52
fight:3,damn:1			gates:1	men:1		safe:1			damn:1,bloody:1	53
	alive:1	uncle:1				sure:1	lord:1			54
lying:1		uncle:1		man:1	lying:1					55
										56
										57
						playing:1				58
						playing:1				59
