anger	death	family	home	humans	negative_affect	positive_affect	religion	sexual	swear	chunk
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0	2
0	0	0	2	5	0	1	0	0	0	3
0	1	0	0	4	0	1	0	0	0	4
0	0	0	0	0	0	0	0	0	0	5
0	0	0	0	0	3	4	0	0	0	6
0	1	4	0	1	0	2	0	0	0	7
0	0	2	1	1	0	7	0	1	0	8
0	0	2	0	4	1	11	0	1	0	9
0	0	3	3	1	0	11	0	0	0	10
0	0	3	1	1	0	12	0	0	0	11
0	0	0	0	0	0	0	0	0	0	12
2	0	3	0	0	1	1	3	1	1	13
0	1	1	3	2	0	4	0	0	0	14
1	1	3	2	1	0	1	0	0	0	15
1	3	2	3	1	1	3	0	0	0	16
0	0	2	1	0	0	1	0	1	0	17
1	0	0	0	0	1	1	0	0	0	18
4	1	2	1	2	1	3	3	0	0	19
1	0	0	0	1	0	4	1	0	0	20
1	0	2	0	4	0	5	1	0	0	21
6	1	1	0	3	3	6	1	0	2	22
4	2	0	0	2	2	7	1	2	0	23
1	0	1	1	1	0	5	4	0	0	24
3	1	2	0	1	1	7	2	0	0	25
3	1	2	0	1	4	5	1	1	0	26
0	0	0	0	5	0	3	0	0	0	27
1	0	0	0	0	1	2	0	0	1	28
0	0	0	0	3	0	3	0	0	0	29
0	0	0	0	0	0	0	0	0	0	30
0	0	0	0	0	0	0	0	0	0	31
0	0	0	0	0	0	0	0	0	0	32
0	0	0	0	0	0	0	0	0	0	33
0	0	0	1	1	0	1	0	0	0	34
0	0	1	1	1	0	3	1	0	0	35
1	0	0	0	0	1	6	0	0	0	36
1	1	0	0	1	3	5	2	0	0	37
1	0	0	0	1	0	0	1	0	2	38
0	0	0	0	0	1	3	2	0	0	39
0	0	0	0	0	1	2	3	0	0	40
1	0	3	2	0	0	5	5	0	0	41
6	1	1	0	1	3	3	14	1	0	42
1	0	1	0	3	2	4	5	2	0	43
2	0	0	0	1	2	9	3	0	0	44
0	0	0	0	0	0	8	0	0	0	45
0	0	0	0	1	0	3	2	0	0	46
0	0	0	0	1	0	7	0	0	0	47
1	0	1	0	1	1	6	4	0	1	48
1	1	2	1	3	0	9	0	1	0	49
0	0	1	0	0	0	3	4	0	0	50
0	0	0	0	0	2	5	0	0	0	51
0	0	0	0	0	1	0	0	0	0	52
0	1	0	0	1	1	5	2	1	0	53
1	0	0	0	0	0	2	0	1	2	54
1	0	1	0	0	3	4	1	2	0	55
3	0	0	0	4	2	8	0	1	1	56
1	0	0	0	0	2	3	0	0	1	57
0	0	0	0	1	1	3	0	0	0	58
0	0	0	0	0	0	0	0	0	0	59
