anger	death	family	home	humans	negative_affect	positive_affect	religion	sexual	swear	chunk
		father:2,daughters:1		lady:1	worst:1	play:1,good:1,certainly:1,won:1	lord:4			0
enemies:1		brotherhood:1			wrong:1,enemies:1					1
										2
fighting:1										3
fight:1			house:1	men:2,boys:1		great:2,honor:2,good:1,well:1,won:1				4
cut:2,kill:1	kill:1			people:1	kill:1	share:1,loyal:1,love:1,wisdom:1		love:1		5
shits:2,prickly:2	die:1		house:1	men:1,man:1	shits:2	better:1,pleasant:1,liked:1,likes:1,grace:1,best:1	lord:2		shits:2,prickly:2	6
										7
attack:3		mother:1				won:1,promise:1				8
war:1	war:1	daughter:1			war:1	surprise:1,promise:1,like:1,love:1,surprises:1		love:1		9
angry:2,war:1,greedy:1	war:1	grandchild:1			war:1	certain:1,love:1		love:1		10
fuck:1				baby:1,men:1		like:2,love:1,grace:1		love:1,cock:1,fuck:1	cock:1,fuck:1	11
jealous:2				lady:1,girls:1	jealous:2	beautiful:1,giggling:1,good:1,love:1,like:1,kind:1,loves:1,pretty:1		love:1,loves:1		12
stupid:3			windows:1,room:1	girl:1		pretty:3,won:1,love:1,like:1,happy:1		love:1		13
		son:3,grandmother:1,sons:1,mothers:1		women:1	worst:1	best:2,happy:2,kind:1,great:1	lord:2			14
ugly:1		son:1		men:8,women:2,girls:1	sadly:1,worried:1	like:5,pretty:2,gentle:1,good:1				15
		mother:2		child:2,girl:1,lady:1	whore:1	good:1,like:1,beauty:1,surprise:1,sweet:1,pleasing:1	lord:1	whore:1		16
evil:2,bother:1,kill:1,despise:1,fuck:1	kill:1,dead:1	son:1	bed:1	women:2,girl:2,people:2,man:1	despise:1,kill:1,whore:1	popular:1,love:1,free:1	lord:1	love:1,fuck:1,whore:1	fuck:1	17
		grandfather:1				grace:2,welcome:1,important:1,like:1				18
				girl:1		true:1				19
threat:1	died:1	father:1	room:1							20
			bed:1	man:2		won:1,wise:1,ease:1,strong:1,grace:1,important:1				21
killed:1	killed:1				killed:1					22
										23
savages:1		mother:1	house:2	men:2	savages:1	honorable:1,great:1,peace:1	lord:2			24
savageries:1				people:1	savageries:1	generous:1,good:1,wise:1,easy:1,forgiving:1,true:1,glorious:1				25
mad:1				child:1,woman:1,people:1,man:1	mad:1,reject:1	well:1,generous:1,peace:1,wise:1	mercy:1			26
destroying:1,threatened:1		mother:1		people:1	destroying:1	friends:3,great:1,good:1,wise:1,safe:1,well:1,promises:1,proud:1,pleasure:1				27
				girl:1		beautiful:1				28
fuck:1		father:1	home:1	children:3	whore:1,empty:1	like:2,funny:1,good:1,fine:1,safe:1,well:1		cock:1,fuck:1,whore:1	cock:1,fuck:1	29
fucking:1,killed:1	killed:1	father:1,grandfather:1		lady:3	killed:1,whore:1			fucking:1,whore:1	fucking:1	30
fighting:2		father:4,mother:1	house:2		lowborn:1,low:1	strength:1,talent:1	lord:2			31
bastard:2			house:1	boy:1,men:1,child:1		giving:1,like:1			bastard:2	32
	death:1			boys:1		true:2,party:1				33
lied:2,liar:1,kill:1	kill:1		home:1	girl:2	lied:2,liar:1,kill:1	care:1,good:1,won:1,hope:1,like:1				34
						promise:2,well:1	lord:1			35
		mother:1		girls:1		good:1				36
		father:2,uncle:1			worry:1	liked:1,good:1,safe:1,better:1,grand:1,hopes:1,trust:1,friend:1,care:1	lord:1			37
lied:1					lied:1	gentle:2	lord:1			38
ugly:2						please:2,better:1,well:1	lord:2			39
				girls:1	shy:1	better:1	lord:1,religious:1			40
						fun:1,better:1,good:1,like:1				41
jealous:1				girls:1	jealous:1	please:2,precious:2,love:1,well:1,loved:1	mercy:1	cock:2,love:1,loved:1	cock:2	42
kill:1,killing:1	kill:1,killing:1				scare:2,kill:1,killing:1	please:4	mercy:3			43
		daddy:1		girls:3,girl:2,boys:1,men:1		great:2,well:2,like:2,impressed:1	lord:1			44
				people:1		brave:1,like:1,pretty:1,won:1,win:1,save:1,well:1				45
attack:1,fought:1,attacked:1,battles:1,fight:1	die:1,died:1			boy:1		heroes:1				46
	die:2									47
		brother:2			worse:1	like:1,easier:1				48
shit:1		family:1	family:1	man:2,people:1	shit:1	good:1,true:1	lord:1		shit:1	49
	dead:1			man:1		like:1				50
				men:1,man:1		well:2,better:1,good:1,promised:1	lord:1			51
killed:1	dying:2,killed:1	families:1	families:1	men:4,boy:1	weakness:1,killed:1	treat:1,praise:1,grand:1	lord:3,praise:1			52
cheated:1		father:1,daughter:1				safe:1,convinced:1,won:1,nice:1	lord:2			53
kill:1,war:1	kill:1,war:1,dead:1	father:2		men:1	kill:1,war:1	reward:2,appreciation:1,entertainment:1,care:1	lord:2			54
		father:1	maiden:2	man:2,girl:1						55
fucking:1,fuck:1,fight:1				ladies:1	shameful:1	happier:2,well:1	lords:1	fucking:1,fuck:1	fucking:1,fuck:1,bloody:1	56
fuck:1	alive:1						lord:1	fuck:1	fuck:1	57
kill:1,bitch:1	kill:1,alive:1	son:1	pet:1		kill:1	important:1,reward:1	lord:2		bitch:1	58
						well:1				59
