anger	death	family	home	humans	negative_affect	positive_affect	religion	sexual	swear	chunk
										0
										1
cut:1				boy:1	wrong:1	better:1,friend:1,love:1,laugh:1,free:1	lord:2	love:1		2
fighting:1		father:1,son:1		man:2,boy:1,boys:1		play:1,good:1,hero:1,giving:1,freedom:1,peace:1,free:1,loyal:1,true:1	lord:1			3
battle:1,murdered:1,vile:1	murdered:1,dead:1,grave:1	son:2,brother:1		woman:1,men:1,man:1	shame:1,vile:1	true:2,promise:1,sweetly:1,peace:1,honor:1,best:1	lord:1,confess:1,mercy:1			4
bastard:1	die:1	daughter:1,brother:1,son:1				precious:2,well:1,honor:1	lord:1		bastard:1	5
		niece:1,grandfather:1			risk:1	support:1,surprised:1,grand:1	lord:1			6
		father:2	gates:1	girl:1,men:1		ready:1,secure:1,agree:1	lord:1			7
bastard:1	die:1,dead:1	father:2,mother:1		boy:1,lady:1		profit:1,pleasure:1,great:1,proud:1,please:1	lord:2		bastard:1	8
		sons:1				fine:1,honor:1				9
battlements:1,pissed:1		sons:2,father:1,family:1,daughters:1,son:1	gates:1,family:1	children:1		sure:2,true:1,fine:1	lord:4		pissed:1	10
rebels:1	corpses:2	father:1,husband:1,son:1		boy:1,men:1,lady:1		good:2,warm:1,engage:1				11
		father:2,son:1	house:1			ready:1,well:1,grace:1,honor:1	lord:1,mormonts:1			12
kill:1	kill:1,dead:1			man:3,boy:1	kill:1	safe:1,won:1	lord:1		bloody:1	13
piss:2						well:3	lord:1		piss:2	14
war:1	war:1	brother:1			war:1	safe:1				15
		son:2		men:1		well:2,fine:2,good:1,won:1,happy:1	lord:1			16
fighting:1		daughters:2								17
						kind:1				18
	death:1	father:2,wives:1,brother:1,son:1		newborn:1,woman:1,children:1,men:1,man:1		love:3,honor:2,smile:1,strong:1,loves:1	lord:2	love:3,loves:1		19
bastard:1,cruel:1		father:1,brother:1		boy:1,human:1,man:1	hurts:1	easy:2,honor:1			bastard:1	20
killed:1,mad:1	death:1,killed:1	son:3,brother:2,father:1,family:1	house:1,family:1	children:2	ruin:1,killed:1,mad:1					21
										22
										23
interrupt:1,savages:1				boy:1	interrupt:1,savages:1	certain:1,courage:1,hope:1	lord:1			24
battle:2,ferocious:2,lies:1,killed:1,war:1	killed:1,dead:1,war:1	brother:2		man:1	lies:1,killed:1,war:1	great:1,good:1,surely:1,likes:1		cock:1	cock:1	25
cunt:1						well:2,pretty:1	lords:1		cunt:1	26
fuck:1	died:1	mother:3,mothers:1	bed:1	man:1		like:2,jokes:1,laugh:1,giving:1,share:1,well:1		fuck:1	fuck:1	27
				women:1	hurt:1	pleasure:1,safety:1,accept:1				28
	die:1					strong:2				29
fighting:1,fight:1	dies:2	son:1		boy:1,men:1		won:4,honor:2,wins:1,good:1,strength:1		breast:1		30
										31
	death:1		cleaner:1			save:2,ease:1,free:1				32
kill:3	death:3,kill:3				kill:3,witch:1	save:1				33
	dead:1			lady:1						34
						save:1,safe:1				35
				baby:2	witch:1,hurt:1					36
damn:1				woman:1	losing:1	win:1,play:1,like:1,pretty:1			damn:1	37
lying:2,killed:1	killed:1	father:1,mother:1		woman:1,man:1	lying:2,wrong:1,killed:1	good:2,play:1,fine:1,great:1,like:1				38
lying:1		father:1,family:1,mother:1	family:1	woman:1	whore:1,lying:1	fun:2,loved:1,play:1,love:1,beauty:1		loved:1,love:1,whore:1		39
offended:1,shit:1		sisters:1,father:1,mother:1		girl:1,lady:1	lowborn:1,shit:1	dear:1,sure:1			shit:1	40
		married:2,brother:1		lady:1	unpleasant:1,scream:1	fine:2,pleasant:1,love:1,playing:1,care:1	lord:1,lordship:1	love:1		41
rapers:1,hell:1		brother:1	bed:1	men:2,girls:1	scared:2,embarrassed:1	easily:1,good:1,laugh:1,hope:1,handsome:1	hell:1	rapers:1	hell:1	42
lies:1,rapers:1		father:3,wife:2,brother:1		man:2,girl:1,woman:1	lies:1,whore:1	love:1,kissed:1,well:1,truth:1	confessed:1	rapers:1,kissed:1,love:1,whore:1		43
stupid:2,killed:1,raped:1	killed:1		bed:1	man:2,girl:1	whores:1,killed:1,whore:1	kind:1,love:1		whores:1,love:1,whore:1,raped:1		44
war:1	die:1,war:1,dead:1				weep:1,war:1					45
		brothers:1		men:1	low:2	lucky:2				46
battle:1,shit:1				man:6	shit:1				shit:1	47
	alive:2			boy:1	wrong:1	good:2,win:1,won:1,nice:1				48
				lady:2,men:1						49
fight:2,weapons:1,cut:1,kill:1,war:1	kill:1,alive:1,dead:1,war:1	father:1,daughters:1,husband:1		boy:1,men:1,lady:1	lost:2,weapons:1,kill:1,war:1	save:1				50
	graves:1,dead:1	sisters:1,father:1		men:1,man:1		free:2,win:1,won:1,pretty:1	sacrifice:1			51
piss:2,war:1	war:1				war:1	nice:1			piss:2	52
										53
										54
murder:1	murder:1	son:1		men:1,children:1		faith:1,trust:1,blessed:1,friend:1	lord:1,confess:1,blessed:1,faith:1			55
				men:1,man:1	sin:1	grace:2,true:1,beloved:1	lord:1,confessed:1,sin:1,merciful:1			56
		daddy:1,father:1,mother:1,son:1		lady:1,women:1			lord:1,mercy:1			57
		daddy:1								58
										59
