anger	death	family	home	humans	negative_affect	positive_affect	religion	sexual	swear	chunk
										0
										1
										2
			sweeping:1,sweep:1	men:2,man:2,girl:1		good:1				3
	drowned:1			girl:3,man:1		well:1				4
										5
					hurt:2,scared:1	sweet:1,lovely:1,like:1,glorious:1				6
	died:1	married:1,brother:1,husband:1,wife:1		woman:1		beautiful:1,fine:1				7
		grandmother:1,mother:1	home:1	man:1		like:2,wonderful:1,love:1,trust:1,well:1,happy:1		love:1		8
		father:1,husband:1		baby:1,boy:1,child:1,people:1	losing:1	smiles:1,generous:1,certainly:1,love:1,like:1,liked:1,better:1,adore:1,pretty:1,intelligent:1,kind:1		love:1		9
		mother:2,family:1	home:2,family:1	boy:1		well:2,sure:1,happier:1,sweet:1,welcome:1,surely:1,darling:1,lovely:1,agrees:1,happy:1				10
		mother:2,grandmother:1	address:1	man:1		good:2,ecstatic:1,sweet:1,forgive:1,honest:1,adore:1,grateful:1,enthusiasm:1,lovely:1,glad:1,happy:1				11
										12
damned:1,insult:1		wife:1,brother:1,son:1			insult:1	kissed:1	lord:2,lords:1	kissed:1	damned:1	13
	dead:1	married:1	houses:2,house:1	men:1,man:1		best:2,great:1,important:1				14
murdered:1	murdered:1	father:1,brother:1,family:1	home:1,family:1	girl:1		perfect:1				15
murderer:1	die:1,murderer:1,mourning:1	family:1,son:1	home:1,room:1,family:1	child:1	weep:1	won:2,care:1				16
		father:1,family:1	family:1			loved:1		loved:1		17
hates:1					lose:1	well:1				18
nasty:1,fighter:1,war:1,punishment:1	war:1	family:1,son:1	family:1	person:1,man:1	war:1	kind:1,good:1,best:1	lord:2,lords:1			19
fight:1				man:1		good:1,thank:1,important:1,proud:1	lord:1			20
threatened:1		father:2		boys:2,girl:1,child:1		smiled:2,good:1,wonderful:1,happy:1	lords:1			21
shits:2,nasty:2,idiot:1,ugliest:1	alive:1	brother:1		boys:1,girl:1,men:1	shits:2,idiot:1	great:2,joke:1,liked:1,laugh:1,beauty:1	lord:1		shits:2	22
murdered:1,killed:1,hateful:1,fight:1	murdered:1,killed:1			man:2	killed:1,hurt:1	love:2,kind:1,like:1,joke:1,save:1,grace:1	lord:1	love:2		23
fight:1		family:1	family:1	men:1		giving:1,great:1,well:1,thank:1,honor:1	lord:2,sacred:1,mormont:1			24
stubborn:1,killed:1,fight:1	killed:1	father:2		men:1	killed:1	praise:2,won:1,safest:1,honorable:1,grace:1,honor:1	praise:2			25
enemies:3	dead:1	brothers:2		man:1	enemies:3,disappointed:1	free:1,love:1,true:1,best:1,truth:1	lord:1	love:1		26
				men:2,man:2,people:1		helping:1,okay:1,best:1				27
cunt:1					sad:1	respect:1,value:1			cunt:1	28
				man:2,girl:1		ready:2,playing:1				29
										30
										31
										32
										33
			gates:1	lady:1		welcome:1				34
		son:1	home:1	lady:1		welcome:1,honor:1,thank:1	lord:1			35
attack:1					lose:1	good:2,well:2,like:1,care:1				36
defense:1	die:1			boy:1	ruin:2,defense:1	alright:2,giving:1,best:1,freeze:1	lord:2			37
bastard:1				boy:1			lord:1		arse:1,bastard:1	38
					wrong:1	friends:2,important:1	lord:2			39
					wrong:1	please:2	mercy:2,lord:1			40
punished:1		fathers:1,father:1,son:1	maiden:2			faith:2,well:1,thank:1,worship:1	faith:2,lord:1,worship:1,sinner:1			41
assault:2,insult:2,assaulted:1,humiliated:1	alive:1	grandmaester:1		person:1	insult:2,shame:1	faith:1,grace:1,lucky:1	sinner:11,lord:1,faith:1,religion:1	naked:1		42
threat:1		mother:1		man:2,people:1	lowliest:1,shocking:1	faith:1,good:1,grace:1,blessings:1	mercy:1,blessings:1,religious:1,sacred:1,faith:1	prostitutes:2		43
ridiculous:1,enemies:1				man:1	ridiculous:1,enemies:1	blessings:2,thank:2,easy:1,dear:1,well:1,easier:1,like:1	blessings:2,lord:1			44
						special:2,pleasant:1,hope:1,comforting:1,careful:1,well:1,treat:1				45
				man:1		faith:2,like:1	faith:2			46
				children:1		grace:2,good:1,friend:1,easy:1,well:1,sure:1				47
bastard:1		father:1		lady:1	hurt:1	hope:2,lovely:1,fond:1,thank:1,happy:1	lord:3,lords:1		bastard:1	48
enraged:1	dead:1	wife:1,mother:1	house:1	boy:1,men:1,man:1		virtue:1,adores:1,importance:1,assure:1,important:1,promised:1,friends:1,pleased:1,favours:1		virgin:1		49
		mother:1				great:1,sure:1,supports:1	lords:3,lord:1			50
					losing:1,lose:1	like:2,good:1,perfectly:1,sure:1				51
					lose:1					52
	plague:1			men:1	whores:1	better:2,luck:2,good:1	priest:1,prayer:1	whores:1		53
suck:1						better:1,luck:1		cock:1	suck:1,cock:1	54
mad:1		mother:1			seriously:1,whores:1,mad:1	supporter:1,well:1,inspires:1,thank:1	priests:1	lust:1,whores:1		55
skeptical:1,liar:1,fuck:1				girl:1,woman:1,men:1,man:1	skeptical:1,liar:1	like:3,wealth:1,laugh:1,trust:1,well:1,richest:1		fuck:1	fuck:1	56
piss:1					shy:1,shocked:1	alright:1,gladly:1,hope:1			piss:1	57
				girls:1	worry:1	kind:1,sure:1,happy:1				58
										59
