anger	death	family	home	humans	negative_affect	positive_affect	religion	sexual	swear	chunk
										0
										1
		wife:1	gates:1			safe:1				2
				lady:1		fine:1,stronger:1				3
				lady:1	worst:1,hurt:1	good:2,promised:1,easy:1,friend:1,safely:1,sure:1	lord:2			4
murder:2,punish:1,murdered:1,kill:1	murder:2,murdered:1,kill:1	grandmother:1,father:1	house:1	girl:1,lady:1,man:1	kill:1	helping:1,trust:1				5
liars:1	dying:1	mother:1	home:1	lady:1	liars:1,difficult:1	safe:2,promise:1,opportune:1				6
poisoned:1,torturing:1,lying:1	die:1,death:1,died:1	husbands:1,married:1,father:1,grandfather:1		men:1,children:1,man:1	lying:1	enjoyed:3,great:2,improved:1,happiest:1,like:1				7
trick:1	dead:1	married:1,brother:1			unpleasant:1	kind:1,good:1,promise:1,wonderful:1,well:1,easier:1				8
murdered:1	murdered:1,grave:1			boy:2		good:3,blessed:1,important:1	blessed:1,holy:1,pious:1			9
murder:1,killed:1,evil:1,rebellion:1	death:1,murder:1,killed:1	brother:2		man:3	killed:1	strength:2,truly:1,won:1,strong:1,winning:1				10
			house:2			wise:3,wisdom:3,treasuries:1,great:1,good:1,wealth:1,wisest:1,strong:1				11
	alive:1	brother:2,family:1,son:1	family:1			wise:1,good:1,please:1	lord:1			12
killed:1	killed:1				killed:1	joy:1,safe:1,happy:1				13
kill:1	kill:1,dead:1	brother:2,son:2		baby:1,boy:1	kill:1	freedom:1,please:1,truth:1				14
hateful:2				woman:2		please:2,love:1		love:1		15
				girl:1		care:4,sure:1				16
war:1,fighting:1,fight:1	war:1	sons:1,father:1,mother:1			doubt:1,war:1	like:2,blessings:1,good:1,friends:1,forgive:1	blessings:1			17
fuckers:1,fight:1		father:2,mom:1,mother:1	house:2,door:1,maiden:1	human:1,man:1		bless:1,courage:1,like:1,accepting:1,welcome:1,virtue:1	bless:1,mercy:1	fuckers:1	fuckers:1	18
fight:2,kill:1,damn:1	kill:1,slaughtering:1		beds:1		kill:1	strengthen:1,shared:1,good:1,like:1			damn:1	19
hell:1		brother:1	home:1	man:2		better:1,good:1,safe:1,like:1	hell:1		hell:1	20
offense:1						easy:1				21
shit:1	dead:3	daughter:1		men:1,man:1	weak:1,worst:1,worse:1,shit:1	good:1,nice:1			shit:1	22
raper:4,lying:2,killing:1,hated:1,dangerous:1	killing:1	father:1,son:1			whore:2,lying:2,screamed:1,killing:1	well:1,nice:1		raper:4,whore:2		23
bothering:1,lying:1				men:2,woman:1	worry:2,lying:1	silly:2,jokes:1				24
rapers:1		father:1,brothers:1			worrying:1,worry:1	safer:1,safe:1,thank:1		rapers:1		25
				man:1		grace:1				26
bastard:2,fight:1			house:6	men:2		grace:2,great:1,opportunity:1,free:1,advantage:1			bastard:2	27
