anger	death	family	home	humans	negative_affect	positive_affect	religion	sexual	swear	chunk
						playing:1				0
										1
			home:1							2
kill:1	kill:1		home:1		kill:1	true:1				3
kill:1	kill:1				kill:1	good:1,well:1,grace:1				4
										5
										6
										7
										8
				children:1		great:1,grace:1				9
				people:1		better:1	mercy:1			10
hell:1,mad:1,fighting:1,fight:1				boy:1	mad:1	good:1,talent:1,like:1,pretty:1	hell:1	ass:1	ass:1,hell:1	11
hated:1,murder:1,poison:1,fight:1	murder:1	brother:2				sure:2,win:1,pretty:1				12
fight:2,shit:1,piss:1		sister:1		lady:1	shit:1	better:1,champion:1,truth:1			shit:1,piss:1	13
killed:1	died:1,dead:1,killed:1	son:2,father:1,brothers:1			killed:1	like:2,well:1			bloody:1	14
kill:2,killer:1,hate:1,killed:1,killing:1	kill:2,killer:1,killed:1,killing:1	brother:1,son:1			kill:2,killer:1,killed:1,killing:1	freeing:1,won:1,well:1,free:1	lord:1,confessed:1			15
killer:1	killer:1,died:1	married:1,aunt:1			killer:1	safe:1				16
kill:3,poison:1	kill:3,death:1	husband:1			kill:3	trust:2,lovely:1,well:1,smart:1				17
foes:1,danger:1	die:1	father:1		man:2,men:1	risk:3	wealth:1,like:1	lord:1			18
vicious:1			gardens:1	people:2,boy:1	vicious:1	like:3,friends:3,trust:2,friendship:2,well:1,thoughtful:1,dear:1,strong:1,friend:1				19
ludicrous:1,rage:1		sister:2,aunt:1,grandfather:1	gardens:1		ludicrous:1,lost:1	agreed:1,engaged:1,great:1				20
murder:1,stupid:1,vicious:1	murder:1,mourning:1	grandmother:1,sister:1,married:1,brother:1		boy:3	distracted:1,vicious:1	good:2,better:1,dear:1,luckily:1,well:1			bloody:1	21
weapon:1,fight:1					weapon:1,worry:1	good:1,nice:1				22
fight:1						best:1				23
bastard:1,bitch:1,fight:1					empty:1	helping:1,easier:1	lord:1,mormont:1		bastard:1,bitch:1	24
bastard:2,war:1	war:1				war:1	care:2,liked:1,well:1,like:1			bastard:2	25
cunts:1,suck:1,stupid:1,fight:1		father:1,mother:1		kids:1	losing:1,wrong:1	well:1,prized:1,safety:1			cunts:1,suck:1	26
		daughters:1	door:1	man:1		grace:2,free:2,great:1,promise:1,safe:1,hoped:1				27
enemy:1,murdered:1,bitch:1,murderous:1,fuck:1	murdered:1,alive:1,dead:1,murderous:1	daughters:1,son:1			enemy:1	promise:1,loyalty:1,hoped:1	sacred:1	fuck:1	fuck:1,bitch:1	28
abused:1,despised:1,kill:1	kill:1	sister:1,father:1,brother:1	door:1	men:1	despised:1,kill:1		lord:1			29
		mother:1		people:1		grace:1				30
threatened:1	alive:1	mother:1,wife:1		man:1		handsome:1,like:1,hope:1,grace:1				31
cruel:2						relief:1				32
murdered:1	murdered:1						lord:1			33
		daughter:1,mother:1	room:1	girls:1		accept:1				34
	dead:2			lady:2		safe:1,hope:1				35
		brother:1		lady:2		good:1,compliments:1,safe:1,well:1,won:1,promise:1,kiss:1,ready:1	lord:1	kiss:1		36
						good:1,best:1				37
			home:1			safe:2				38
interrupt:1				boy:1	interrupt:1	strength:1,convinced:1				39
kill:1	kill:1	brothers:1			kill:1	won:1,thank:1				40
defenses:1	died:1	father:1,brothers:1		men:1	lost:1,defenses:1	better:1,truly:1	lord:1,mormont:1			41
fight:1				men:1						42
fucking:1		brothers:1		woman:1	hurting:1	please:2,thank:1	lord:1,mormont:1	fucking:1	fucking:1	43
ugly:2,kill:2,fucking:2,fuck:2,cunt:2,stupid:1,piss:1	kill:2,dead:2			boys:1,man:1	kill:2	like:1		fucking:2,fuck:2	fucking:2,fuck:2,cunt:2,piss:1	44
fucking:4,cunts:1,cunt:1,fight:1				man:3	lost:1			fucking:4,cocksuckers:1	fucking:4,cunts:1,cocksuckers:1,cunt:1	45
kill:2,fuck:1	kill:2			boy:1,child:1	kill:2			fuck:1	fuck:1	46
										47
fuck:1								fuck:1	fuck:1	48
fuck:1								fuck:1	fuck:1	49
				baby:1						50
	ghost:1	brother:1			hurt:1					51
fucking:1						safe:1		fucking:1	fucking:1	52
						important:1,fine:1,nice:1				53
		folks:1,mom:1	home:1	boy:1	lose:1	like:4,beautiful:1,played:1	lord:1			54
fuck:1		brother:1			wrong:1	please:4,valuable:1		fuck:1	fuck:1	55
										56
										57
										58
										59
