anger	death	family	home	humans	negative_affect	positive_affect	religion	sexual	swear	chunk
										0
		brother:1								1
										2
	dead:1					original:1				3
										4
										5
angry:2				man:1	shy:2	well:1				6
kill:1	kill:1	fathers:1			wrong:1,kill:1	free:4,respect:1,sure:1,like:1				7
killed:3	killed:3	fathers:1		baby:2	killed:3	friends:1,like:1,likes:1				8
killed:1,cunt:1	killed:1,buried:1	father:1		boy:2,men:2	killed:1	friends:2,grace:2,better:1			cunt:1	9
enemy:1,bastard:1,damned:1,killed:1	killed:1,dead:1			boy:1,girl:1,girls:1	enemy:1,killed:1	likes:1,like:1,glad:1,thank:1	lord:1		bastard:1,damned:1	10
		brother:1				free:1	lord:1			11
		brothers:1		baby:1,boy:1		hero:1	lord:1			12
battled:1,fights:1,fight:1				men:1						13
murder:1	murder:1,death:1			boy:1			lord:1			14
kill:1	kill:1	sister:1,brother:1	door:1		kill:1					15
cut:1,kill:1,rebels:1,rebel:1	kill:1	father:3	room:1	man:2	lost:3,kill:1	thanks:2,funny:1,comedown:1,joke:1,proud:1,favor:1,grand:1,hope:1				16
		father:5		girl:2,baby:1,boy:1,child:1	lost:1	loves:2,dearly:1,sure:1,care:1		loves:2		17
lies:2,liar:1		father:1		man:1	lies:2,liar:1	clever:3,true:1,truth:1				18
kill:1,fighting:1	kill:1		door:1	men:1,girls:1,people:1	kill:1,lose:1	better:1,sunshine:1,appreciate:1	lord:1,lordship:1			19
					empty:1	friends:2,favor:1,sure:1				20
battle:1										21
	dead:2	son:1				true:1				22
war:2	war:2	father:2,son:1		man:2	war:2,worse:1,lost:1	good:2,promised:2,friend:1,riches:1,glory:1				23
lies:1	alive:1	wife:1		woman:1,men:1	lies:1,smuggler:1	great:1,good:1,please:1				24
	alive:1,dead:1				ruin:1	friend:2,favors:1,succeed:1,please:1,won:1				25
fight:2	slaughtered:1			men:1		love:2,like:1		love:2		26
killer:1	killer:1	sons:1,father:1			killer:1	free:2,friend:1,won:1,best:1				27
	alive:1	sons:1,mother:1	cleaned:1			lucky:1,friend:1,freed:1				28
						good:2,enjoying:2,happy:2,lucky:1				29
battlefield:1,defense:1	fatal:1	father:2,son:1	bed:2,bedding:1		defense:1,ruins:1,whore:1	beloved:2,assured:1		whore:1		30
battlefield:1,enemies:1,rebellion:1		grandson:1,family:1	gate:1,family:1		enemies:1	gratitude:1,reward:1			bloody:1	31
battle:1		son:2,family:1,wife:1	family:1			talents:1,reward:1,faithfully:1,rewarded:1	faithfully:1			32
mocking:1,envy:1,spiteful:1,killed:1	killed:1	father:2,family:1,mother:1	family:1	men:2	low:1,killed:1,whorehouse:1	proud:1		lust:1,whorehouse:1		33
			bed:1	ladies:1	risking:1,whore:1	better:1	lords:1	whore:1		34
				people:1	ruin:1	beautiful:2,warm:2,truth:2,play:1,like:1,lovely:1	lord:1			35
liar:1	alive:1	sister:1,mother:1	home:2	person:1,lady:1	liar:1	eager:1,won:1,please:1	lord:1			36
		father:1		person:1		ready:1,important:1,well:1				37
				girls:1		like:1,easy:1				38
argue:1				people:2		better:1,beautiful:1,good:1				39
mock:1,poison:1						true:2,lovely:1,strength:1,strong:1				40
war:1,fighting:1,fight:1	dead:1,war:1,alive:1			man:2	war:1	grace:3,honorable:1,hoped:1				41
enemy:2,punish:1,fought:1,killed:1	killed:1			men:2,people:1	enemy:2,screaming:1,killed:1	convinced:1,worship:1	worship:1			42
destroy:1,evil:1	death:2	mother:1,mothers:1,son:1		woman:1,men:1	destroy:1,despair:1	grace:2,true:1	pray:1,demons:1			43
				lady:3		grace:1				44
fight:1	died:1	father:2,mother:1		men:1,lady:1	ruin:1	like:1,grace:1				45
		father:2,fathers:1	house:1		weak:1	proud:2,good:1,care:1				46
				lady:3		grace:4,luckily:1,warm:1,perfectly:1,forgiving:1,lovely:1,please:1				47
attacked:1		mother:1			lowest:1	great:1,important:1,useful:1,like:1,dear:1,careful:1,magnificent:1				48
danger:1		father:1,son:1	house:1	men:1,lady:1		sure:2,charitable:1,glad:1,well:1,blessed:1,bravery:1,truly:1	blessed:1			49
										50
	death:1			boy:1,men:1		bravest:1,loyalty:1				51
	death:1			men:2		carefully:1,good:1,grace:1		nipples:1		52
kill:2	kill:2	mother:3		newborn:1,baby:1,babe:1	kill:2,weakness:1	win:1,like:1,certain:1				53
	dead:1			men:3,babies:1		better:1,interested:1,please:1,like:1				54
murder:1	murder:1			babies:1		won:2,great:1				55
				man:1		honor:1				56
fighters:1	dead:1	father:1,family:1	family:1			forgiveness:1	lord:1			57
										58
										59
