anger	death	family	home	humans	negative_affect	positive_affect	religion	sexual	swear	chunk
enemy:1,attacked:1,shit:1,fight:1		wife:1,father:1,brothers:1,son:1	bed:1	man:1	enemy:1,shit:1	grand:1			shit:1,bloody:1	0
kill:1	die:1,kill:1	sons:1			kill:1	beautiful:1,win:1,please:1,promised:1,original:1	lord:1			1
										2
enemy:1				man:1	enemy:1	brave:1				3
stupid:1,attacking:1	alive:2	brother:1	clean:2	men:1	worrying:1	clever:2,like:1				4
bothers:1,bother:1		brother:1	home:1	people:2,men:1	lowest:1,vanity:1	giving:1,truth:1,grateful:1,value:1,care:1				5
	dead:3	family:2,sister:1,brother:1,mother:1	house:2,family:2	children:1		respect:1,honor:1,glory:1				6
		family:2	family:2	men:1,man:1		blessed:3,blessings:1,determined:1,glorified:1	blessed:3,blessings:1			7
killed:1	killed:1,died:1	brother:1	home:1	lady:1	worse:1,killed:1	truth:1,agree:1,friend:1	lord:1			8
hated:2		brother:2,sisters:1,sister:1,brothers:1,son:1	bed:1	girl:1,children:1	whores:1	love:2,shared:1,worshipped:1,thank:1,lover:1	worshipped:1	love:2,lover:1,whores:1,womb:1		9
	corpse:1	sister:1		girl:1,men:1,children:1		loved:1,happiest:1,truth:1	lord:1	loved:1		10
	die:1				sad:1	win:1,play:1				11
ridiculous:1				woman:1,man:1	ridiculous:1	well:1	lord:1			12
spite:1				men:1		ease:2,better:1,play:1,good:1,like:1,enjoyed:1,winning:1		cock:1	cock:1	13
stupid:1,killed:1	killed:1			man:1	killed:1,hurt:1	beautiful:1,loved:1,play:1,won:1,love:1,like:1,liked:1	lord:2	ass:1,loved:1,love:1	ass:1	14
villain:1,kill:1,killed:1	kill:1,killed:1	married:1,brother:1		boy:1	losing:1,villain:1,kill:1,killed:1,hurt:1	good:1,hero:1,impressive:1,challenged:1,win:1,please:1,loves:1,nice:1		loves:1		15
fuck:1,fight:1						dear:1		fuck:1	fuck:1	16
attacked:1	death:1			girl:1	low:1	trust:2,lucky:1,like:1	lord:3,mercy:1			17
rude:1		father:3			rude:1		lord:6			18
				boy:1,men:1,lady:1	worse:1,lose:1	won:1				19
				girls:2,man:1		giggle:1				20
		uncle:1		boy:1						21
		uncle:1,father:1		man:1						22
bastard:1	funeral:1,death:1					like:1			bastard:1	23
damn:1,damned:1			house:1			sweet:1			damn:1,damned:1	24
	death:1	son:1	house:1				lord:1			25
hate:1	dead:1	brother:1,son:1		girl:1	worthless:1,worse:1	better:1,well:1				26
murdered:1	die:1,murdered:1					honor:1				27
blame:1	dead:1			boy:2,girl:1,man:1		grace:2,sure:1,hope:1				28
										29
		brother:1	home:1			funny:1,promise:1				30
			home:1			enjoy:1,well:1,forgive:1,easier:1				31
		son:1	house:1	men:1,lady:1		honor:1				32
					wrong:1	honor:3,like:1,rich:1,kindness:1,hope:1,likes:1	pray:1			33
						giving:1,sweet:1	lord:1			34
rapers:1,bastard:1,killers:1	killers:1		houses:1		killers:1	proud:1,friends:1,honor:1,rich:1		rapers:1	bastard:1	35
	alive:1	uncle:1	house:1			honor:1,happy:1				36
	death:1		house:2	woman:1,man:1,people:1		carefully:1,love:1,honor:1,glory:1	lord:2	love:1		37
		father:3,uncle:1	house:3			strengths:1,well:1	lord:3,prayers:1			38
			kitchens:1							39
			kitchens:1,bath:1	man:1	wrong:1	certainly:1	lord:3,mormont:1			40
shits:1,cut:1,revenge:1		sister:1,family:1	maids:1,family:1	woman:1,men:1	shits:1,revenge:1	better:1,like:1	lord:2	cock:2	cock:2,shits:1	41
battle:1			clean:1	man:1	serious:1	like:1	lord:1			42
	dies:1	mother:1				won:1,care:1	lord:1			43
destroyed:1,rebelled:1,war:1,mad:1	war:1	brother:1		men:1,people:1	destroyed:1,mad:1,war:1	good:3,best:2,love:1,succession:1,loyalty:1,inspires:1		love:1	bloody:1	44
		wife:1	beds:1	children:1			lord:2			45
bastards:1	dies:1	sons:1,daughter:1,brother:1				peace:1,wise:1,honor:1,sure:1,succeeds:1	lord:1		bastards:1	46
murder:1,war:1,enemies:1	murder:1,war:1			boy:1,men:1,people:1	lose:1,war:1,enemies:1	peace:3,assure:1,won:1,promised:1,share:1,wisdom:1	lord:2			47
			household:1	man:1		peace:2,honorable:1,strong:1				48
	die:1,death:1	father:1,wife:1		children:1		win:1,glory:1				49
	ghost:1			men:2,boys:1		well:2,good:1,honor:1				50
poisoner:1	dead:1	son:2,brother:1		man:1		won:1				51
										52
										53
										54
			gate:1,room:1			good:1	lord:4			55
			houses:1	men:1		grace:1	lord:2			56
				man:1		loyal:1,honor:1,accept:1	lord:1			57
liar:1		son:2	home:1		liar:1	loyalty:1	lord:3			58
kill:2	kill:2,die:1		apartments:1	men:2,man:2,children:1	kill:2	loyal:1,trust:1,good:1	lord:1			59
