anger	death	family	home	humans	negative_affect	positive_affect	religion	sexual	swear	chunk
										0
										1
										2
danger:1										3
enemies:1					enemies:1	haha:1				4
			house:1	man:1						5
				man:1		thank:1				6
						please:1				7
										8
		mother:1		lady:1		good:1				9
	mourned:1,death:1	aunt:1		men:2,lady:2		sure:1,love:1,like:1,good:1,courage:1,beloved:1,ready:1,accepted:1		love:1		10
	death:1	mother:1		lady:2		courage:1,loyalty:1,free:1	lord:1			11
murdered:1,murder:1,killing:1	murdered:1,murder:1,killing:1	mother:1		lady:2,woman:1,children:1,men:1	killing:1	save:1,please:1				12
	death:1	uncle:1,married:1,aunt:1,family:1	family:1	lady:3		beloved:1,safe:1,please:1,forgive:1,friend:1				13
										14
				boy:1		good:1				15
				lady:2						16
threat:1		mother:1		lady:2,girls:2		safe:1,like:1				17
threat:2,blame:1,murdered:1,hate:1,danger:1	murdered:1,death:1	daughter:5,father:2,sister:1,family:1	family:1	baby:1,boy:1,people:1,children:1,child:1	whore:1,worried:1			whore:1		18
war:1	war:1	daughter:1,son:1	home:1,gardens:1	man:1	war:1	better:2,promised:1,grace:1				19
hate:1,hates:1	dies:1	sister:1,mother:1		people:1		like:3,certainly:2,won:2,fine:2,adore:1,dear:1,nice:1,agree:1,important:1,definitely:1				20
fucking:1		sister:2,father:1,mother:1		person:2,people:1		good:1,like:1,thank:1		fucking:1	fucking:1	21
		sister:1,married:1		girl:1		good:3,better:2,beautiful:1,love:1,pleasure:1,important:1		love:1		22
					disturbed:1					23
war:2,murdered:1,murder:1	war:2,murdered:1,death:1,mourn:1,murder:1,bury:1,dead:1	brother:3,father:1	gardens:2	girl:1,people:1	war:2	love:1,lucky:1		love:1		24
kill:1	kill:1	sisters:1,brothers:1,brother:1		girls:1	kill:1	loved:1,happy:1		loved:1		25
fight:1		sons:2		people:1	whore:1	nice:1		whore:1		26
		sons:1				useful:1				27
kill:1	kill:1	families:1,family:1,son:1	families:1,family:1	men:1,man:1,citizens:1	lower:1,kill:1	great:2,well:2,better:2,valuable:2,grace:2,please:1,free:1,pride:1,hope:1				28
mad:2,enemies:2,lies:1		father:1			mad:2,enemies:2,lies:1	grace:2,please:1,thank:1	mercy:1			29
murdered:1,rebellion:1,mad:1,killed:1,enemies:1	murdered:1,killed:1,alive:1	father:2,fathers:1,sons:1,son:1		men:1,people:1	screamed:1,mad:1,killed:1,enemies:1	grace:2,laughed:1,thank:1				30
fucking:1,cunt:1				man:1		best:3,good:1,like:1,agreed:1,careful:1,well:1	lordship:1	fucking:1	fucking:1,cunt:1	31
kill:1,shit:1	kill:1			people:2,man:1	kill:1,shit:1	great:1,good:1,talent:1,promise:1,well:1,liked:1,hope:1			shit:1	32
kill:1	kill:1			people:1	kill:1	grace:4,thank:3,like:1,won:1,thanks:1,satisfied:1,comfortable:1				33
		uncle:1,son:1		woman:1,man:1		useful:1,good:1,fine:1,grace:1				34
				man:2		grace:5,grand:2,good:1,honored:1,loyalty:1,wisdom:1,honor:1,interest:1	lord:1			35
war:2	war:2	brother:3,uncle:1		man:1	war:2	better:1,please:1,kind:1,well:1,like:1				36
		mother:1				good:1,like:1	lord:1			37
	died:1	mother:2,sisters:1		people:1		fine:1,wonderful:1,sure:1,well:1,promise:1				38
		father:2,sisters:1		baby:1,people:1		like:2				39
		father:1,mother:1		people:2,girl:1		grace:1,nice:1	mercy:2			40
	alive:1	niece:1	house:1	girl:1,child:1,lady:1,people:1,man:1		grace:2,free:2,won:1,like:1,amuses:1,respect:1,kindness:1	lord:1,mormont:1			41
punish:2		brother:2,father:1		men:1,man:1	unpleasant:1,doubt:1,weak:1,difficult:1	bravery:2,like:1,win:1,grace:1,pleasant:1,loyal:1,reward:1,honor:1	lord:1			42
bastard:2		father:1			seriously:1	happier:1,like:1	lord:3		bastard:2	43
attack:1,battles:1				boy:1,man:1		true:2,loyally:1,nice:1	lord:1			44
battle:1,lies:1				baby:1,girl:1,lady:1	lies:1	better:1,love:1,like:1,lover:1,well:1,friend:1	lord:1	love:1,lover:1		45
battle:1,fought:1,defense:1,killed:1	death:1,killed:1			children:1,women:1	defense:1,killed:1	bravely:1,certainly:1,true:1	lord:2,mormont:2			46
fought:1,argue:1				man:2,girl:1		loved:1,friends:1,love:1		loved:1,love:1		47
										48
										49
	dead:1			men:1	scared:1,lost:1	like:1,nice:1				50
				girl:1,man:1						51
										52
										53
cut:1						great:1				54
										55
										56
										57
			door:1			grace:1				58
										59
