anger	death	family	home	humans	negative_affect	positive_affect	religion	sexual	swear	chunk
0	0	0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1
2	0	0	0	0	1	1	0	2	2	2
1	0	0	1	4	0	1	0	1	2	3
3	0	0	0	1	1	3	0	0	3	4
0	0	0	0	0	0	0	0	0	0	5
0	1	2	0	0	0	0	0	0	0	6
2	2	0	0	2	2	0	1	0	1	7
0	1	0	0	1	0	1	0	0	0	8
1	0	0	0	0	1	0	0	0	0	9
0	0	0	0	1	1	8	0	2	0	10
0	0	0	0	0	0	2	0	0	0	11
3	1	0	0	1	1	2	0	0	0	12
0	0	0	0	0	0	0	0	0	0	13
0	0	1	0	0	0	3	0	0	0	14
0	0	0	0	0	0	3	1	0	0	15
0	0	0	0	0	0	0	0	0	0	16
0	5	1	0	0	0	3	3	0	0	17
3	0	1	0	1	3	4	1	0	0	18
2	0	0	2	4	0	0	1	1	2	19
1	0	1	2	0	1	3	1	0	0	20
0	2	1	1	5	1	3	1	1	0	21
1	1	2	1	5	0	3	0	0	0	22
1	0	2	2	2	0	3	4	0	1	23
4	0	3	0	0	2	1	2	0	0	24
0	0	3	1	5	1	7	2	1	0	25
1	0	3	0	3	1	8	6	3	0	26
0	0	1	3	1	1	5	1	2	0	27
2	1	1	1	3	1	3	2	0	0	28
2	2	2	1	3	1	6	2	1	1	29
0	0	0	0	0	0	0	0	0	0	30
0	0	0	0	0	0	0	0	0	0	31
0	0	0	0	2	0	0	0	0	0	32
2	0	0	0	0	0	1	0	0	0	33
2	1	2	0	2	0	0	0	0	0	34
3	4	1	0	2	2	8	0	3	0	35
0	0	0	0	0	0	0	0	0	0	36
0	1	1	0	1	1	1	1	0	0	37
0	0	0	0	0	0	0	0	0	0	38
0	0	2	1	0	0	2	0	0	0	39
0	0	0	0	3	0	0	0	0	0	40
0	0	0	1	1	0	2	0	0	0	41
10	7	0	0	1	9	6	0	0	2	42
0	1	3	2	4	0	2	1	0	2	43
0	5	2	2	1	2	2	1	0	0	44
0	0	0	0	0	0	3	1	0	0	45
2	2	3	0	1	0	2	0	0	0	46
2	3	4	1	0	2	6	0	0	0	47
2	0	0	0	2	0	6	0	0	0	48
0	1	0	1	1	0	2	0	0	0	49
2	2	2	1	3	1	0	0	1	1	50
1	1	0	0	0	2	0	0	0	0	51
3	0	0	0	0	0	4	0	0	0	52
4	4	2	0	3	3	2	1	0	0	53
1	1	1	0	1	1	0	0	0	1	54
8	6	1	0	2	2	0	1	3	0	55
3	2	0	0	1	1	0	0	1	0	56
6	6	0	0	3	3	0	1	2	0	57
2	2	0	1	1	1	1	0	1	0	58
0	0	0	0	0	0	1	0	0	0	59
