anger	death	family	home	humans	negative_affect	positive_affect	religion	sexual	swear	chunk
{}	{}	{'margaery': 2, 'family': 3, 'intimate': 1, 'marry': 2, 'brother': 1, 'formal': 1}	{'family': 3, 'evidence': 1}	{}	{}	{'that': 1, 'have': 2, 'hand': 1}	{}	{}	{}	0
{}	{}	{'broken': 1, 'woman': 1, 'march': 1, 'maybe': 1, 'make': 1, 'remaining': 1, 'man': 2}	{}	{'boy': 1, 'girl': 1, 'woman': 1, 'lady': 1, 'man': 2}	{'since': 1}	{'like': 1, 'shall': 2, 'free': 1, 'better': 1, 'broken': 1, 'window': 1, 'looks': 1, 'save': 1}	{'since': 1}	{'who': 1}	{'danger': 1}	1
{}	{}	{}	{}	{}	{}	{}	{}	{}	{}	2
{}	{'died': 1}	{'command': 1, 'brothers': 1, 'commander': 1}	{}	{'command': 1, 'commander': 1}	{}	{'foolhardy': 1, 'have': 2}	{}	{'who': 1}	{}	3
{}	{}	{'commander': 1}	{}	{'commander': 1}	{}	{'what': 1, 'thank': 2, 'hope': 1}	{}	{'dragonglass': 1, 'honesty': 1, 'hope': 1}	{'dragonglass': 1}	4
{}	{}	{'king': 1, 'brother': 1}	{}	{}	{}	{'like': 2, 'that': 3}	{}	{}	{}	5
{}	{}	{}	{}	{'lady': 1}	{}	{'what': 2}	{}	{}	{}	6
{}	{}	{'broken': 1, 'family': 2, 'son': 1}	{'room': 1, 'family': 2}	{}	{}	{'broken': 1, 'what': 1, 'already': 1, 'have': 1, 'has': 1, 'window': 1}	{}	{}	{}	7
{}	{}	{}	{}	{}	{}	{}	{}	{}	{}	8
{}	{}	{'looking': 1, 'mother': 1}	{}	{}	{}	{'looking': 1, 'have': 1, 'that': 1}	{}	{}	{}	9
{}	{'good': 1}	{'maester': 1, 'king': 1, 'man': 1, 'brother': 1, 'kinder': 1}	{}	{'man': 1}	{}	{'gentler': 1, 'kinder': 1, 'that': 1, 'good': 1, 'chained': 1}	{}	{}	{}	10
{}	{'blood': 1}	{'commanders': 1}	{}	{'commanders': 1}	{'losing': 1}	{'has': 1}	{'losing': 1, 'dozen': 1}	{}	{}	11
{'made': 1}	{}	{'expected': 1, 'marrying': 1, 'made': 1}	{}	{}	{'made': 1}	{'half': 1, 'happy': 1}	{}	{'how': 1}	{}	12
{'warden': 1, 'wardeness': 1}	{'warden': 1, 'wardeness': 1}	{'commander': 1, 'stepmother': 1, 'brother': 1, 'son': 1}	{'warden': 1, 'wardeness': 1}	{'boy': 1, 'lady': 1, 'commander': 1}	{'warden': 1, 'wardeness': 1}	{'happens': 1, 'what': 2, 'trueborn': 1, 'that': 1, 'respected': 1, 'stroke': 1, 'have': 2, 'winterfell': 2, 'has': 1, 'luck': 1}	{}	{'tested': 1, 'thousands': 1}	{}	13
{}	{}	{'brother': 1, 'commander': 1}	{}	{'tommen': 1, 'himself': 1, 'lady': 1, 'commander': 1}	{}	{'winterfell': 1, 'like': 1, 'half': 1}	{}	{}	{}	14
{}	{}	{}	{'home': 1}	{'lady': 1}	{}	{'chamber': 1, 'winterfell': 1}	{}	{'home': 1, 'hold': 1, 'bird': 1, 'should': 1}	{}	15
{}	{'food': 1, 'rode': 1, 'died': 1}	{}	{}	{'men': 1}	{'lose': 1}	{'what': 1}	{}	{'horses': 1, 'else': 1}	{}	16
{'forward': 2}	{'forward': 2}	{'king': 2, 'marching': 1, 'march': 4, 'many': 1}	{}	{'many': 1}	{'forward': 2, 'lost': 1}	{'winter': 3, 'retreated': 1, 'hard': 1, 'grace': 1, 'better': 1, 'won': 1, 'have': 1, 'winterfell': 1, 'than': 1, 'retreat': 1}	{}	{'how': 1, 'who': 2, 'those': 1, 'should': 1}	{}	17
{}	{}	{'king': 1, 'man': 1}	{}	{'myself': 1, 'yourself': 3, 'battlements': 1, 'man': 1}	{}	{'what': 1, 'winterfell': 1, 'great': 1, 'have': 2, 'grace': 1}	{}	{'trust': 3, 'trusted': 1}	{}	18
{'made': 1}	{'blood': 2, 'dead': 1}	{'king': 2, 'moment': 1, 'made': 1}	{}	{'moment': 1}	{'made': 1, 'lost': 1}	{'better': 1, 'has': 1, 'have': 4, 'that': 1}	{}	{'shown': 1}	{}	19
{}	{}	{'looking': 1, 'man': 2}	{}	{'girl': 2, 'man': 2}	{}	{'looking': 1, 'better': 1, 'love': 2, 'pretty': 2, 'hands': 1, 'harbor': 1, 'than': 1}	{}	{'bit': 1, 'love': 2}	{}	20
{'warning': 1, 'fuck': 1, 'lying': 1}	{'warning': 1}	{'brother': 2}	{'room': 1}	{}	{'warning': 1, 'lying': 1}	{'that': 1, 'hand': 1, 'look': 1, 'have': 1, 'shake': 1}	{}	{'ass': 1, 'hog': 1, 'fuck': 1, 'bitch': 1}	{'ass': 1, 'fuck': 1}	21
{}	{}	{}	{}	{'yourself': 1}	{}	{'chances': 1, 'hands': 1, 'save': 1, 'lover': 1}	{}	{'bit': 1, 'lover': 1}	{}	22
{'whatever': 1}	{}	{'kind': 1, 'next': 1, 'palm': 1, 'man': 1}	{}	{'man': 1}	{}	{'happens': 1, 'what': 2, 'like': 1, 'hadn': 1, 'that': 1, 'had': 1, 'kind': 1, 'whatever': 1, 'hand': 1, 'have': 3, 'care': 2}	{}	{'ghost': 1}	{}	23
{}	{}	{}	{}	{}	{}	{}	{}	{}	{}	24
{}	{}	{}	{}	{}	{}	{}	{}	{}	{}	25
{'fought': 1}	{}	{'king': 1, 'repay': 1, 'woman': 1}	{}	{'woman': 1, 'himself': 1, 'men': 1}	{'single': 1}	{'great': 1, 'khal': 1, 'have': 1}	{'single': 1}	{'house': 1, 'honors': 2, 'bidding': 1}	{}	26
{}	{}	{}	{}	{}	{}	{'funny': 2, 'great': 1, 'have': 2, 'that': 1}	{}	{}	{}	27
{'warrior': 1, 'made': 1}	{'warrior': 1}	{'king': 2, 'made': 1, 'may': 1, 'paid': 1, 'sons': 1, 'marriage': 1, 'smart': 1, 'man': 1}	{}	{'girl': 1, 'men': 1, 'man': 1}	{'warrior': 1, 'made': 1}	{'funny': 1, 'thank': 2, 'that': 1, 'harpy': 1, 'free': 1, 'have': 1, 'hands': 1, 'has': 1, 'freed': 1}	{}	{'how': 1, 'who': 1, 'should': 1}	{}	28
{}	{}	{'make': 1, 'knocking': 1, 'marry': 1, 'man': 1}	{'petty': 1, 'competition': 1}	{'man': 1, 'yourself': 1}	{}	{'what': 1, 'has': 1, 'have': 2}	{}	{'choice': 3, 'without': 2, 'competition': 1, 'else': 1}	{'competition': 1}	29
{}	{}	{'person': 1, 'make': 1, 'masters': 3}	{}	{'person': 1}	{}	{'great': 2, 'what': 1, 'free': 1, 'like': 1}	{}	{'who': 1}	{}	30
{'whatever': 1}	{'gods': 1, 'good': 1, 'bloody': 1}	{'spar': 1, 'sparrow': 1, 'man': 2}	{}	{'lady': 1, 'man': 2}	{}	{'whatever': 1, 'good': 1, 'either': 1, 'have': 2, 'that': 1}	{}	{'thorns': 1, 'who': 1, 'should': 2}	{'bloody': 1}	31
{'homilies': 1, 'granddaughter': 2, 'lied': 1}	{'gods': 2}	{'commands': 1, 'grandson': 2, 'demands': 1, 'make': 1, 'imagine': 1, 'sons': 2, 'spare': 1, 'demand': 1}	{'hidden': 1}	{'commands': 1, 'demands': 1, 'fishermen': 1, 'demand': 1, 'lady': 1, 'yourself': 1}	{'homilies': 1, 'lied': 1}	{'has': 1, 'what': 2, 'pride': 1, 'grandson': 2, 'granddaughter': 2}	{'sacred': 1}	{'homilies': 1, 'how': 1, 'who': 1}	{}	32
{'applied': 1}	{'gods': 1}	{'margaery': 1, 'passages': 1, 'manner': 1, 'text': 1, 'make': 1, 'brother': 1}	{}	{'manner': 1, 'grandchildren': 1, 'men': 1, 'lady': 1, 'children': 1, 'women': 1}	{'applied': 1}	{'shagging': 1, 'have': 2, 'grandchildren': 1, 'half': 1}	{'holy': 1, 'sacred': 2}	{'house': 1, 'horse': 1, 'passages': 1, 'holy': 1, 'who': 2}	{'passages': 1}	33
{}	{}	{'many': 2, 'make': 1}	{}	{'many': 2, 'lady': 1, 'yourself': 1}	{}	{'better': 1, 'has': 2, 'love': 1, 'won': 1, 'have': 1}	{}	{'house': 1, 'love': 1}	{}	34
{}	{}	{'king': 1, 'matter': 2, 'prison': 2, 'brother': 1, 'kingdoms': 1, 'anticipated': 1}	{}	{'yourself': 1}	{}	{'what': 1, 'had': 1, 'have': 1, 'grandfather': 1}	{}	{'how': 1, 'hold': 1, 'who': 1}	{}	35
{'war': 2}	{'war': 2}	{'king': 1, 'despair': 1, 'sparrow': 1}	{}	{'himself': 1}	{'war': 2}	{'have': 1, 'love': 3, 'casualty': 1, 'behalf': 1, 'that': 1}	{}	{'who': 1, 'love': 3, 'those': 1}	{}	36
{}	{}	{'matters': 1, 'moment': 1, 'sister': 1, 'brother': 1}	{}	{'boy': 2, 'moment': 1, 'children': 1}	{}	{'harm': 1, 'have': 1, 'that': 1, 'win': 1, 'freedom': 1, 'happiness': 1}	{}	{}	{}	37
{'made': 1}	{'good': 1}	{'matters': 1, 'made': 1, 'mother': 1}	{'home': 3}	{}	{'made': 1}	{'looked': 1, 'what': 1, 'good': 1, 'happening': 1, 'that': 2, 'had': 1, 'hair': 1, 'have': 1, 'hands': 1, 'hopes': 1, 'happen': 1, 'has': 1}	{}	{'hopes': 1, 'how': 1, 'trystane': 1, 'home': 3}	{'dangerous': 1}	38
{}	{'die': 1, 'good': 1, 'code': 2}	{'matter': 1, 'amazing': 1, 'woman': 1, 'brothers': 2, 'dornishman': 3, 'many': 1, 'marry': 1}	{}	{'dornishman': 3, 'woman': 1, 'men': 2, 'many': 1}	{'singer': 1}	{'what': 1, 'good': 1, 'love': 1, 'have': 3, 'wonderful': 1, 'lucky': 1}	{'singer': 1}	{'love': 1, 'trystane': 1, 'tasted': 2, 'how': 2}	{}	39
{}	{}	{'king': 2, 'woman': 2, 'kingdoms': 1}	{}	{'woman': 2, 'women': 4}	{}	{'what': 2, 'great': 1, 'than': 2, 'thank': 1}	{}	{'without': 1}	{}	40
{}	{}	{}	{}	{'ointment': 1}	{}	{'asshai': 1, 'what': 1, 'like': 1, 'special': 1}	{}	{'how': 2, 'asshai': 1}	{'asshai': 1}	41
{}	{}	{'woman': 1, 'makes': 1, 'skin': 1}	{}	{'woman': 1}	{'single': 1}	{'handsome': 1}	{'single': 1}	{'who': 2}	{}	42
{}	{}	{'exist': 1}	{'appetites': 1}	{'establishment': 1, 'desires': 1}	{}	{'like': 2, 'that': 1}	{}	{'appetites': 1}	{'appetites': 1}	43
