anger	death	family	home	humans	negative_affect	positive_affect	religion	sexual	swear	time	season	episode
										20	2	1
killed:2,damn:1	killed:2	daughters:2,wives:1		people:2,girl:1,girls:1	killed:2	like:3			arse:1,damn:1	21	2	1
		daughters:3,marries:2,sons:1		boys:1,people:1		good:2,like:1				22	2	1
bastard:2		daughters:3		girl:1		good:1,prettier:1,pretty:1,nice:1			bastard:2	23	2	1
		brothers:1				friend:2,good:1				24	2	1
	die:1	husband:1,wife:1		men:1		better:1,lovely:1,safe:1,free:1	lord:1			25	2	1
jealous:1		wives:2	bed:1	man:2,boys:1	jealous:1,loses:1	warm:1,good:1,welcome:1				26	2	1
							lord:2			27	2	1
	dead:1	fathers:1		men:1		eager:1,treat:1,freeze:1				28	2	1
piss:1									piss:1	29	2	1
							lord:1			30	2	1
war:1,killed:1	war:1,killed:1	brother:1		woman:1	war:1,killed:1	loyal:1,like:1,truth:1,win:1,truths:1,trusts:1	lord:1			31	2	1
		brother:5	house:1	boy:2,girl:1		love:2,beloved:2,harmless:1,truth:1,grace:1,honor:1		love:2,incest:1		32	2	1
enemy:1		brother:1		man:2,men:1	enemy:1,ignorance:1	peace:2,true:2,sure:1,support:1,well:1,loyalty:1,truth:1,grace:1	lord:4			33	2	1
destroy:1,war:1	war:1				destroy:1,war:1	well:1,true:1,grace:1,honor:1	lord:1			34	2	1
				man:1						35	2	1
		father:1,son:1		girl:1		safekeeping:1,fond:1,rich:1				36	2	1
destroyed:1,battle:1,killed:1,insulted:1,insult:1	killed:1		house:1	boy:5,men:1	destroyed:1,wrong:1,killed:1,insulted:1,insult:1	trust:2,loyalty:1,smart:1,like:1	lords:1			37	2	1
bastard:1,killed:1	killed:1	son:2,father:2,cousins:1,fathered:1,brother:1	window:1		killed:1,lost:1	true:3,peace:1,like:1,truth:1			bastard:1	38	2	1
	corpsey:1,dead:1					better:1,well:1,like:1				39	2	1
liars:4,shit:2,fuck:1	dead:1		balcony:1		liars:4,shit:2	love:4,great:1,good:1,truth:1,trust:1,careful:1,well:1		love:4,fuck:1	shit:2,fuck:1	40	2	1
liar:1		daughter:1		man:1	liar:1	grace:2,truth:2,favor:1	lord:1			41	2	1
		family:2	family:2,home:1	boy:1,girl:1,man:1,self:1,people:1		well:2,glad:1,like:1,created:1,friends:1,trusting:1,value:1				42	2	1
cut:1		sisters:1,daughter:1,families:1,brothers:1,family:1	home:1,families:1,family:1	boys:1,girls:1	sadly:1	affections:2,truth:2,loved:1,well:1,certain:1		loved:1		43	2	1
		sisters:1,cousins:1,father:1,family:1	family:1	girl:1	whores:1	peace:1,appreciate:1,grace:1		whores:1		44	2	1
	crypts:1,funerals:1,died:1	families:1,sister:1,father:1,brother:1,son:1	families:1	men:1		grace:2,honorable:1,peace:1,honor:1,free:1				45	2	1
fight:1	dead:1				reject:1	grace:3,glad:1,like:1				46	2	1
fought:2,fight:1		father:3,son:1		men:3,man:1		honorable:1,trust:1,won:1,free:1,like:1	lord:1			47	2	1
rebel:1,rebelling:1,rebels:1,war:1,fighting:1,rebellion:1	war:1	father:2,married:1		girls:1	war:1	trustworthy:1,trust:1	lord:1			48	2	1
		family:1	home:2,family:1	boys:1,girls:1,boy:1		trust:1,good:1,peace:1	lords:2			49	2	1
		father:1				promise:1,proud:1,well:1	lord:1			50	2	1
battle:1,stupidity:1	dead:1	grandfather:2,uncle:1	room:2	men:1,women:1	weak:1	sure:1,value:1,luck:1				51	2	1
danger:2,bastards:1,fucked:1,enemies:1,disgusting:1,war:1	war:1	uncle:1,father:1		children:1,women:1	weaken:1,disgusting:1,war:1,enemies:1			fucked:1	fucked:1,bastards:1	52	2	1
ridiculous:1,punishable:1	death:1	mother:1			ridiculous:1	ease:1,passion:1		passion:1		53	2	1
dumb:1			house:1	man:1,people:1	dumb:1,slut:1	beautiful:1,like:1	lord:2	slut:1	dumb:1	54	2	1
						good:1,care:1	lord:2			55	2	1
bastard:1,kill:1	kill:1		room:2,house:1		kill:1	please:5			bastard:1	56	2	1
bastard:1						please:1			bastard:1	57	2	1
										58	2	1
										59	2	1
war:1	war:1	father:2,brother:2,daughters:2,marries:1,sons:1,cousins:1,wives:1		boys:1,man:1,boy:1	losing:1,war:1,loses:1	peace:1	lord:1	incest:1		0	2	2
bastard:1,fought:1,bastards:1,disgusting:1		father:3,uncle:1,son:1		men:2,children:1	disgusting:1	trustworthy:1,won:1,well:1,original:1			bastard:1,bastards:1	1	2	2
										2	2	2
										3	2	2
				man:5,boy:3		okay:1,ready:1,friends:1,lovely:1,forgiveness:1,honor:1,friend:1				4	2	2
stupid:1,fuck:1,shit:1			home:1	boy:1	scare:2,shit:1	nicely:1,courage:1,free:1		fuck:1	fuck:1,shit:1,bloody:1	5	2	2
				people:1	low:1,worry:1	funny:1,well:1			arse:1	6	2	2
bastard:1	die:1		home:2	boy:2,men:1		good:1,reward:1			bastard:1	7	2	2
battle:1		father:1	kitchens:1			lovely:1,friend:1,bravery:1	lord:1,belief:1			8	2	2
		father:1		men:1	disadvantages:1	friends:3,good:2,like:1,welcome:1,brighter:1,important:1,glad:1,easy:1,dear:1,friend:1,best:1,likes:1	lord:3			9	2	2
threats:1,threatened:1,threaten:1				man:1	disappointed:1	played:1,honor:1,free:1,like:1	lord:2			10	2	2
		cousin:2,father:2,brother:1				grace:3,faith:1,good:1,safe:1,perfected:1	spirit:2,faith:1			11	2	2
lies:1,kill:1,attacked:1,war:1,fighting:1,killing:1	dead:3,kill:1,war:1,killing:1			men:3,man:2,people:1	lies:1,kill:1,war:1,lost:1,killing:1		lord:1,mormont:1			12	2	2
greedy:1	die:1,died:1	mother:1,wives:1	bed:1	woman:1,men:1,man:1	serious:1,shook:1	dignity:1,confidence:1,brave:1,blessed:1,like:1	blessed:1			13	2	2
						well:2,sure:1,nice:1				14	2	2
	ghost:2	daughters:1			hurt:1	sure:1,brave:1				15	2	2
cruel:2,mad:2				boy:2,baby:1	mad:2,risk:1,lose:1	please:2,won:1	lord:1	pregnant:1		16	2	2
				baby:1,person:1,girl:1			mormont:1			17	2	2
										18	2	2
				woman:1		like:2				19	2	2
										20	2	2
		father:1		child:1		like:1	lord:1			21	2	2
blame:1,rapers:1		father:2		men:2,women:1		better:1,smiling:1,trust:1,love:1,excited:1		rapers:1,love:1		22	2	2
punish:1		wives:2,father:1,wife:1		women:1	whore:1	good:1		whore:1		23	2	2
						sincerest:1,good:1,friend:1,please:1,accept:1,care:1				24	2	2
killed:1	killed:1			baby:1	killed:1,hurt:1	grace:1	lord:2			25	2	2
			house:1,houses:1	baby:1,girl:1,girls:1	sad:1	like:2,pleasure:2,beautiful:1,kind:1,lovely:1,intelligent:1,happy:1				26	2	2
hate:1				men:2,girl:1	losses:2,sad:1	happy:2,lovely:1,definitely:1,succeeded:1,wealthy:1				27	2	2
damn:1	mourn:1			boy:1,child:1		happy:2,good:1	lord:2		damn:1	28	2	2
bastards:2,murder:1,jealous:1,nasty:1,wars:1,killing:1	murder:1,killing:1	sister:2,brother:1		woman:1,babies:1,people:1	jealous:1,wars:1,killing:1	fine:2,peace:2,better:1,good:1,please:1,sure:1	lord:2		bastards:2	29	2	2
war:1	war:1,slaughtered:1	father:1	room:1	men:2,children:1,man:1	war:1	loyalty:2,honor:2,better:1,like:1,interest:1,appreciate:1,friend:1	lord:1			30	2	2
brutal:1				men:1		safe:2,enjoy:1,beautiful:1,well:1,surprisingly:1,hope:1,friends:1,friend:1	lord:1			31	2	2
murder:1	murder:1	mother:1		boys:1,infant:1,girl:1		friends:2	lord:1	breast:1		32	2	2
battle:5,battles:3,liar:1,kill:1,fighting:1,fight:1	kill:1			man:2,men:1	liar:1,kill:1					33	2	2
insult:2,idiot:1,liar:1				people:1	insult:2,idiot:1,liar:1	good:2,well:1,care:1		ass:1	ass:1	34	2	2
bastards:1,stupid:1,kill:1,stupider:1,piss:1	died:3,kill:1,dead:1	mom:3,father:1		girl:3,girls:1	kill:1	true:1,well:1,luck:1	lord:3	cock:1	bastards:1,cock:1,piss:1	35	2	2
pissing:1,liar:1,piss:1		father:1,sister:1,daughter:1,mother:1	house:1,home:1	lady:3	liar:1	won:1,well:1	lord:1	cocks:1	pissing:1,cocks:1,piss:1	36	2	2
		son:1		lady:2		well:1				37	2	2
				woman:1,women:1		like:4				38	2	2
		father:1		man:1	worry:1	better:1,free:1	lord:1			39	2	2
		father:1,grandchildren:1		boy:1,children:1,man:1		lucky:1				40	2	2
offend:1	corpse:1	daughter:1				pleasure:1,fine:1	lord:1			41	2	2
fought:1		son:2,brothers:2,brother:2,father:1		boy:1,man:1	whore:1	true:2,like:1		whore:1		42	2	2
destroy:1,attack:1,enemies:1		brother:1,grandchildren:1,son:1			destroy:1,enemies:1	dear:1,good:1,easy:1		cock:1	cock:1	43	2	2
killed:2,attack:1	killed:2,die:1,dead:1	sister:1,father:1,brother:1		men:2,boy:1,woman:1,man:1	killed:2	won:1				44	2	2
battlefield:1,fight:1,war:1,insulted:1,fighting:1	war:1	brother:1		man:2,baby:1	smugglers:1,worst:1,war:1,insulted:1	honorable:1,treasury:1,honor:1,smart:1,loyalty:1				45	2	2
				man:2,men:1	wrong:1	promise:3,promises:1,clever:1,richest:1,good:1,easy:1,excellent:1,true:1				46	2	2
fuck:4,rape:2,war:1,attacking:1	drown:1,war:1	son:1		boy:1,woman:1,people:1	war:1	true:4,better:1,well:1	lord:1	fuck:4,rape:2	fuck:4	47	2	2
			gates:1	people:1,man:1	smuggler:1	promise:3,funny:1,love:1,glory:1,win:1,honest:1,rich:1,true:1		love:1		48	2	2
mocking:1		mother:1	home:2	men:1,man:1		truly:1,trust:1,fine:1,won:1,blessed:1	pray:4,prayed:1,praying:1,blessed:1,holy:1			49	2	2
	slaughters:1,dead:1	father:1		people:2,babies:1	losing:1,difficult:1	care:1	lord:1			50	2	2
lying:1			bed:1		seriously:1,worse:1,lying:1	funny:2,care:1,jokes:1				51	2	2
	death:1	mother:3				grace:2,joke:1				52	2	2
fighting:1,fight:1				men:2		well:1,share:1,won:1,trusted:1,wiser:1,trust:1,grace:1,friend:1	lord:1			53	2	2
war:1	death:2,war:1	brother:1		men:2	war:1	faith:2,true:1,wins:1	lord:2,faith:2,pray:1			54	2	2
damn:1		brother:1,wife:1		men:1	weak:1		lord:1		damn:1	55	2	2
disgusts:1	death:1	son:2,sons:1			disgusts:1					56	2	2
										57	2	2
										58	2	2
										59	2	2
		daughters:1		boy:3,baby:1,men:1		good:2,friend:2,friends:2,enjoy:1,safe:1,well:1,glad:1,hope:1				0	2	3
attack:2,destroy:1,killed:1,enemies:1	die:1,killed:1,dead:1	brother:1,son:1		men:2,man:1	destroy:1,killed:1,enemies:1	good:1,original:1	lord:1			1	2	3
										2	2	3
bastard:1									bastard:1	3	2	3
				baby:1,newborn:1,men:1			lord:2			4	2	3
murdering:1,killing:1,crueler:1,wars:1,fight:1	murdering:1,death:1,killing:1	uncle:1		boys:2,men:1,children:1	wars:1,killing:1	like:2				5	2	3
				child:1	lose:1	ready:1				6	2	3
		mother:2,father:1				giving:1,please:1				7	2	3
						giving:1,safe:1				8	2	3
kill:1,lying:1	kill:1			people:1	kill:1,lying:1					9	2	3
	dying:1	father:1				true:2,well:1				10	2	3
	dead:1			boy:1,children:1,boys:1	dull:1	special:1				11	2	3
										12	2	3
fought:1		father:1		lady:1		well:1,promised:1				13	2	3
fought:1		brother:1		lady:1		honor:2,grace:2,safe:1,love:1,champion:1		love:1		14	2	3
murder:1	murder:1	son:1,husband:1,wife:1	house:1	lady:4	loss:1	kind:1,welcome:1,honored:1,pleased:1,grace:1	lord:3			15	2	3
war:3,fighting:1	war:3	son:3,mother:1		lady:1	war:3,worry:1	share:1,playing:1				16	2	3
fought:1				lady:3,men:1,man:1		grace:3,won:2,better:1,good:1,bravely:1,like:1,bold:1	pray:1			17	2	3
battlefield:1,fought:1,bitch:1,angry:1,lying:1,fight:1	die:1	brother:1		lady:1	lying:1	please:1			bitch:1	18	2	3
		father:2		boy:2		like:1				19	2	3
attack:1,fought:1,bitch:1,fight:1		daughter:1,father:1		men:1		stronghold:1,perfect:1,careful:1,securing:1			bitch:1	20	2	3
destroy:1	dead:1	brothers:1		woman:1	destroy:1,risk:1	won:2,easily:1,eager:1,wiser:1				21	2	3
		father:1,family:1	home:1,family:1	boy:2	weak:1	like:1				22	2	3
		father:1,family:1	kitchens:1,room:1,family:1	man:1	whore:1	won:2,good:1		whore:1		23	2	3
stupid:2,tricky:1,dangerous:1	alive:1	sister:1	kitchen:3,cleaning:1	girl:1,lady:1	weakness:3,hurt:1	compliment:2				24	2	3
war:1,fighting:1	war:1	married:1,mother:1			war:1	beautiful:1,darling:1,sure:1,grace:1				25	2	3
kill:1	kill:1	brother:1			kill:1	won:1,love:1,like:1		love:1		26	2	3
				lady:1	empty:1					27	2	3
			clean:1	lady:4,ladies:1	empty:1	well:1				28	2	3
shit:1				man:1	shit:1	thank:2,trust:1,please:1,grateful:1,wisdom:1	lord:3		shit:1	29	2	3
	grave:1	son:1	house:1			trusting:1,love:1,loyalty:1		love:1		30	2	3
destroy:1,fights:1		father:2		boy:1	destroy:1	convince:2,fond:1,promise:1,forgive:1	lord:1			31	2	3
war:1	war:1	son:1		men:1,people:1,man:1	war:1	gratitude:1,cared:1,adoration:1,helping:1,better:1,agreement:1	lord:1			32	2	3
		family:1	family:1			good:1,well:1,succession:1	lords:1			33	2	3
humiliated:1					hurt:1	devoted:1				34	2	3
jealous:2		father:1			jealous:2	charm:1,laugh:1,beauty:1,win:1,support:1,grace:1		virgins:1,virgin:1		35	2	3
						beautiful:1,better:1,like:1,lovely:1,grace:1,thank:1				36	2	3
						beauty:2,certainly:1				37	2	3
lies:1,enemies:1		brother:1			lies:1,enemies:1	play:1,save:1,happy:1				38	2	3
		daughter:1		baby:1	whore:1	like:2,best:1		whore:1		39	2	3
war:1,mad:1,raped:1	war:1	father:1,son:1		children:1	mad:1,war:1	safe:2,won:1,like:1,pretty:1,safest:1,support:1		seduce:1,raped:1		40	2	3
										41	2	3
	die:1,drowned:1,dead:1		house:1			bless:3,faith:1	bless:3,faith:1			42	2	3
	die:1,dead:1	marries:1		boy:1		stronger:1,appreciate:1,well:1				43	2	3
interrupt:1,hate:1		brother:1,mother:1			interrupt:1,shame:1	won:1,well:1,like:1,beloved:1				44	2	3
cut:1		sister:1			disappoint:1	please:2,loyal:2,giving:1,well:1,grand:1				45	2	3
poisoned:1,mad:1	die:1	father:1	house:1		mad:1	well:1,sure:1,please:1,like:1,truth:1	lord:2			46	2	3
				lady:1	worried:1	well:2,better:1,good:1,played:1,grand:1,pleased:1,friend:1	lord:1			47	2	3
kill:1	executioner:1,dies:1,death:1,kill:1,grave:1		room:1	man:2,men:1	kill:1,lost:1	great:2,favor:1,like:1,rich:1,fond:1,truly:1	lord:1,priest:1			48	2	3
trick:1				men:1,man:1						49	2	3
piss:1				men:1		well:1,like:1,honest:1			piss:1	50	2	3
damn:1		sister:1				sure:1,pretty:1			damn:1	51	2	3
villain:1	die:1	brother:3	doorstep:1	boy:1	villain:1	funny:1,good:1,nice:1				52	2	3
shit:1	bury:1,buried:1		bed:1	girls:1	shit:1	well:1,like:1	prayer:1		shit:1	53	2	3
fuck:1,fight:1	corpses:1	sons:1		men:1	lazy:1,whores:1,wrong:1	well:1		whores:1,ho:1,fuck:1	fuck:1	54	2	3
weapons:2,damn:1,bastard:1,bastards:1,hated:1				men:1	weapons:2	amory:1	lord:1		damn:1,bastard:1,bastards:1	55	2	3
fight:1				boy:4,man:1		sweet:1,free:1				56	2	3
						fine:1				57	2	3
				boy:1	wrong:1					58	2	3
bastard:1						loved:1		loved:1	bastard:1	59	2	3
										0	2	4
										1	2	4
fight:1	dead:1			man:1		better:1,strongest:1,good:1,prettier:1,pretty:1,care:1				2	2	4
prick:1									prick:1	3	2	4
idiot:1,pissed:1	dead:2				idiot:1				pissed:1	4	2	4
abuse:1,torturing:1		sisters:1,father:1,family:1	family:1	man:2	doubt:1	won:1,useful:1,pretty:1,well:1,please:1,grace:1	lord:1	naked:1		5	2	4
	die:1			men:3	hurt:1,lose:1	please:3,better:2,surely:1	lord:1			6	2	4
fights:2,hatred:1,killed:1	killed:1	family:3,father:1,son:1	family:3	boy:2	killed:1,lost:1,disadvantage:1	friends:1				7	2	4
kill:1,war:1,fighting:1	kill:1,war:1		home:1	boy:1	kill:1,war:1	win:1,strength:1,good:1,peace:1,lucky:1				8	2	4
outrage:1,vile:1,killing:1	slaughter:1,alive:1,killing:1	brother:5,mother:1		men:1	vile:1,killing:1	good:1,grace:1				9	2	4
				girl:2,lady:1		kind:2,pretty:2,careful:1,like:1				10	2	4
punishing:1,threatens:1,threatening:1,fight:1,kill:1,mad:1,threat:1,battle:1	kill:1	nephew:1,uncle:1,brother:1			kill:1,mad:1	liked:1,like:1,likes:1,grace:1,honor:1				11	2	4
cunt:1,poison:1		nephew:1		boy:1,lady:1	hurt:1	true:1,loyal:1,engagement:1,love:1,truth:1		love:1	cunt:1	12	2	4
		uncle:1				grace:3,won:2,happy:1				13	2	4
		uncle:1				grace:1				14	2	4
										15	2	4
		uncle:1				please:3,grace:3,pleasure:1				16	2	4
		brother:1			whoremonger:1	well:1,secured:1,favorite:1,grace:1	pray:1	whoremonger:1		17	2	4
	corpse:1	brother:1		man:1		like:3,loyal:2,supporting:1,trust:1,friends:1,loyalty:1,grace:1	lord:1			18	2	4
			gates:1		saddens:1	hope:1,like:1,affection:1,grace:1	lord:1			19	2	4
warfare:1,war:1	war:1	brother:1			doubt:1,warfare:1,war:1	pleasure:1,kind:1,grace:1,favors:1				20	2	4
		husband:2,married:1		girl:1	sadly:1,sad:1	good:1,interest:1,wealthy:1,interesting:1,affections:1,interested:1,best:1	lord:1			21	2	4
			gates:1,garden:1							22	2	4
	dead:2		garden:1	people:1		kind:1				23	2	4
	dead:1	sister:1,husband:1,son:1				please:2				24	2	4
										25	2	4
		husband:1		boy:1,lady:1,girls:1	lost:1	trusted:2,beautiful:1,faith:1,loved:1	faith:1	loved:1		26	2	4
		daughters:1		girls:2		safe:1				27	2	4
battle:1		son:1,mother:1				faith:2,good:2,agree:1,surprised:1	faith:2			28	2	4
	crypts:1	husband:1,family:1	family:1	man:1		honorable:1				29	2	4
										30	2	4
				boy:1						31	2	4
		brotherhood:3				please:4				32	2	4
		son:1				please:4,better:1,helpful:1				33	2	4
battle:1,fiery:1		brother:1		lady:1		relieved:1,sure:1,truly:1	lord:2,priestess:1,religion:1			34	2	4
enemy:1,foes:1		sons:1,brothers:1,husband:1,brother:1		lady:1,man:1	enemy:1,rigid:1	charmless:1,share:1,supporter:1	lord:2			35	2	4
destroy:1	death:1	mother:2,brother:2,son:1		man:2,men:1,children:1	destroy:1	friends:2		wombs:1		36	2	4
				men:1	sins:1	loved:1,welcome:1	lord:1,sins:1	loved:1		37	2	4
		mother:1	house:1				lord:2			38	2	4
skeptical:1	alive:1	mother:1		people:1,children:1,man:1	skeptical:1	honored:1,friends:1,beauty:1,friend:1,forgive:1				39	2	4
savages:1,liar:1,insulted:1	die:1		gates:2		savages:1,liar:1,insulted:1	respect:1,well:1,promised:1,value:1				40	2	4
destroy:1	die:1			girl:1	destroy:1,wronged:1	please:1,careful:1,true:1				41	2	4
threatens:1,savage:1		mother:1	gates:1	girl:1,people:1	savage:1,dooming:1	well:1	dooming:1			42	2	4
				lady:1,people:1		welcome:1				43	2	4
		brotherhood:1								44	2	4
						won:1,well:1	lord:3			45	2	4
idiot:1		cousin:1		boy:2,girl:2	idiot:1	safer:1,smart:1	lord:3			46	2	4
		sister:1				grace:2,great:1,helps:1,grand:1,trust:1,care:1				47	2	4
		mother:1	bedding:1,bed:1	girl:1		helping:1,loved:1,great:1,glad:1		loved:1		48	2	4
hated:1,fuck:1		sister:3,father:2				save:1,good:1,trust:1,grace:1,loves:1	lord:4,mercy:2	fuck:1,loves:1	fuck:1	49	2	4
		cousin:1,sister:1		woman:1		beautiful:1,faith:1,good:1,pleasure:1,smile:1,forgiveness:1,well:1	faith:1,lord:1			50	2	4
			pet:1,clean:1			grace:2,true:1,good:1,well:1,luck:1				51	2	4
tricks:1,punishment:1		son:1	clean:1	woman:1	smuggler:3	good:3,trust:1,hero:1,honest:1				52	2	4
wars:1			cleaner:2	woman:1	wars:1	true:1,surely:1,grace:1,win:1				53	2	4
evil:1				man:2,lady:1	rotten:1,unpleasant:1	good:4,well:1,champion:1,nice:1				54	2	4
		wife:2		women:2		love:1,like:1	lord:1	love:1		55	2	4
				children:1		brighter:1				56	2	4
										57	2	4
										58	2	4
										59	2	4
										0	2	5
										1	2	5
hostility:1		son:2,mother:1				friendship:1,interest:1				2	2	5
battle:1,enemy:1,fight:1,war:1,destroy:1	war:1	brother:2,son:2	houses:1		destroy:1,war:1,enemy:1	better:1,peace:1,please:1,loyalty:1,hope:1,luck:1				3	2	5
	die:1									4	2	5
	dead:1					won:1				5	2	5
murdered:1,fight:1	murdered:1,death:1	sister:1	home:1	lady:1		privilege:2	lord:1			6	2	5
cut:1,revenge:1	grave:1				revenge:1	true:1,good:1,please:1,won:1,smart:1				7	2	5
killed:1	killed:1				killed:1	grace:2,handsome:1				8	2	5
blame:1,attack:1		father:1,daughter:1		girl:1		clever:2,like:1,sweet:1,support:1,well:1,safety:1,innocent:1,respect:1,ready:1,superiority:1,safer:1				9	2	5
vile:1		cousin:1,sister:1,brother:1			vile:1	important:1,true:1				10	2	5
fucking:1,kill:1	kill:1				kill:1	please:1,truth:1,smart:1,care:1	holy:1	fucking:1	fucking:1	11	2	5
kill:2,torturing:1	kill:2,grieve:2	brother:2		boy:1,people:1,man:1	kill:2	grace:6,truth:2,please:2,love:1,pleasure:1,well:1,friend:1	lord:1	love:1		12	2	5
			doorstep:1	men:1,lady:1	wrong:1,doubt:1	loyal:1,won:1,like:1,truth:1,truths:1,loyalty:1,secure:1				13	2	5
attacking:1				lady:1	lose:1	won:2,truth:2,honored:1,happy:1,lucky:1,grace:1	lords:2,religion:1,preaching:1			14	2	5
kill:1,cut:1,humiliated:1	kill:1	father:1		people:1	kill:1	truths:1,good:1,well:1	lord:1			15	2	5
blame:2,argue:1		sister:1,brother:1	bed:1	people:1	rotten:2,lost:1,worried:1	admire:1,save:1,won:1,surprised:1	demon:2,monkey:2	incest:1		16	2	5
bitch:1						convince:1,welcome:1	demon:1,monkey:1		bitch:1	17	2	5
raping:1				women:1		well:3		raping:1		18	2	5
						better:1,enjoy:1,kind:1,thank:1				19	2	5
dump:1,piss:1		father:1,daughters:1	house:1	men:1	dump:1	good:1,prize:1,laugh:1,impressive:1,respect:1,true:1,like:1			piss:1	20	2	5
war:1,battles:1,warfare:1	war:1		home:1	men:2,boy:1	war:1,warfare:1	better:1,good:1,won:1,worship:1,sure:1,winning:1	lords:2,worship:1			21	2	5
		wife:2,cousin:1				profit:1,better:1,sure:1,well:1	lord:1			22	2	5
battle:1			maidenpool:3,house:2	girl:2		good:1	lord:3,lords:1			23	2	5
killed:2	killed:2				killed:2		lord:1			24	2	5
				girl:5,boy:1,man:1		friends:1				25	2	5
	death:1,deaths:1			man:3,girl:1	wrong:1	lovely:1				26	2	5
tortures:1,kill:1	kill:1	uncle:1		man:2,girl:1	kill:1	true:1				27	2	5
				men:1,man:1	sickening:1	love:2,beautiful:1,well:1,warm:1		love:2		28	2	5
stupid:1	die:1			men:3,people:1		like:2,please:1,smart:1				29	2	5
foes:1,piss:1						hurrah:1,friends:1,well:1,care:1	lord:1	cock:1	cock:1,piss:1	30	2	5
shit:2,offense:1,enemy:1	died:1			men:1	shit:2,enemy:1	well:1,perfecting:1,true:1,like:1,grand:1			shit:2	31	2	5
battle:1,insulting:1,cunts:1,tricks:1,wars:1,shit:1,insult:1	die:1	father:1		men:4,man:3	insult:1,wars:1,shit:1,insulting:1	win:1,well:1,friend:1	lord:1		cunts:1,shit:1	32	2	5
shit:1		sister:2	room:1		low:1,shit:1	won:1,wisdom:1			shit:1	33	2	5
						loves:1		loves:1		34	2	5
				men:2,man:2		wealthiest:2,like:2,thank:1,rich:1,happy:1,friend:1				35	2	5
idiot:1,rude:1					idiot:1,rude:1	wonderful:1,please:1,like:1				36	2	5
killing:1	killing:1	brother:1,mother:1		men:2	killing:1	better:2,kind:1,good:1,welcome:1	demonstration:1			37	2	5
	die:1,deaths:1	mother:1	house:2			welcome:1,honor:1				38	2	5
tricks:1		mother:1				true:1	mormont:1	lust:1		39	2	5
	died:1	mother:2,son:1	bed:1	lady:1,man:1		like:2				40	2	5
kill:1	death:1,kill:1,dying:1			lady:1,people:1	kill:1	safely:1,great:1,safe:1,bravely:1,good:1			bloody:1	41	2	5
enemies:2,battle:1		son:1		lady:2,woman:1	enemies:2	courage:3,well:1,kind:1,promise:1				42	2	5
fighting:2,kill:1,fight:1	kill:1	sons:1,brother:1	home:2	man:1	kill:1		lord:2			43	2	5
fighting:1		wife:1	home:1,room:1	men:2,boys:1,children:1		bless:1,party:1,good:1,thank:1	lord:2,bless:1,prayed:1			44	2	5
liar:3,lying:1				men:1	liar:3,lying:1	well:2,won:1,honest:1	lord:2			45	2	5
stupid:1	drowned:1		gates:1,yard:1,kitchen:1	boy:1,men:1						46	2	5
				people:1		better:1,party:1,well:1,honor:1				47	2	5
kill:1	kill:1				kill:1	like:3,ready:1,safe:1,won:1				48	2	5
killed:2,fought:1,defense:1	killed:2			boy:1,men:1,man:1	killed:2,defense:1	like:1	lord:4		bloody:1	49	2	5
			home:1	woman:1,man:1		love:2,better:1,friend:1,safe:1,well:1,hope:1,promised:1		love:2		50	2	5
			gates:1,door:1			like:1,cares:1				51	2	5
		married:1,father:1,mother:1	home:2,door:2		empty:1	love:1,romantic:1		love:1		52	2	5
fight:2,destroying:1,war:1	dead:2,war:1			men:1,children:1	destroying:1,war:1	rich:2,giving:1,win:1,support:1,trust:1,friend:1				53	2	5
	dead:1		gates:1	person:1,child:1		like:3,loved:1,good:1,gentle:1,carefully:1,opportunity:1		loved:1		54	2	5
						good:1				55	2	5
fighting:1,fight:1										56	2	5
	dead:1									57	2	5
										58	2	5
										59	2	5
										0	2	6
										1	2	6
										2	2	6
fight:2		father:1		men:2,people:2		won:2				3	2	6
hate:1,shit:1	alive:1	father:1			shit:1	carefully:1,safe:1,good:1	lord:2		shit:1	4	2	6
		sister:1,father:1		men:1		good:1,well:1,loyally:1	lord:2			5	2	6
fighters:1	bury:1		kitchens:1,address:1,kitchen:1		sluts:1		lord:3	sluts:1		6	2	6
fighting:2,foes:1,war:1	grieves:2,died:2,drown:1,dead:1,war:1	sons:1,father:1,brother:1,brothers:1	home:1	people:3,men:2	war:1,whore:1	honor:1,like:1	lord:1	whore:1		7	2	6
war:1	alive:1,dead:1,war:1		house:1	man:1	war:1	respect:1,faithfully:1	faithfully:1			8	2	6
	death:1,alive:1,dead:1		address:1	men:1,man:1		please:2				9	2	6
		father:1		child:1,man:1	lost:1	please:6,truly:1	lord:1			10	2	6
	ghost:3		pet:2			trust:1				11	2	6
war:2,fighting:2,enemy:1,kill:1,killing:1	war:2,kill:1,killing:1	father:1	home:1	boy:1,men:1	war:2,enemy:1,kill:1,lost:1,killing:1	great:1,good:1,like:1,joking:1,nice:1				12	2	6
damn:1,bastard:1,dumber:1,fuckers:1,fight:1	death:1,died:1,alive:1			boy:2	dumber:1	gladly:1,won:1,warmer:1,like:1,glad:1		fuckers:1	damn:1,bastard:1,dumber:1,fuckers:1	13	2	6
			house:3,dormand:2,houses:1	girl:1		better:1	lord:4			14	2	6
battle:1,brutalizing:1		son:2		girl:1,men:1	risk:1	good:1	lord:1			15	2	6
murdered:1	murdered:1		room:1	woman:1		thank:1	lord:2			16	2	6
