anger	death	family	home	humans	negative_affect	positive_affect	religion	sexual	swear	time	season	episode
fuck:1		family:1,wife:1	family:1	children:1,man:1		glorified:1,nice:1		fuck:1	fuck:1	8	4	1
damned:1,cynicism:1			house:2	baby:1	vulture:1	party:2,important:1,please:1,friends:1,well:1,smart:1			damned:1	9	4	1
		father:1,brother:1	houses:1,house:1	boy:1,man:1		well:2,enjoy:1,welcome:1,forgive:1,delighted:1,parties:1,grace:1,welcomes:1	lord:2,lords:1			10	4	1
fucking:1,kills:1	kills:1			men:1	kills:1	well:1,fine:1	lords:1	fucking:1	fucking:1	11	4	1
				lady:1,women:1		like:4,good:2,beautiful:1,nicely:1,lovely:1,likes:1	lord:1			12	4	1
bastard:1				lady:1,girls:1,boy:1	whore:1		lord:2	whore:1	bastard:1	13	4	1
					weep:2,lost:1	like:2,forgive:1,friend:1,lover:1	lord:1,soul:1	lover:1		14	4	1
hates:1			room:1	woman:1,man:1		better:1,like:1,friend:1				15	4	1
killer:1,killed:1	killer:1,killed:1	uncle:1,son:1		girls:2,people:1	killer:1,killed:1	welcome:1,love:1,forgive:1		love:1		16	4	1
insulted:1,insult:1		sister:2,son:2,married:1,family:1	family:1	children:1	insulted:1,insult:1	truth:2,loved:1,well:1,grateful:1		loved:1,breast:1		17	4	1
war:2,raped:1,killed:1	war:2,killed:1	sister:2,father:2,nephew:1,niece:1		woman:1,children:1	war:2,killed:1	beautiful:1,great:1		raped:1		18	4	1
		father:1								19	4	1
		mother:1								20	4	1
					shake:1	grace:3,stronger:1				21	4	1
stupid:1,fight:1				man:1		honor:2,winning:1,prize:1,thank:1				22	4	1
		husband:1,wife:1		lady:2		love:1,thank:1		love:1		23	4	1
cut:1	died:1	brother:2,mother:2,family:1	family:1	woman:1,children:1,man:1		admired:2,good:1,like:1,strong:1				24	4	1
		mother:1		people:1		like:2,true:1,helpful:1	pray:1,lord:1,prayer:1			25	4	1
murder:2,dangerous:1,murdered:1,despises:1,hates:1	murder:2,murdered:1	nephew:1,father:1,family:1,wife:1	family:1	child:2	wrong:1,despises:1	good:2,love:2,relax:2		love:2		26	4	1
						welcome:1,love:1,like:1,excellent:1		love:1		27	4	1
jealous:1				man:1	jealous:1	talented:1,fond:1,better:1,elegant:1,happy:1,grace:1,surprised:1,thank:1				28	4	1
bitch:1,wicked:1	dead:2,died:1	daughter:1,father:1,brother:1,husband:1,son:1	pillow:1		wicked:1	like:2,sure:1,well:1			bitch:1	29	4	1
murdered:1	murdered:1			people:1		important:1,forgive:1,grace:1				30	4	1
liar:1,killing:1	killing:1			boy:1,men:1,man:1	liar:1,killing:1	well:1,pretty:1				31	4	1
fucking:1,hate:1						better:1		fucking:1	fucking:1	32	4	1
				baby:1	lost:2,lazy:1	better:1,won:1,easier:1,like:1				33	4	1
jealous:1	die:1	father:1			jealous:1	better:1,nice:1				34	4	1
hate:2,murdered:1,murder:1,fighting:1	murdered:1,murder:1			girls:2	wrong:2	better:1,loved:1,ready:1,well:1		loved:1		35	4	1
kill:2,bastard:1	kill:2,die:1,alive:1	brother:2,son:1		girl:2,boy:1,men:1,man:1	kill:2	like:2,free:2			bastard:1	36	4	1
attack:2,enemy:1,killed:1,fighting:1,killing:1	killed:1,killing:1			boy:1	enemy:1,killed:1,killing:1	good:1,truth:1				37	4	1
bastard:1				men:1,man:1		truth:2,free:2,trust:1,won:1			bastard:1	38	4	1
interrupting:1	dead:1	grandmother:1,grandfather:1		lady:2	interrupting:1,sad:1	like:2,best:2,dears:1,please:1,inspire:1				39	4	1
offense:1		grandson:1		lady:2,boy:1		silly:1,like:1				40	4	1
war:2	war:2	uncle:1		lady:1,people:1	war:2	won:2,grace:2,good:1,love:1,thank:1,entertainment:1	lord:1	love:1		41	4	1
attack:1		brotherhood:1		man:1		great:3,smiling:1,grace:1				42	4	1
	died:1		gates:1		worried:1	grace:3,great:2,important:1,smart:1				43	4	1
poisonous:1				lady:1,people:1		like:2,beautiful:1,eases:1,grace:1				44	4	1
	bury:2			men:1		grace:1				45	4	1
killed:1	dead:2,death:1,killed:1	sister:1,father:1,mother:1		girls:1	killed:1	safe:2,sure:1,promise:1,safety:1,certain:1,safer:1,well:1		ass:1	ass:1	46	4	1
						good:1				47	4	1
		mother:2	house:2		sad:1	thanks:2,kind:1,strong:1,accept:1,like:1				48	4	1
				lady:2		pride:1,easy:1				49	4	1
murdering:1,killing:1	murdering:1,dead:1,killing:1	aunt:2,family:1	family:1	boys:1,men:1,man:1	empty:1,killing:1	value:1,fine:1,smart:1,rich:1,like:1				50	4	1
killed:2,cunts:1,fuck:1	killed:2	brother:1		people:1,man:1	killed:2	friend:3,care:1		fuck:1	cunts:1,fuck:1	51	4	1
				girl:1		good:1,please:1				52	4	1
torture:4,offense:1,war:1,killed:1	war:1,killed:1	brother:1		people:1	war:1,killed:1	fun:2,better:1,good:1,like:1,best:1,peace:1,friend:1				53	4	1
battle:1,fuck:1		daughters:1				kind:1,well:1,certainly:1,like:1		fuck:1	fuck:1	54	4	1
				men:1	lowell:1	likes:1,friend:1				55	4	1
fucking:1,cunt:1	die:1		room:1					fucking:1	fucking:1,cunt:1	56	4	1
										57	4	1
				boy:1	wrong:1	fine:1				58	4	1
										59	4	1
killed:1	killed:1	sister:2,father:1,son:1		child:1	killed:1	good:2,thanks:1,important:1,thank:1				0	4	2
bastard:1,bitch:1,wicked:1		daughter:1,son:1		boy:1	ruins:1,wicked:1	true:1,please:1,grace:1			bastard:1,bitch:1	1	4	2
										2	4	2
										3	4	2
						win:1				4	4	2
jealous:2				girls:2,lady:1	jealous:2,hurts:1	please:2,fine:2,good:1,love:1,well:1,pretty:1,sweet:1,reward:1	lord:2	love:1		5	4	2
killed:1	killed:1	brother:1,wife:1		children:1	killed:1,lost:1	proud:1,pretty:1,nicer:1,agree:1				6	4	2
fight:2,fighting:1		father:2,mother:1	clean:1	men:1,people:1	wrong:1		lord:1	ass:1	ass:1	7	4	2
fuck:1,shit:1,fight:1		father:1,brother:1,wife:1			shit:1,screamer:1	safe:1,talent:1,like:1,beauty:1,won:1		fuck:1	fuck:1,shit:1	8	4	2
fight:2,attack:1,attacking:1				man:2		bold:1,best:1				9	4	2
bastard:1		father:1,mother:1	gates:1,home:1	lady:2		pleasure:1,welcome:1			bastard:1	10	4	2
		father:1			screamed:1	loved:1,prize:1		loved:1		11	4	2
savages:1,enemies:1		son:1		man:1	savages:1,dreadfort:1,smuggle:1,enemies:1	won:1,thanks:1,valuable:1	lord:2			12	4	2
enemy:1		father:2			enemy:1	trust:1	lord:1			13	4	2
murdered:1,murder:1	corpses:1,murdered:1,murder:1	father:1		boys:2		nice:1	lord:3			14	4	2
	alive:1,dead:1	father:1,brother:1		boys:1		ready:1,like:1				15	4	2
bastard:1,fuck:1,threat:1		family:2,brother:1	family:2,pet:1	men:1		welcome:1	lord:1	fuck:1	bastard:1,fuck:1	16	4	2
dangerous:1,lying:1,threat:1		father:5,sister:2,brother:1,wife:1	pet:1,maid:1		lying:1,weeps:1,whores:1,whore:1,weep:1	won:1,clever:1,friends:1,promised:1,forgive:1		whores:1,whore:1		17	4	2
		daughter:1,father:1	house:1	people:1	whore:1	grace:2,good:1,honored:1,grand:1,handsome:1,blessed:1,honor:1	lord:1,blessed:1	whore:1		18	4	2
war:1	war:1	uncle:1			war:1	wisdom:1,won:1,honor:1,grace:1,thank:1				19	4	2
				man:4		like:3,great:1,careful:1,grace:1				20	4	2
		married:1,wife:1	house:1	man:1	wrong:1	friendship:2,great:1,well:1				21	4	2
fight:1		sister:1,father:1		children:3,men:1	whore:3,whores:1	enjoyed:2,love:1,like:1		whore:3,love:1,whores:1		22	4	2
						faith:1,accept:1,comfortable:1	faith:1,lord:1			23	4	2
		sister:1,brother:1				well:1	lord:4,souls:2			24	4	2
hate:2		fathers:3		men:1	sins:1,empty:1	good:2,worshipped:1,sure:1,grateful:1	lord:1,worshipped:1,sins:1			25	4	2
stubborn:1		daughter:1,mother:1		child:3,lady:1		good:1,true:1	soul:2,lord:1			26	4	2
stubborn:1		daughter:1,uncle:1		lady:1		better:1,sweet:1,kind:1,smiles:1	lord:1			27	4	2
lies:1,war:1,evil:1,hell:1	war:1		cleansed:1	girl:1,women:1,child:1	screamed:1,lies:1,scream:1,war:1,sins:1	joy:2,heavens:1,love:1,like:1,sweet:1	hells:1,heavens:1,sins:1,hell:1	love:1	hell:1	28	4	2
										29	4	2
dangerous:1		sisters:1,father:1,brothers:1,mother:1		human:1	lose:2	glorious:1				30	4	2
										31	4	2
										32	4	2
			house:1							33	4	2
			houses:1			better:1,love:1,kiss:1	soul:1	love:1,kiss:1		34	4	2
wars:1	die:1			people:1	wars:1,worried:1	enjoying:1,love:1,thank:1,smarter:1,heartfelt:1,share:1,generosity:1,reward:1	lord:1	love:1		35	4	2
				person:1		love:1,like:1,care:1		love:1		36	4	2
war:2,killing:1	war:2,killing:1	brother:1,husband:1		lady:2,child:1,men:1,man:1	war:2,killing:1	peace:1,opportunity:1	lord:1			37	4	2
						good:3,love:1,like:1	lord:1	love:1		38	4	2
war:1	war:1				war:1	enjoy:1,lucky:1,thank:1				39	4	2
murder:2	murder:2	sister:1,married:1,fathers:1		child:1		beautiful:1,keen:1,certainly:1,luckily:1				40	4	2
war:1	war:1			lady:2,man:1	shame:1,war:1	grace:3,good:2,hope:2,love:1,thank:1,peaceful:1,true:1		love:1		41	4	2
		brother:3,daughter:1		lady:3		grace:3,gratitude:1,sure:1,love:1,truth:1,exciting:1,safely:1	lord:2	love:1		42	4	2
annoy:2,annoyed:2,annoys:1		brother:1	kitchens:1	man:2,girl:1,lady:1	shame:1	grace:4,good:1,well:1				43	4	2
						grace:2,pleasures:1,good:1,won:1	lord:1			44	4	2
despise:1,bastards:1		sisters:1,brothers:1,brother:1		lady:3,man:1	shame:1,despise:1	charmed:1,giving:1,please:1,tolerant:1,passion:1,relief:1,rich:1,luck:1	lord:3	passion:1	bastards:1	45	4	2
murder:1,rape:1	murder:1	daughter:1		people:1,children:1,women:1	low:1	amusement:2,enjoy:1	lords:1	rape:1		46	4	2
war:2	war:2			ladies:1	war:2	careful:1				47	4	2
	drowning:2					challenge:1,thank:1	lord:1			48	4	2
				gentlemen:1		ready:1,fine:1				49	4	2
fought:2,battle:1,fight:1		uncle:1				champion:3,well:2,sure:1,challengers:1,challenge:1,surely:1,true:1,grace:1,bravery:1,like:1				50	4	2
mad:1					shame:1,mad:1,lose:1	wins:1,careful:1,true:1,virtue:1,fine:1		lust:1		51	4	2
fight:1		father:1,uncle:1				honor:2,love:1,great:1,well:1,grace:1		love:1		52	4	2
					empty:1	good:1				53	4	2
						wonderful:2				54	4	2
		uncle:1				perfect:1,hero:1,good:1,well:1,grace:1				55	4	2
idiots:1				boy:1,lady:1		grace:2,please:1				56	4	2
		son:1				please:1				57	4	2
poisoned:1		son:1								58	4	2
					weep:2		lord:2,soul:1			59	4	2
										0	4	3
										1	4	3
		wife:1	gates:1			safe:1				2	4	3
				lady:1		fine:1,stronger:1				3	4	3
				lady:1	worst:1,hurt:1	good:2,promised:1,easy:1,friend:1,safely:1,sure:1	lord:2			4	4	3
murder:2,punish:1,murdered:1,kill:1	murder:2,murdered:1,kill:1	grandmother:1,father:1	house:1	girl:1,lady:1,man:1	kill:1	helping:1,trust:1				5	4	3
liars:1	dying:1	mother:1	home:1	lady:1	liars:1,difficult:1	safe:2,promise:1,opportune:1				6	4	3
poisoned:1,torturing:1,lying:1	die:1,death:1,died:1	husbands:1,married:1,father:1,grandfather:1		men:1,children:1,man:1	lying:1	enjoyed:3,great:2,improved:1,happiest:1,like:1				7	4	3
trick:1	dead:1	married:1,brother:1			unpleasant:1	kind:1,good:1,promise:1,wonderful:1,well:1,easier:1				8	4	3
murdered:1	murdered:1,grave:1			boy:2		good:3,blessed:1,important:1	blessed:1,holy:1,pious:1			9	4	3
murder:1,killed:1,evil:1,rebellion:1	death:1,murder:1,killed:1	brother:2		man:3	killed:1	strength:2,truly:1,won:1,strong:1,winning:1				10	4	3
			house:2			wise:3,wisdom:3,treasuries:1,great:1,good:1,wealth:1,wisest:1,strong:1				11	4	3
	alive:1	brother:2,family:1,son:1	family:1			wise:1,good:1,please:1	lord:1			12	4	3
killed:1	killed:1				killed:1	joy:1,safe:1,happy:1				13	4	3
kill:1	kill:1,dead:1	brother:2,son:2		baby:1,boy:1	kill:1	freedom:1,please:1,truth:1				14	4	3
hateful:2				woman:2		please:2,love:1		love:1		15	4	3
				girl:1		care:4,sure:1				16	4	3
war:1,fighting:1,fight:1	war:1	sons:1,father:1,mother:1			doubt:1,war:1	like:2,blessings:1,good:1,friends:1,forgive:1	blessings:1			17	4	3
fuckers:1,fight:1		father:2,mom:1,mother:1	house:2,door:1,maiden:1	human:1,man:1		bless:1,courage:1,like:1,accepting:1,welcome:1,virtue:1	bless:1,mercy:1	fuckers:1	fuckers:1	18	4	3
fight:2,kill:1,damn:1	kill:1,slaughtering:1		beds:1		kill:1	strengthen:1,shared:1,good:1,like:1			damn:1	19	4	3
hell:1		brother:1	home:1	man:2		better:1,good:1,safe:1,like:1	hell:1		hell:1	20	4	3
offense:1						easy:1				21	4	3
shit:1	dead:3	daughter:1		men:1,man:1	weak:1,worst:1,worse:1,shit:1	good:1,nice:1			shit:1	22	4	3
raper:4,lying:2,killing:1,hated:1,dangerous:1	killing:1	father:1,son:1			whore:2,lying:2,screamed:1,killing:1	well:1,nice:1		raper:4,whore:2		23	4	3
bothering:1,lying:1				men:2,woman:1	worry:2,lying:1	silly:2,jokes:1				24	4	3
rapers:1		father:1,brothers:1			worrying:1,worry:1	safer:1,safe:1,thank:1		rapers:1		25	4	3
				man:1		grace:1				26	4	3
bastard:2,fight:1			house:6	men:2		grace:2,great:1,opportunity:1,free:1,advantage:1			bastard:2	27	4	3
fight:1,war:1,wars:1	war:1			woman:1,men:1	war:1,wars:1	win:1,good:1,won:1,winning:1	prophecies:2			28	4	3
tricky:1,fights:1		father:3,daughter:1		children:1	smuggler:2,smugglers:1	well:2,thank:1,appreciation:1,like:1,adventures:1			bloody:1	29	4	3
		father:1		person:1		kind:1,good:1,smart:1,true:1,interested:1,important:1				30	4	3
fucking:1	dead:1	daddy:2				precious:1,lovely:1,adventures:1,thank:1		fucking:1	fucking:1	31	4	3
		brothers:1	room:1,clean:1	girls:1,babies:1		safer:1,promise:1				32	4	3
						best:2,trust:1,please:1				33	4	3
war:1,greedy:1,fight:1	war:1			boys:1,girls:1	loss:1,war:1	delights:2,love:1,like:1,beauty:1,surprise:1,lover:1,pleasure:1,lovely:1,hope:1		love:1,lover:1		34	4	3
fucked:1,fuck:1	dies:1		room:1	boys:1,girls:1,children:1		sure:1,lucky:1,pretty:1	lord:1	ass:1,fucked:1,fuck:1	ass:1,fucked:1,fuck:1	35	4	3
poisoned:1,poisons:1	die:1	father:1,grandson:1,grandfather:1		child:1	sins:1	thank:2,lover:1,like:1	lord:1,sins:1	lover:1		36	4	3
blame:2,poisoning:2,cut:1,raped:1,murdered:1,murder:1,hatred:1,war:1	dies:1,murdered:1,death:1,war:1,murder:1	sister:1,family:1,grandson:1	family:1	men:1,man:1	war:1	better:1,superiors:1,well:1		raped:1		37	4	3
enemies:1		son:2		girl:1	enemies:1	enjoy:2,like:2,strongest:1,sure:1,well:1				38	4	3
rebellion:1	dead:1			girl:1		respect:1	lord:1			39	4	3
						good:2	lord:2			40	4	3
murdering:1,murdered:1	murdering:1,murdered:1,died:1	father:3,family:1	family:1			like:2,better:1,advantage:1	lord:2			41	4	3
kill:1,killed:1	kill:1,killed:1	wife:2,sister:1,father:1		girl:1,woman:1,man:1	kill:1,killed:1,lose:1	sweet:1,generous:1,well:1,easier:1	lord:2			42	4	3
murder:1,murders:1	murder:1,murders:1	brother:1		children:1,man:1		certain:1,won:1,loves:1	lord:4	loves:1		43	4	3
poison:1	executioner:1,dying:1	brother:1				giving:1,sweet:1,good:1,accept:1,nice:1	lord:5			44	4	3
		mom:1,mother:1				better:1,loyal:1,well:1	lord:1			45	4	3
				guymon:1						46	4	3
	dead:2	parents:1				giving:1,kind:1,good:1,like:1				47	4	3
		brother:1		men:1,man:1,people:1	lose:1	champion:1	lord:1			48	4	3
kill:1	kill:1	daddy:1,wives:1		boy:1,men:1,girls:1	kill:1					49	4	3
kill:1,kills:1	kill:1,kills:1				kill:1,kills:1	strength:1,well:1,truth:1				50	4	3
attacking:1						champion:2				51	4	3
asshole:1				man:2,woman:1,men:1,people:1	ignore:1	cheering:1,laughing:1,grace:1		cock:1	asshole:1,cock:1	52	4	3
kill:1	kill:1,alive:1	mother:1		man:2	kill:1,whore:1	well:2,valued:1,champion:1,won:1,dearest:1,trusted:1,grace:1,friend:1		whore:1		53	4	3
dumber:1				men:2	dumber:1,lose:1	win:1,brave:1,grace:1,sure:1			dumber:1	54	4	3
										55	4	3
										56	4	3
										57	4	3
										58	4	3
										59	4	3
						playing:1				0	4	4
										1	4	4
			home:1							2	4	4
kill:1	kill:1		home:1		kill:1	true:1				3	4	4
kill:1	kill:1				kill:1	good:1,well:1,grace:1				4	4	4
										5	4	4
										6	4	4
										7	4	4
										8	4	4
				children:1		great:1,grace:1				9	4	4
				people:1		better:1	mercy:1			10	4	4
hell:1,mad:1,fighting:1,fight:1				boy:1	mad:1	good:1,talent:1,like:1,pretty:1	hell:1	ass:1	ass:1,hell:1	11	4	4
hated:1,murder:1,poison:1,fight:1	murder:1	brother:2				sure:2,win:1,pretty:1				12	4	4
fight:2,shit:1,piss:1		sister:1		lady:1	shit:1	better:1,champion:1,truth:1			shit:1,piss:1	13	4	4
killed:1	died:1,dead:1,killed:1	son:2,father:1,brothers:1			killed:1	like:2,well:1			bloody:1	14	4	4
kill:2,killer:1,hate:1,killed:1,killing:1	kill:2,killer:1,killed:1,killing:1	brother:1,son:1			kill:2,killer:1,killed:1,killing:1	freeing:1,won:1,well:1,free:1	lord:1,confessed:1			15	4	4
killer:1	killer:1,died:1	married:1,aunt:1			killer:1	safe:1				16	4	4
kill:3,poison:1	kill:3,death:1	husband:1			kill:3	trust:2,lovely:1,well:1,smart:1				17	4	4
foes:1,danger:1	die:1	father:1		man:2,men:1	risk:3	wealth:1,like:1	lord:1			18	4	4
vicious:1			gardens:1	people:2,boy:1	vicious:1	like:3,friends:3,trust:2,friendship:2,well:1,thoughtful:1,dear:1,strong:1,friend:1				19	4	4
ludicrous:1,rage:1		sister:2,aunt:1,grandfather:1	gardens:1		ludicrous:1,lost:1	agreed:1,engaged:1,great:1				20	4	4
murder:1,stupid:1,vicious:1	murder:1,mourning:1	grandmother:1,sister:1,married:1,brother:1		boy:3	distracted:1,vicious:1	good:2,better:1,dear:1,luckily:1,well:1			bloody:1	21	4	4
weapon:1,fight:1					weapon:1,worry:1	good:1,nice:1				22	4	4
fight:1						best:1				23	4	4
bastard:1,bitch:1,fight:1					empty:1	helping:1,easier:1	lord:1,mormont:1		bastard:1,bitch:1	24	4	4
bastard:2,war:1	war:1				war:1	care:2,liked:1,well:1,like:1			bastard:2	25	4	4
cunts:1,suck:1,stupid:1,fight:1		father:1,mother:1		kids:1	losing:1,wrong:1	well:1,prized:1,safety:1			cunts:1,suck:1	26	4	4
		daughters:1	door:1	man:1		grace:2,free:2,great:1,promise:1,safe:1,hoped:1				27	4	4
enemy:1,murdered:1,bitch:1,murderous:1,fuck:1	murdered:1,alive:1,dead:1,murderous:1	daughters:1,son:1			enemy:1	promise:1,loyalty:1,hoped:1	sacred:1	fuck:1	fuck:1,bitch:1	28	4	4
abused:1,despised:1,kill:1	kill:1	sister:1,father:1,brother:1	door:1	men:1	despised:1,kill:1		lord:1			29	4	4
		mother:1		people:1		grace:1				30	4	4
threatened:1	alive:1	mother:1,wife:1		man:1		handsome:1,like:1,hope:1,grace:1				31	4	4
cruel:2						relief:1				32	4	4
murdered:1	murdered:1						lord:1			33	4	4
		daughter:1,mother:1	room:1	girls:1		accept:1				34	4	4
	dead:2			lady:2		safe:1,hope:1				35	4	4
		brother:1		lady:2		good:1,compliments:1,safe:1,well:1,won:1,promise:1,kiss:1,ready:1	lord:1	kiss:1		36	4	4
						good:1,best:1				37	4	4
			home:1			safe:2				38	4	4
interrupt:1				boy:1	interrupt:1	strength:1,convinced:1				39	4	4
kill:1	kill:1	brothers:1			kill:1	won:1,thank:1				40	4	4
defenses:1	died:1	father:1,brothers:1		men:1	lost:1,defenses:1	better:1,truly:1	lord:1,mormont:1			41	4	4
fight:1				men:1						42	4	4
fucking:1		brothers:1		woman:1	hurting:1	please:2,thank:1	lord:1,mormont:1	fucking:1	fucking:1	43	4	4
ugly:2,kill:2,fucking:2,fuck:2,cunt:2,stupid:1,piss:1	kill:2,dead:2			boys:1,man:1	kill:2	like:1		fucking:2,fuck:2	fucking:2,fuck:2,cunt:2,piss:1	44	4	4
fucking:4,cunts:1,cunt:1,fight:1				man:3	lost:1			fucking:4,cocksuckers:1	fucking:4,cunts:1,cocksuckers:1,cunt:1	45	4	4
kill:2,fuck:1	kill:2			boy:1,child:1	kill:2			fuck:1	fuck:1	46	4	4
										47	4	4
fuck:1								fuck:1	fuck:1	48	4	4
fuck:1								fuck:1	fuck:1	49	4	4
				baby:1						50	4	4
	ghost:1	brother:1			hurt:1					51	4	4
fucking:1						safe:1		fucking:1	fucking:1	52	4	4
						important:1,fine:1,nice:1				53	4	4
		folks:1,mom:1	home:1	boy:1	lose:1	like:4,beautiful:1,played:1	lord:1			54	4	4
fuck:1		brother:1			wrong:1	please:4,valuable:1		fuck:1	fuck:1	55	4	4
										56	4	4
										57	4	4
										58	4	4
										59	4	4
						playing:1				0	4	5
										1	4	5
			house:1	men:2		courage:1,strength:1	lord:1			2	4	5
						grace:2,special:1				3	4	5
	mourn:1	husband:1				grace:3,like:1				4	4	5
				boy:3,child:1	shocked:3	love:2,easily:1,good:1,grace:1		love:2		5	4	5
		father:1,mother:1		man:1		great:1,interested:1,well:1,honor:1				6	4	5
murdered:1	murdered:1,dead:1	sister:1,sons:1,father:1,mother:1				liked:1,won:1,grace:1				7	4	5
fighting:2,wars:1	dead:1	sons:1	houses:2,gates:1	men:2	wars:1	win:1,grace:1				8	4	5
revenge:1					revenge:1	wise:1,freedmen:1,please:1				9	4	5
bastard:1		mother:1		boy:2	vulnerable:1	trust:1,well:1			bastard:1	10	4	5
						freed:1				11	4	5
attack:1	slaughtered:1		gate:2	men:2,girls:1		enjoy:1,kind:1,like:1,rich:1	lords:1		bloody:1	12	4	5
		niece:1	gate:1	man:1		strengths:1,wisely:1,welcome:1	lord:2		bloody:1	13	4	5
		uncle:2		lady:2,boy:1,child:1		beautiful:2,pleasure:1	lord:2			14	4	5
killed:2,destroy:1,poison:1	killed:2	father:2,mother:2,mummy:1,aunt:1,brother:1	door:1	baby:1,man:1	killed:2,destroy:1	wonderful:1,like:1				15	4	5
		cousin:1,uncle:1,son:1				pleasure:1,good:1	lord:1			16	4	5
	alive:1,died:1	wife:2,married:1,husband:1				like:2,trust:1,trusted:1	lords:1,lord:1			17	4	5
		husband:1	bathe:1							18	4	5
	mourn:2	husband:2,brother:1			scream:2	love:1		love:1		19	4	5
wars:1		husband:1		people:1	wars:1	trust:3,like:3,true:1,rich:1				20	4	5
				people:1		well:1,best:1	temple:1			21	4	5
cheat:1		brothers:1,family:1,mother:1	family:1			sure:1,respect:1,great:1,good:1,strong:1	temple:2			22	4	5
wars:1		family:1	family:1	woman:1	wars:1	respect:1				23	4	5
fucking:1,kill:1,hate:1,fuck:1	kill:1	brother:1		person:2	kill:1	better:1,good:1		fucking:1,fuck:1	fucking:1,fuck:1	24	4	5
		mother:1,daughter:1,grandfather:1		men:1	doomed:1	sweet:2,important:1,thank:1	doomed:1			25	4	5
		father:3,married:1,mother:1		people:1		enjoy:1,liked:1,good:1,like:1,delicious:1,cares:1,kind:1				26	4	5
cruel:1,murder:1,killed:1,arrogant:1	murder:1,killed:1	mother:3,uncle:2,daughter:1,family:1,married:1,aunt:1	family:1	woman:1	risking:1,whores:1,killed:1	loved:4,love:1,loves:1,well:1,lucky:1,grateful:1,save:1,handsome:1		loved:4,love:1,whores:1,loves:1		27	4	5
stupid:3,vile:2,liar:1		aunt:2		girl:1	vile:2,hurting:1,liar:1	pretty:1,loves:1,truth:1	lord:1	virgin:2,loves:1,pregnant:1		28	4	5
murdering:1	murdering:1			lady:2		pleasant:1,free:1	lord:1			29	4	5
		brother:1		lady:4		good:1,well:1,free:1				30	4	5
hell:1,kill:1	die:1,kill:1				kill:1	like:1	hell:1		hell:1	31	4	5
killed:2,bastard:1,cunt:1,fighting:1,fucking:1,shite:1,fight:1	killed:2,dead:1			boy:1	killed:2,shite:1,whore:1			fucking:1,whore:1	fucking:1,bastard:1,shite:1,cunt:1	32	4	5
fucking:1	dead:2					friend:2,friends:1,like:1		fucking:1	fucking:1	33	4	5
		daughters:2,sister:1	gardens:1		difficult:1,sad:1	beautiful:1,good:1,well:1,grace:1				34	4	5
angry:1,stupid:1,fighter:1,murdered:1	murdered:1,alive:1	son:2,sister:1,daughter:1		man:2	sad:1,difficult:1	love:2,save:2,jokes:1,good:1,truth:1,brilliant:1,joke:1		love:2		35	4	5
		daughter:1	gardens:1	girls:3	hurt:2	laughing:1,happy:1				36	4	5
		mother:1				please:1,best:1,loves:1	hells:1	loves:1		37	4	5
				lady:3		helping:1,thank:1	lord:1			38	4	5
kill:2,killed:1	kill:2,killed:1		clean:1	man:1	kill:2,killed:1		lord:3			39	4	5
ridiculous:1					ridiculous:1				bloody:1	40	4	5
piss:1				girl:1		freezing:1			piss:1	41	4	5
										42	4	5
						great:1				43	4	5
		brothers:1		men:1		like:1,care:1				44	4	5
				girl:1		better:1,liked:1,please:1				45	4	5
		sister:1,daddy:1		girl:1		please:4,like:3,pretty:2				46	4	5
		sister:2				fine:2,helpful:1				47	4	5
	die:1,bury:1									48	4	5
idiot:1,cut:1				boy:1,lady:1	idiot:1	party:1,friends:1	lord:1			49	4	5
										50	4	5
cut:2		brother:1				won:1,free:1				51	4	5
				men:1		free:3,good:1	lord:1			52	4	5
fight:2				man:1		like:1,honor:1				53	4	5
					wrong:1	honor:1				54	4	5
	dead:1	brothers:1		man:1	lost:1		hells:1			55	4	5
				boy:1			hells:1			56	4	5
	dead:1	brother:1			worse:3	safe:2,respect:1				57	4	5
										58	4	5
										59	4	5
murdered:1,kill:1,wars:1,killing:1	murdered:1,kill:1,killing:1	father:2,family:1,son:1	family:1	girl:1	kill:1,wars:1,killing:1	kind:2,great:1,good:1,love:1,loyal:1,interested:1,respect:1,honor:1		love:1		0	4	6
wars:1			home:1	men:1,people:1	wars:1	better:1,won:1,win:1,certain:1,favorite:1,honors:1,special:1	mercy:1			1	4	6
										2	4	6
										3	4	6
										4	4	6
						sure:1,grace:1,like:1				5	4	6
			house:1	men:1		welcome:1,please:1	lord:2			6	4	6
jealous:1,bastard:1		uncle:1,brother:1,grandfather:1	house:1	men:1,man:1	jealous:1	dearly:1,like:1,truth:1,shares:1	lord:1	incest:1	bastard:1	7	4	6
fighting:1				men:2		loyal:1,happy:1				8	4	6
wars:1,war:1	war:1			man:1	wars:1,war:1	honest:2,thank:1,rewarded:1,well:1,honor:1,best:1	lord:2			9	4	6
battle:1,despise:1,war:1,killing:1	dies:1,war:1,killing:1			people:2,boy:1,man:1	despise:1,war:1,killing:1	humor:1,best:1		incest:1		10	4	6
battle:2				men:1	screams:2,scared:1	brave:1,like:1,courageous:1				11	4	6
				man:1		loved:1,brave:1,calm:1,joke:1,friend:1,truly:1		loved:1		12	4	6
despises:1	die:1	wife:1	house:1		despises:1	won:2,friend:2,good:1				13	4	6
shit:1		brother:1,son:1	home:1		dreadfort:1,shit:1	favorite:1,special:1	lord:1		shit:1	14	4	6
					hurt:1					15	4	6
