time	anger	death	family	home	humans	negative_affect	positive_affect	religion	sexual	swear
1246	1	3	2	0	3	2	2	1	8	0
1247	3	2	4	0	3	3	5	0	2	0
1248	1	1	2	0	2	1	2	1	0	0
1249	0	0	0	0	0	0	0	0	0	0
1250	0	0	18	4	6	1	13	1	1	1
1251	0	0	0	0	0	0	0	0	0	0
1252	0	1	4	0	3	0	7	0	4	1
1253	0	0	2	1	1	0	8	0	0	0
1254	0	0	4	2	0	0	5	0	0	0
1255	0	1	8	0	2	0	8	1	0	0
1256	1	1	4	0	1	2	6	1	1	0
1257	2	2	5	3	6	2	14	0	4	0
1258	0	3	2	0	2	1	6	0	4	0
1259	3	3	10	0	7	4	15	0	10	0
1260	0	2	7	1	5	1	20	0	3	0
1261	3	1	0	0	1	2	4	0	6	2
1262	1	0	4	0	1	0	15	0	1	0
1263	1	0	3	0	3	1	3	1	4	0
1264	2	1	10	2	4	2	16	0	4	1
1265	0	0	8	0	2	0	10	0	7	0
1266	5	5	16	1	10	2	15	2	10	2
1267	1	1	10	0	9	1	9	2	5	0
1268	2	2	9	0	2	2	14	0	8	0
1269	1	1	9	3	4	1	17	0	8	1
1270	0	4	12	0	13	1	14	1	7	0
1271	0	0	3	0	2	1	4	1	3	1
1272	2	2	13	3	5	3	21	1	7	1
1273	2	5	7	0	2	0	16	0	3	1
1274	1	0	1	0	0	0	4	0	1	1
1275	0	0	2	0	1	0	4	0	1	0
1276	3	3	12	0	5	2	18	0	5	0
1277	1	1	6	0	1	0	10	2	5	1
1278	1	1	3	1	3	4	14	3	4	0
1279	0	1	0	0	0	2	5	0	0	0
1280	0	0	2	1	1	0	3	0	1	0
1281	1	3	7	2	5	2	23	0	16	0
1282	0	2	7	1	3	2	11	1	8	0
1283	0	0	1	0	0	0	1	0	3	0
1284	1	1	10	1	7	2	10	1	7	4
1285	0	3	12	1	11	2	11	0	5	1
1286	1	3	9	0	7	1	13	0	2	0
1287	1	2	14	0	0	1	13	0	0	0
1288	1	1	5	1	2	1	8	1	3	0
1289	0	2	4	0	6	1	21	1	7	0
1290	2	3	13	0	3	1	30	0	7	0
1291	1	2	10	2	4	0	26	0	13	1
1292	0	2	6	0	4	1	21	1	8	0
1293	0	4	5	0	2	0	6	0	4	0
1294	1	3	6	1	4	0	13	0	6	1
1295	1	1	2	0	0	1	3	0	1	0
1296	6	3	6	0	1	3	9	0	3	3
1297	2	5	9	0	5	3	10	1	9	2
1298	1	5	14	0	7	2	10	1	4	1
1299	3	3	5	1	2	0	9	0	7	3
1300	1	2	7	0	5	0	15	0	5	2
1301	0	0	0	0	0	1	0	0	0	0
1302	0	0	1	0	1	0	1	0	3	0
1303	1	2	4	0	2	0	1	0	6	3
1304	0	0	0	0	0	0	2	0	1	1
1305	0	0	0	0	0	0	0	0	1	1
1306	2	1	0	0	0	0	0	0	4	4
1307	0	0	0	0	0	0	0	0	0	0
1308	0	0	0	0	0	0	0	0	0	0
1309	0	0	1	0	1	0	2	0	0	0
1310	0	0	0	0	0	0	0	0	0	0
1311	2	8	5	0	2	3	12	2	3	0
1312	0	0	0	0	0	0	3	0	0	0
1313	1	4	4	0	3	2	5	0	3	0
1314	3	2	11	2	6	3	19	0	4	0
1315	1	1	8	0	1	1	12	0	6	0
1316	3	6	18	1	6	2	9	1	2	2
1317	0	2	11	0	5	0	22	1	9	0
1318	0	1	3	0	2	0	10	1	10	6
1319	2	2	9	0	7	2	20	0	6	0
1320	2	3	4	0	2	2	13	4	6	2
1321	1	0	1	0	2	0	7	0	5	2
1322	0	3	2	0	4	0	6	0	0	0
1323	0	0	7	1	0	0	14	1	6	0
1324	3	1	11	0	4	2	22	1	10	0
1325	1	1	3	0	0	0	3	0	5	0
1326	0	2	17	0	1	0	8	0	1	0
1327	0	0	1	0	0	0	1	0	0	0
1328	2	0	10	0	7	0	12	0	5	0
1329	0	7	15	0	6	1	26	0	7	0
1330	0	0	0	0	0	0	1	0	0	0
1331	0	0	0	0	0	0	0	0	0	0
1332	0	0	0	0	0	1	2	0	0	0
1333	0	0	0	0	0	0	0	0	0	0
1334	0	0	0	0	0	0	0	0	0	0
1335	0	0	0	0	0	0	0	0	0	0
1336	0	0	2	0	1	0	4	1	0	0
1337	1	1	5	0	3	1	12	0	3	0
1338	2	1	9	0	5	0	13	0	8	2
1339	0	4	4	0	1	0	16	0	3	1
1340	1	2	1	0	0	0	4	0	1	0
1341	1	0	1	1	2	0	1	0	3	0
1342	0	0	0	0	0	0	1	0	0	0
1343	0	2	5	0	2	0	3	0	1	0
1344	0	2	0	0	1	0	7	0	0	0
1345	1	4	3	1	1	2	2	1	4	0
1346	1	1	2	0	2	0	2	0	0	0
1347	0	1	2	0	4	0	3	0	3	0
1348	0	3	2	1	2	0	9	0	3	0
1349	0	1	8	2	4	1	16	0	5	0
1350	1	0	5	1	1	1	15	0	7	1
1351	0	1	3	0	1	0	3	0	5	0
1352	5	4	11	1	2	3	23	1	3	1
1353	5	3	6	0	2	7	12	4	8	1
1354	1	2	5	2	2	1	6	0	6	1
1355	0	1	0	0	0	0	0	0	0	0
1356	0	0	1	0	0	2	5	3	2	0
1357	0	5	13	2	5	4	15	6	7	0
1358	0	2	2	0	2	0	6	0	2	0
1359	1	4	5	0	4	3	6	2	4	0
1360	5	0	3	0	1	3	42	3	21	7
1361	5	0	2	0	0	0	37	0	16	5
1362	0	2	2	0	0	0	20	1	3	0
1363	0	2	7	0	2	0	2	0	1	1
1364	1	0	2	1	1	1	1	0	1	0
1365	0	0	1	0	1	0	1	0	0	0
1366	0	0	0	0	0	0	0	0	0	0
1367	0	0	2	1	2	0	0	0	0	0
1368	0	0	2	1	2	0	0	0	4	0
1369	1	1	7	0	5	0	9	1	4	2
1370	3	6	4	1	1	2	13	0	10	1
1371	1	4	7	0	4	1	19	0	8	0
1372	0	2	3	0	3	0	6	0	5	0
1373	1	4	12	0	8	0	3	0	2	1
1374	0	0	0	0	1	0	0	0	0	0
1375	0	2	0	0	0	0	7	0	1	0
1376	0	4	4	0	1	0	13	0	0	0
1377	4	4	7	0	4	3	17	4	7	4
1378	1	2	8	0	7	5	8	6	5	0
1379	0	2	8	0	3	0	7	0	1	0
1380	0	3	5	1	5	0	10	0	4	1
1381	0	1	9	0	4	1	17	1	3	0
1382	0	0	4	0	3	0	16	0	5	0
1383	0	0	0	0	0	0	1	0	1	0
1384	0	0	0	0	0	0	0	0	0	0
1385	0	0	0	0	0	0	0	0	0	0
1386	0	0	1	0	0	0	3	0	0	0
1387	0	0	6	0	4	1	6	0	2	0
1388	1	3	7	0	7	1	15	0	5	1
1389	0	0	0	0	0	0	0	0	0	0
1390	0	0	0	0	0	0	0	0	0	0
1391	0	2	4	0	0	0	7	0	3	0
1392	0	5	1	1	3	0	4	0	6	0
1393	1	4	1	0	1	1	6	0	4	0
1394	2	3	1	0	0	1	1	0	1	1
1395	0	3	2	1	2	0	8	0	5	2
1396	0	0	7	0	1	0	9	0	1	1
1397	0	2	11	0	1	0	12	1	2	0
1398	1	6	13	1	3	6	7	7	2	0
1399	1	2	3	1	1	2	6	0	4	0
1400	3	6	8	0	1	4	15	1	5	1
1401	1	0	4	0	3	0	11	0	3	0
1402	0	1	2	0	2	0	8	0	1	0
1403	0	0	1	0	0	0	7	0	1	0
1404	0	2	9	0	19	0	11	1	5	0
1405	4	4	6	0	2	4	6	0	4	0
1406	0	0	5	0	1	0	3	0	1	0
1407	0	1	3	0	2	0	5	0	1	0
1408	0	2	6	1	5	0	16	1	6	0
1409	3	12	12	1	2	5	11	0	8	0
1410	2	5	6	0	1	2	5	1	3	1
1411	1	2	7	0	2	1	9	0	4	1
1412	1	1	7	0	4	1	8	0	7	1
1413	2	3	5	0	2	0	5	0	4	2
1414	0	0	0	0	0	0	0	0	0	0
1415	0	0	0	0	0	0	0	0	0	0
1416	0	0	2	0	0	0	1	0	0	0
1417	1	2	1	2	1	1	2	0	1	0
1418	2	2	7	0	1	1	6	0	6	1
1419	0	6	5	0	1	0	10	0	2	0
1420	0	0	3	1	3	0	4	0	3	0
1421	0	0	6	0	1	0	14	0	4	0
1422	3	3	5	1	2	3	6	0	1	0
1423	0	0	0	0	0	0	3	0	1	0
1424	0	2	6	1	3	0	9	0	0	0
1425	0	0	0	0	0	0	1	0	0	0
1426	2	3	9	2	0	2	20	0	8	0
1427	0	3	7	0	5	0	15	0	12	3
1428	1	3	19	1	4	1	25	0	6	0
1429	2	4	13	0	3	1	18	0	8	0
1430	2	3	7	1	0	1	16	0	7	1
1431	2	1	27	2	6	3	14	1	3	0
1432	1	1	11	0	3	2	14	2	8	0
1433	1	6	9	0	2	1	20	0	3	0
1434	0	4	7	1	1	0	3	0	3	0
1435	0	0	0	0	3	0	5	0	3	0
1436	3	4	2	2	1	2	14	0	5	1
1437	5	1	8	1	6	2	12	1	17	5
1438	0	2	3	1	1	0	3	1	3	0
1439	1	0	1	0	0	1	2	0	1	0
1440	1	1	0	0	0	0	3	0	2	0
1441	0	0	1	0	1	0	0	0	0	0
1442	1	1	1	1	0	1	5	0	2	0
1443	0	2	4	0	3	1	11	0	6	1
1444	2	1	6	5	7	3	14	1	7	0
1445	2	1	6	1	1	1	6	1	3	1
1446	1	1	11	4	6	2	11	1	9	0
1447	2	4	13	0	3	4	18	2	8	1
1448	3	3	9	0	4	2	24	1	8	1
1449	2	5	11	1	1	2	11	0	8	0
1450	2	2	4	0	5	2	13	0	13	0
1451	0	3	11	2	4	2	17	1	6	0
1452	0	0	0	0	1	0	5	0	1	0
1453	0	1	1	0	0	0	1	0	1	0
1454	0	1	0	0	0	0	3	0	0	0
1455	2	1	13	2	3	4	7	4	7	0
1456	2	2	6	3	5	4	17	1	4	2
1457	0	0	2	1	0	1	9	0	3	0
1458	0	0	13	0	3	2	20	4	2	0
1459	0	1	17	1	1	1	16	0	2	1
1460	2	5	21	1	2	1	24	1	6	0
1461	1	7	5	1	6	1	8	0	1	0
1462	0	2	8	0	0	0	11	0	7	0
1463	0	2	3	1	2	0	15	0	0	0
1464	0	1	3	0	3	0	5	0	2	0
1465	3	4	13	2	5	2	12	0	5	0
1466	2	1	2	2	1	2	5	0	1	0
1467	0	0	0	0	0	0	0	0	0	0
1468	0	0	0	0	0	0	0	0	0	0
1469	0	0	1	0	1	0	0	0	0	0
1470	0	0	0	0	0	0	0	0	0	0
1471	0	1	0	0	2	2	12	0	2	0
1472	4	4	9	2	3	1	14	0	8	0
1473	0	0	6	2	0	0	6	0	2	0
1474	0	2	6	0	17	0	7	0	6	0
1475	0	5	4	1	2	0	24	0	9	1
1476	4	6	8	1	2	3	18	1	8	4
1477	0	3	13	0	13	0	17	0	5	0
1478	3	3	1	0	1	2	0	1	1	0
1479	2	4	13	0	4	2	8	0	4	0
1480	3	2	8	0	4	1	11	0	4	2
1481	1	1	6	0	1	0	14	0	10	2
1482	1	6	5	0	0	1	6	0	0	0
1483	0	0	2	1	2	0	6	0	4	0
1484	0	2	5	0	5	0	8	0	2	0
1485	1	3	16	0	4	3	21	2	9	0
1486	3	3	10	0	4	5	19	2	6	0
1487	1	0	5	0	3	1	16	0	9	0
1488	0	0	0	0	0	0	1	0	0	0
1489	0	2	2	0	0	1	3	0	2	0
1490	0	1	10	1	8	1	15	1	10	0
1491	2	4	15	0	6	2	24	0	9	0
1492	1	5	4	3	2	3	8	0	9	2
1493	0	8	1	0	1	0	0	0	6	0
1494	0	9	0	0	1	0	5	0	9	0
1495	2	17	0	0	0	2	2	0	13	0
1496	0	2	0	0	0	0	1	0	7	0
1497	0	6	2	0	0	0	1	0	31	0
1498	0	0	0	0	0	0	0	0	0	0
1499	0	0	1	0	0	0	0	0	0	0
1500	0	1	0	0	0	0	0	0	0	0
1501	1	4	9	2	5	1	14	0	4	2
1502	2	1	8	0	2	0	11	4	5	3
1503	0	2	4	1	1	0	16	0	4	1
1504	5	4	11	0	6	6	18	2	11	0
1505	0	3	2	1	0	0	6	0	2	0
1506	0	3	10	0	7	0	11	1	6	0
1507	3	3	6	1	0	3	14	0	7	0
1508	0	2	5	2	3	1	13	1	7	1
1509	0	4	6	1	0	0	16	0	1	1
1510	0	4	7	1	1	1	9	0	2	0
1511	1	3	1	0	6	0	15	1	4	1
1512	0	4	9	0	3	0	24	2	8	0
1513	0	1	4	0	2	0	16	0	4	1
1514	4	3	7	0	2	7	6	4	4	0
1515	0	5	6	0	2	0	9	0	5	0
1516	1	0	4	0	1	1	11	2	1	0
1517	0	3	9	0	2	5	12	2	3	1
1518	1	3	10	1	5	1	12	0	10	0
1519	1	2	9	1	1	1	12	1	9	0
1520	1	1	7	1	5	2	5	0	6	2
1521	3	2	7	0	3	3	10	0	4	0
1522	0	0	1	0	1	0	2	0	0	0
1523	1	0	2	0	3	0	3	0	1	0
1524	2	8	11	0	4	0	7	2	7	1
1525	2	4	13	0	2	1	20	3	9	1
1526	2	3	17	1	7	4	20	3	6	0
1527	0	5	11	5	2	2	18	3	8	1
1528	2	3	6	0	4	4	22	1	3	0
1529	1	1	5	0	0	2	5	1	1	0
1530	3	0	8	1	2	3	15	0	4	0
1531	3	1	4	0	1	4	11	0	5	2
1532	5	2	12	0	4	1	10	0	5	3
1533	4	4	15	3	8	3	13	0	8	1
1534	4	4	6	1	11	5	10	1	16	0
1535	5	6	11	1	10	4	14	0	8	0
1536	0	1	5	0	1	1	4	1	4	2
1537	2	3	6	1	5	3	12	0	7	0
1538	1	1	8	2	2	2	8	0	15	0
1539	0	1	2	0	0	0	15	0	4	1
1540	3	3	6	0	1	1	8	1	6	3
1541	3	1	6	0	2	1	10	0	13	3
1542	2	4	10	0	3	1	19	0	3	0
1543	1	6	3	0	1	0	8	0	6	1
1544	4	2	3	2	4	2	11	0	6	2
1545	0	1	2	0	0	0	0	0	0	0
1546	2	3	4	0	3	3	7	2	5	1
1547	0	5	5	2	2	0	17	0	8	0
1548	0	1	4	0	0	0	12	0	3	0
1549	6	1	6	0	4	2	12	0	9	5
1550	4	4	7	0	5	3	19	0	3	0
1551	1	0	4	0	2	3	4	2	4	0
1552	6	3	6	0	4	1	13	1	14	7
1553	3	7	10	3	9	1	11	2	14	6
1554	0	2	2	2	2	0	10	0	7	1
1555	0	4	7	3	3	1	16	1	6	2
1556	0	2	2	1	5	0	3	1	2	0
1557	2	2	2	1	2	4	13	2	5	0
1558	3	1	17	1	4	4	21	0	7	0
1559	2	1	7	0	1	4	17	1	7	1
1560	2	5	13	2	11	2	25	2	7	1
1561	4	0	9	2	6	1	20	0	10	0
1562	1	1	12	0	3	3	10	1	6	0
1563	1	0	7	1	4	1	3	0	2	1
1564	0	0	2	1	3	0	2	0	1	0
1565	0	4	4	3	1	0	7	0	1	1
1566	1	0	3	0	0	1	7	0	3	0
1567	2	6	5	0	4	1	13	1	3	4
1568	0	2	4	0	3	1	8	1	2	0
1569	1	1	1	0	1	0	12	0	1	0
1570	0	2	2	0	2	0	7	0	0	0
1571	0	0	0	0	0	0	0	0	0	0
1572	0	0	0	0	0	0	4	0	0	0
1573	0	0	0	1	2	0	1	0	1	0
1574	0	0	0	0	0	0	0	0	0	0
1575	0	4	7	1	0	0	13	0	4	0
1576	2	1	7	1	4	1	9	1	4	0
1577	4	4	6	1	1	4	7	0	4	0
1578	1	4	1	0	0	1	7	0	2	0
1579	1	4	7	1	6	1	17	2	7	0
1580	1	5	5	1	3	1	12	0	1	0
1581	1	1	9	0	6	1	17	1	5	0
1582	1	3	6	2	3	0	40	0	7	0
1583	2	1	11	0	6	2	14	0	7	1
1584	2	2	7	0	4	2	14	0	3	1
1585	0	2	3	0	0	0	4	0	0	0
1586	2	5	13	1	5	3	25	1	5	0
1587	1	0	15	1	6	0	18	0	6	1
1588	0	0	3	0	1	0	5	0	0	0
1589	0	0	0	0	0	0	1	0	1	0
1590	0	0	3	0	1	0	3	0	0	0
1591	0	0	0	0	1	0	0	0	0	0
1592	0	0	2	0	0	0	0	0	3	0
1593	0	0	0	0	1	0	0	0	0	0
1594	1	0	0	1	1	0	0	0	2	1
1595	0	0	0	0	0	0	0	0	0	0
1596	0	0	0	0	1	0	7	0	0	0
1597	1	1	3	0	0	0	1	1	1	1
1598	0	0	0	0	1	0	2	0	1	0
1599	1	2	8	0	3	0	4	0	4	0
1600	0	0	2	0	1	0	2	0	1	0
1601	0	0	4	0	0	0	2	0	0	0
1602	2	4	5	1	8	3	6	3	7	0
1603	0	1	2	1	1	0	3	0	0	0
1604	0	0	6	0	0	0	8	0	2	0
1605	1	1	1	0	0	0	1	0	0	0
1606	0	3	0	0	1	0	4	0	2	1
1607	0	0	0	0	0	0	0	0	0	0
1608	3	10	8	0	1	0	11	1	3	2
1609	0	10	0	0	0	1	11	1	1	0
1610	0	1	3	1	0	0	3	0	3	0
1611	6	5	7	1	3	2	8	0	5	1
1612	0	2	4	1	0	1	9	0	6	0
1613	1	1	6	0	2	1	1	2	2	2
1614	0	0	1	0	2	0	0	0	0	0
1615	0	3	4	2	5	0	13	0	3	0
1616	4	10	7	0	4	3	11	0	1	0
1617	2	2	4	1	3	2	5	0	5	0
1618	5	3	6	0	3	4	13	1	4	1
1619	2	1	12	0	3	0	10	0	7	2
1620	1	1	3	1	2	1	9	0	4	0
1621	2	2	9	0	5	2	23	1	10	0
1622	1	2	5	1	1	2	6	1	1	1
1623	0	1	0	0	1	0	7	0	0	0
1624	0	1	5	0	5	1	9	0	6	0
1625	2	3	5	0	1	2	7	0	5	2
1626	0	0	1	0	0	0	5	0	1	0
1627	3	3	2	0	0	1	6	0	0	0
1628	1	4	9	1	4	2	7	0	8	0
