time	anger	death	family	home	humans	negative_affect	positive_affect	religion	sexual	swear
623	0	1	8	1	3	0	15	1	5	1
624	0	0	3	0	1	0	2	0	5	1
625	0	1	1	0	1	0	5	0	1	0
626	3	0	8	2	5	2	13	0	5	0
627	2	3	13	0	4	2	12	1	4	0
628	1	1	6	0	5	0	20	1	5	1
629	0	0	5	0	1	0	8	0	6	0
630	0	5	11	3	8	5	16	2	6	1
631	2	7	17	1	2	3	23	1	8	0
632	0	4	15	0	7	0	9	0	3	0
633	0	1	10	0	6	0	18	0	11	0
634	2	1	6	0	2	3	5	0	3	0
635	1	4	2	0	1	2	11	0	2	1
636	4	2	4	1	0	2	11	0	2	0
637	0	2	9	3	6	0	23	0	10	0
638	5	3	11	3	7	5	21	0	8	0
639	0	0	11	0	5	1	24	1	6	1
640	4	4	12	2	3	3	29	1	5	1
641	1	6	5	1	2	0	17	0	1	1
642	3	3	10	2	6	1	12	0	5	0
643	2	2	1	0	0	0	7	0	2	1
644	3	6	5	2	1	3	14	0	8	1
645	3	11	13	1	6	0	12	0	8	1
646	1	3	7	0	4	1	9	0	6	0
647	0	0	0	0	0	0	0	0	1	0
648	0	0	0	0	0	0	0	0	0	0
649	0	0	0	0	0	0	0	0	0	0
650	1	3	11	1	3	2	9	1	3	2
651	0	0	1	0	1	0	2	0	1	0
652	0	0	0	0	0	0	0	0	0	0
653	1	2	8	0	4	0	10	1	2	2
654	3	1	4	0	6	0	5	1	3	1
655	0	1	5	0	3	0	10	0	6	0
656	1	3	3	0	3	2	10	1	4	1
657	1	1	5	1	2	2	5	0	3	0
658	3	3	8	1	3	2	15	0	10	0
659	3	7	11	2	5	3	32	0	8	1
660	1	6	18	5	8	1	22	0	6	0
661	1	2	8	0	3	1	10	0	1	0
662	6	7	15	0	4	7	8	1	6	0
663	3	3	7	1	3	1	10	0	4	0
664	2	1	10	1	6	0	9	0	11	1
665	0	3	5	0	4	2	9	3	0	0
666	0	1	3	1	3	2	7	1	1	0
667	3	0	5	0	1	2	10	1	0	0
668	2	3	6	0	1	1	11	0	9	1
669	2	1	8	2	3	4	9	2	5	0
670	0	2	7	1	6	0	8	0	2	0
671	1	3	4	1	4	1	18	0	5	3
672	4	3	8	0	5	3	11	0	4	0
673	3	3	14	1	7	2	11	2	6	1
674	3	1	7	2	3	2	16	0	2	0
675	1	1	14	2	4	0	14	0	8	0
676	0	3	7	3	4	0	19	1	6	1
677	2	1	11	1	2	6	28	4	6	0
678	2	4	9	2	6	2	13	0	6	1
679	0	0	0	0	0	0	5	0	0	0
680	2	4	1	1	1	2	5	0	8	0
681	1	0	8	0	3	5	12	9	17	0
682	0	3	5	0	3	1	15	3	6	1
683	0	4	3	1	2	0	11	0	4	0
684	1	3	8	0	5	1	8	1	4	1
685	0	2	2	0	4	0	10	0	7	1
686	0	2	4	0	6	0	4	0	1	0
687	2	5	3	0	3	1	5	0	3	1
688	1	8	7	1	4	2	11	0	6	0
689	0	0	1	0	0	0	1	0	1	1
690	0	5	2	0	1	0	12	0	3	0
691	3	4	2	0	0	1	11	0	7	1
692	4	0	6	0	1	0	7	0	0	0
693	5	4	9	0	3	4	14	1	9	1
694	2	5	16	0	9	7	15	5	4	0
695	3	3	24	2	4	2	17	0	7	1
696	0	1	16	2	8	2	19	2	3	0
697	1	1	11	1	6	2	11	0	5	0
698	1	0	0	0	0	0	1	0	0	0
699	0	1	4	1	3	3	11	3	2	0
700	2	2	14	5	2	1	16	1	5	2
701	2	2	11	2	5	1	11	0	7	1
702	4	3	4	0	4	3	13	0	8	0
703	0	2	1	0	1	0	12	0	3	0
704	1	4	11	0	3	3	11	1	6	1
705	0	0	2	0	0	0	2	0	2	0
706	2	1	4	0	5	0	16	0	10	0
707	0	1	3	0	3	1	9	1	2	0
708	2	1	4	0	2	2	10	1	3	1
709	2	1	4	0	3	1	10	1	7	2
710	0	1	9	2	2	0	32	0	7	0
711	1	3	15	0	13	4	24	1	3	0
712	1	1	9	1	8	0	20	0	10	1
713	0	2	9	1	2	0	11	0	3	0
714	0	1	13	1	5	1	10	0	7	0
715	0	0	4	0	2	0	4	0	4	1
716	1	7	9	0	8	1	19	0	0	0
717	2	1	6	1	2	2	16	1	5	0
718	2	1	2	1	8	0	18	0	9	3
719	0	2	6	0	3	0	12	0	4	0
720	2	4	3	1	5	2	12	0	5	0
721	1	2	6	0	1	1	9	0	3	0
722	1	2	3	0	0	1	8	0	2	0
723	0	1	3	0	1	0	6	0	5	0
724	0	0	2	0	1	0	6	4	6	2
725	1	3	4	0	7	1	22	0	3	0
726	1	4	5	1	2	0	9	0	4	0
727	0	3	9	1	1	1	31	1	3	0
728	0	3	7	1	4	0	11	0	2	0
729	2	5	9	0	11	2	24	0	9	1
730	3	6	5	1	4	3	12	0	3	0
731	4	5	11	4	5	0	16	0	5	4
732	1	2	3	1	0	1	2	0	1	0
733	3	4	10	1	8	3	18	0	8	0
734	0	0	0	0	0	0	0	0	0	0
735	4	0	9	0	6	1	16	0	5	2
736	0	0	15	0	7	1	13	0	12	4
737	4	4	15	0	6	4	23	1	7	2
738	0	1	5	0	1	0	15	0	4	1
739	1	3	5	0	2	1	10	0	7	1
740	1	6	13	1	17	1	16	0	6	0
741	6	3	6	1	5	3	14	0	12	4
742	4	3	6	0	4	3	8	0	6	2
743	0	2	6	1	5	0	17	0	4	0
744	0	2	8	2	4	1	16	2	6	0
745	0	0	1	0	0	0	2	0	0	0
746	0	2	5	0	4	0	8	1	1	0
747	0	2	8	1	2	0	9	0	7	0
748	0	2	2	0	1	0	8	0	2	0
749	0	3	2	0	0	0	5	0	1	0
750	0	0	12	0	1	0	5	0	0	0
751	0	2	6	0	4	0	9	0	1	1
752	2	3	15	6	4	1	18	0	6	3
753	0	1	3	0	2	0	7	0	3	1
754	1	0	3	1	1	0	4	0	1	1
755	0	0	3	0	0	1	12	0	2	0
756	0	3	3	0	5	0	15	0	7	0
757	0	0	2	0	0	0	1	0	0	0
758	1	1	1	0	0	1	6	0	2	0
759	0	0	5	2	3	0	9	0	4	0
760	0	0	0	0	0	0	1	0	0	0
761	0	0	0	0	0	0	1	0	0	0
762	1	1	17	0	2	0	17	0	2	0
763	0	0	0	0	0	0	0	0	0	1
764	1	3	2	1	2	3	6	0	4	0
765	5	0	4	0	1	0	20	0	4	0
766	0	2	7	0	4	2	22	2	6	0
767	0	1	4	2	5	0	16	0	6	1
768	3	1	11	0	3	2	16	0	4	0
769	1	3	5	0	5	1	19	1	1	2
770	1	7	7	0	4	1	11	0	4	0
771	0	1	3	0	3	0	6	0	4	0
772	0	0	7	1	1	3	10	1	2	1
773	0	19	7	0	1	1	3	0	25	0
774	1	2	5	0	0	0	9	0	7	0
775	1	3	1	0	1	1	4	0	0	0
776	0	0	2	0	0	0	4	0	2	0
777	0	0	0	0	0	0	3	0	0	0
778	1	1	3	1	2	1	3	1	2	0
779	1	4	5	0	2	1	18	0	6	0
780	1	4	2	1	1	1	13	0	3	0
781	3	3	10	0	5	2	13	0	5	0
782	1	0	5	8	2	1	11	0	0	0
783	0	1	6	4	7	0	8	0	5	0
784	1	0	2	0	0	0	5	1	6	1
785	0	0	0	1	0	0	2	0	1	0
786	0	2	5	0	0	0	3	0	1	0
787	1	0	1	0	0	0	0	0	2	0
788	2	3	7	1	2	3	12	1	2	0
789	0	0	0	0	0	0	0	0	0	0
790	0	0	12	0	2	0	12	0	2	0
791	1	2	9	3	4	0	12	1	9	0
792	3	3	11	0	5	3	21	0	6	1
793	2	3	9	2	6	3	6	3	2	1
794	1	6	17	5	5	1	18	0	4	0
795	0	3	7	1	0	0	7	0	9	0
796	4	9	9	2	6	4	16	1	9	1
797	2	3	0	0	3	2	18	0	4	2
798	0	3	4	0	1	0	10	0	2	0
799	0	1	5	0	0	0	2	0	5	0
800	0	6	3	0	0	0	9	0	7	0
801	1	1	3	2	1	1	6	1	3	1
802	2	3	8	1	4	2	6	0	7	1
803	0	1	0	0	0	1	7	0	5	0
804	1	2	9	0	5	1	10	0	4	0
805	2	3	11	2	7	2	15	0	6	0
806	0	2	4	2	2	0	17	0	6	1
807	0	1	7	0	6	0	18	0	7	0
808	3	2	3	0	1	1	17	0	5	2
809	0	0	3	2	2	0	10	0	6	0
810	0	0	7	0	5	0	5	0	5	1
811	1	1	6	0	4	1	13	0	1	0
812	2	5	5	0	6	3	18	1	2	0
813	1	4	12	0	4	2	16	0	3	0
814	0	0	6	1	1	1	8	0	6	0
815	0	1	2	1	3	0	5	1	2	0
816	6	6	14	0	2	7	12	1	3	0
817	1	1	0	0	0	0	8	0	1	0
818	1	2	6	1	3	0	10	0	6	0
819	0	0	0	0	0	0	1	0	0	0
820	1	0	2	0	0	2	1	1	0	0
821	1	6	20	4	4	1	19	1	14	2
822	1	5	14	1	5	0	6	0	8	1
823	2	3	14	0	3	2	7	1	5	1
824	0	2	2	0	6	0	15	0	5	0
825	1	1	8	2	8	2	11	1	2	0
826	2	2	23	1	6	2	13	0	5	1
827	0	0	4	0	1	0	8	0	2	0
828	0	0	2	0	1	1	12	1	4	0
829	0	2	3	0	3	0	6	0	5	0
830	3	3	13	2	4	0	18	0	4	1
831	0	2	7	0	3	0	18	0	6	0
832	0	5	13	2	1	0	16	0	4	0
833	2	0	6	1	5	0	11	1	3	1
834	1	4	4	0	3	4	11	0	3	0
835	2	2	8	2	4	0	26	0	3	0
836	2	4	15	0	12	1	12	0	4	0
837	0	2	13	0	6	2	15	2	11	0
838	2	5	17	0	6	4	14	3	3	0
839	0	1	10	0	1	0	19	0	5	0
840	1	5	6	0	4	2	7	1	3	0
841	0	2	8	0	0	1	10	1	5	1
842	0	2	6	1	5	1	15	0	6	0
843	1	1	5	0	3	0	11	0	2	1
844	3	2	9	1	1	1	22	0	5	1
845	1	1	7	1	7	0	6	0	4	1
846	0	0	0	0	1	0	3	0	0	0
847	0	0	1	0	0	0	0	0	0	0
848	1	5	10	1	2	1	15	0	1	0
849	0	0	0	0	0	0	0	0	0	0
850	3	4	5	0	3	2	18	0	5	0
851	3	2	10	0	6	4	10	1	6	2
852	2	1	6	2	5	2	10	2	4	1
853	1	0	4	0	2	1	15	0	8	0
854	0	2	2	0	2	1	10	0	1	0
855	3	0	14	5	4	1	12	0	11	1
856	1	2	10	0	1	1	21	0	8	1
857	2	0	7	0	6	0	20	0	5	0
858	0	0	4	0	6	0	13	0	8	0
859	3	5	5	0	6	2	11	3	6	1
860	4	8	6	0	8	6	12	4	4	0
861	2	3	5	0	1	2	3	2	4	3
862	0	1	0	0	0	0	2	0	1	0
863	0	1	6	0	0	0	10	1	6	0
864	6	4	9	1	6	4	19	2	8	2
865	1	7	8	1	1	1	14	0	3	0
866	2	4	10	0	7	2	23	0	7	1
867	0	2	16	0	8	0	21	0	2	0
868	0	2	10	0	8	0	25	0	7	1
869	2	4	10	0	3	2	6	0	1	0
870	2	0	4	0	1	0	17	0	5	0
871	2	1	5	0	0	3	10	0	11	0
872	0	1	2	0	0	0	7	0	1	0
873	0	1	2	0	2	1	7	0	1	0
874	0	0	5	0	0	0	8	1	0	0
875	0	0	0	0	0	0	0	0	0	0
876	0	0	0	0	1	0	4	0	0	0
877	2	2	8	1	5	2	13	0	8	0
878	2	4	20	2	5	4	25	0	5	0
879	1	6	12	0	4	2	18	5	3	0
880	2	6	21	2	4	2	21	0	9	0
881	0	1	6	0	2	0	10	0	1	0
882	3	1	9	0	2	1	9	0	4	0
883	2	3	10	1	3	3	13	3	6	1
884	3	5	5	2	2	1	17	1	7	2
885	0	4	8	1	4	2	15	0	4	0
886	4	0	4	0	3	3	14	0	3	1
887	0	1	4	0	1	0	7	0	2	0
888	4	13	14	2	6	4	25	0	9	1
889	0	1	6	0	2	0	15	3	1	0
890	1	1	2	1	2	0	10	0	5	1
891	5	4	3	0	5	4	18	1	10	3
892	2	4	15	2	4	1	23	1	4	0
893	3	4	15	1	5	3	10	0	1	0
894	1	5	9	1	1	2	15	2	7	2
895	1	3	14	0	7	4	17	2	9	3
896	1	6	5	0	1	0	18	0	3	0
897	1	5	7	0	3	3	9	2	3	0
898	0	2	4	0	5	0	13	0	5	0
899	0	0	1	0	0	1	3	1	0	0
900	1	4	10	0	9	3	17	1	11	2
901	0	0	0	0	0	0	0	0	0	0
902	0	0	0	0	0	0	0	0	0	0
903	0	0	0	0	0	0	1	0	0	0
904	3	3	3	2	0	4	8	1	6	0
905	0	0	0	0	0	0	0	0	0	0
906	0	0	0	0	0	0	0	0	0	0
907	0	0	3	0	2	0	6	1	1	0
908	3	3	8	0	3	1	13	1	4	2
909	0	4	12	1	1	1	14	0	7	1
910	1	2	12	3	2	0	9	0	5	0
911	1	2	8	0	5	2	16	1	8	1
912	1	3	17	2	7	4	21	1	5	1
913	0	2	2	0	1	0	13	1	1	0
914	2	2	8	0	1	3	14	1	4	0
915	4	4	10	1	5	4	17	3	7	2
916	0	1	6	0	4	0	6	0	3	0
917	1	2	9	0	1	0	15	1	2	1
918	0	0	7	1	1	0	1	0	1	0
919	0	4	2	0	7	0	8	0	4	0
920	0	2	4	1	0	0	8	0	6	1
921	0	0	9	0	5	1	7	0	4	1
922	1	2	4	1	4	1	4	0	3	0
923	8	2	16	0	7	2	12	1	12	8
924	4	11	2	0	2	1	7	0	4	3
925	2	1	0	0	0	0	0	0	4	2
926	0	3	1	0	0	0	8	0	6	0
927	1	6	4	1	0	1	5	0	8	1
928	1	1	3	0	1	0	12	0	6	1
929	0	0	0	0	0	0	0	0	0	0
930	1	1	1	0	0	1	1	0	0	0
931	0	0	8	1	3	0	9	0	2	0
932	0	1	9	0	5	0	17	0	9	0
933	3	4	13	0	4	3	16	0	8	0
934	1	0	5	0	5	1	11	0	8	0
935	0	3	5	1	4	0	7	0	7	4
936	0	2	9	2	4	2	11	2	5	0
937	2	3	16	2	7	3	16	1	9	0
938	2	2	6	0	2	2	4	1	3	0
939	1	3	12	1	4	1	17	0	9	0
940	3	2	11	1	3	2	12	1	2	1
941	1	4	9	1	2	0	16	0	6	2
942	4	5	14	4	3	3	26	0	13	0
943	1	1	2	0	5	2	13	1	5	0
944	3	4	6	0	4	0	19	1	10	3
945	0	4	8	1	2	2	16	0	5	0
946	1	1	4	1	6	0	14	2	2	1
947	1	2	5	0	1	1	5	0	2	1
948	0	0	2	0	1	0	8	0	0	0
949	1	2	4	0	2	1	12	0	6	0
950	1	11	2	0	2	0	20	0	12	1
951	1	5	4	0	2	2	5	0	2	0
952	2	14	1	0	0	0	3	0	14	0
953	0	3	2	0	2	0	9	0	8	0
954	1	1	2	0	1	1	2	1	0	1
955	1	1	3	0	3	0	4	1	1	1
956	2	4	12	2	4	2	21	2	8	0
957	0	0	0	0	0	0	0	0	0	0
958	0	0	3	0	1	1	6	2	2	0
959	1	5	14	0	8	1	12	0	6	0
960	5	6	17	0	8	5	16	0	13	1
961	0	2	5	2	2	0	13	0	6	0
962	1	1	3	1	1	1	3	1	0	0
963	0	1	1	1	0	0	3	0	3	0
964	2	3	5	0	0	2	4	0	7	0
965	0	1	0	0	1	0	2	0	2	0
966	0	0	0	0	0	0	1	0	2	0
967	1	0	5	0	1	2	9	0	2	0
968	0	3	8	1	6	0	24	2	9	1
969	3	3	10	1	3	3	22	1	7	1
970	4	4	9	1	5	5	15	1	4	0
971	0	2	4	0	6	1	18	0	5	0
972	0	0	8	0	3	0	2	0	4	0
973	1	2	11	1	1	2	7	0	4	0
974	1	4	14	0	1	1	11	0	5	0
975	2	1	12	1	1	2	11	0	5	1
976	4	2	11	3	2	3	15	0	4	0
977	0	0	11	1	2	0	8	2	6	1
978	0	1	9	1	3	0	7	0	3	0
979	8	0	8	0	2	0	17	0	8	2
980	3	3	4	1	0	3	14	0	2	0
981	0	1	4	0	1	0	2	0	1	0
982	1	0	1	0	0	1	2	0	0	0
983	3	3	7	2	2	4	24	0	8	1
984	1	1	5	1	1	1	8	3	3	0
985	0	2	3	0	0	0	13	0	5	0
986	2	2	5	0	1	0	9	0	5	2
987	2	5	11	0	2	1	4	2	5	3
988	4	5	5	0	3	3	12	0	8	1
989	0	2	10	0	5	1	19	1	10	2
990	2	5	10	0	3	3	20	1	8	4
991	1	2	6	0	5	1	8	0	4	0
992	1	2	2	0	1	1	14	0	0	0
993	4	3	4	2	6	5	14	1	3	0
994	1	2	9	1	5	2	16	0	9	1
995	4	6	13	0	9	3	24	0	10	1
996	3	1	5	1	1	1	11	0	9	1
997	0	3	3	2	7	1	12	0	5	0
998	1	0	8	1	7	1	19	2	4	1
999	3	5	11	0	7	2	19	1	10	0
1000	0	1	10	0	3	0	13	0	6	0
1001	2	2	12	1	5	2	16	0	8	2
1002	0	2	2	0	2	0	10	0	7	0
1003	1	2	7	2	3	1	18	1	7	3
1004	0	0	2	1	2	0	17	0	9	0
1005	0	3	4	2	0	0	8	0	5	0
1006	1	1	3	1	2	1	14	0	3	0
1007	0	0	0	0	0	0	1	0	0	0
1008	3	0	6	1	2	0	10	1	6	4
1009	0	0	0	0	0	0	2	0	2	0
1010	2	4	8	0	6	3	10	0	6	1
1011	1	1	3	0	1	1	11	0	3	0
1012	5	1	4	0	1	3	3	0	2	0
1013	0	0	1	0	0	0	8	0	0	0
1014	0	6	7	0	2	1	9	0	5	1
1015	5	1	5	3	4	1	10	1	9	2
1016	2	2	6	0	13	6	14	3	10	1
1017	3	1	10	1	4	3	14	1	1	0
1018	1	2	12	0	13	1	18	0	6	0
1019	3	4	7	0	7	3	17	1	12	1
1020	0	0	3	0	0	0	2	0	3	0
1021	0	1	13	0	5	0	8	0	2	0
1022	2	2	12	0	2	0	14	0	5	0
1023	2	3	2	2	1	3	12	0	1	0
1024	1	0	2	0	4	0	7	0	2	0
1025	0	6	15	1	6	2	27	0	10	3
1026	0	7	3	4	4	0	10	0	2	0
1027	3	4	14	1	5	7	22	4	5	0
1028	1	1	18	2	6	0	18	0	6	1
1029	1	4	5	0	2	1	10	0	2	0
1030	1	7	13	0	5	1	7	1	2	0
1031	0	2	2	0	4	0	1	0	1	0
1032	1	1	4	0	3	1	3	0	2	0
1033	0	0	0	0	0	0	0	0	0	0
1034	0	1	2	1	2	1	26	0	5	0
1035	0	1	5	0	4	1	9	0	4	0
1036	3	1	3	0	1	0	15	0	10	3
1037	0	0	7	0	1	1	21	0	12	1
1038	1	2	11	1	6	2	16	0	7	0
1039	1	0	5	0	3	0	5	0	5	1
1040	1	0	3	0	3	1	13	1	3	0
1041	1	2	4	1	2	1	10	0	1	1
1042	2	1	4	0	3	1	8	1	4	1
1043	2	2	3	0	0	0	2	0	6	2
1044	1	1	5	0	1	1	4	1	1	1
1045	0	0	6	0	6	0	2	0	4	0
1046	1	0	1	0	0	1	4	0	4	0
1047	0	1	0	0	0	0	0	0	0	0
1048	0	0	2	0	1	0	1	0	2	0
1049	1	0	2	0	0	1	1	0	4	1
1050	0	0	1	0	3	0	1	0	1	0
1051	2	1	4	0	4	0	9	0	6	1
1052	0	1	0	0	2	0	7	0	1	0
1053	0	0	0	0	0	0	1	0	0	0
1054	0	0	0	0	1	1	2	0	3	0
1055	1	0	7	0	7	1	9	0	7	0
1056	1	2	6	2	4	3	2	0	3	0
1057	0	0	0	0	0	1	2	0	1	0
1058	0	0	1	0	0	0	1	0	1	0
1059	1	1	2	2	1	1	8	0	8	0
1060	3	3	5	0	3	1	8	0	2	0
1061	0	3	7	1	6	0	17	0	7	0
1062	0	0	3	0	3	0	6	0	1	0
1063	0	1	12	1	4	0	10	0	3	0
1064	0	2	19	0	6	0	23	0	4	2
1065	1	0	14	1	2	2	14	0	1	0
1066	0	1	10	4	5	0	22	0	8	0
1067	2	0	12	3	3	1	22	0	10	0
1068	1	0	6	2	3	2	18	1	6	0
1069	1	2	9	0	4	0	15	0	3	0
1070	0	0	0	0	2	0	2	0	1	0
1071	0	1	3	0	3	0	3	0	1	0
1072	0	5	6	0	3	0	10	0	3	0
1073	0	0	0	0	0	0	3	0	3	0
1074	0	0	1	0	0	0	3	0	0	0
1075	0	6	0	0	1	0	2	0	7	0
1076	0	1	0	0	2	1	1	0	1	0
1077	0	0	3	0	2	0	3	0	1	0
1078	0	7	1	0	0	3	7	0	6	2
1079	1	3	9	1	3	2	6	3	6	1
1080	1	7	3	0	1	0	12	0	2	2
1081	0	1	0	0	0	0	2	0	1	0
1082	2	2	3	0	2	0	8	0	4	2
1083	2	1	2	0	2	2	7	2	4	2
1084	0	1	3	0	0	0	9	0	3	0
1085	0	0	0	0	0	0	1	0	0	0
1086	0	2	2	0	0	0	7	0	2	0
1087	1	2	11	0	0	0	12	0	5	0
1088	0	0	0	0	0	0	0	0	0	0
1089	0	0	0	0	0	0	0	0	3	0
1090	3	1	4	0	2	1	8	0	2	0
1091	0	3	5	0	3	0	7	0	1	0
1092	0	2	7	0	2	0	9	0	2	0
1093	2	0	4	2	2	0	17	0	6	2
1094	0	0	3	0	1	0	5	0	2	0
1095	0	0	1	0	0	0	1	0	0	0
1096	4	4	11	1	2	5	16	0	5	0
1097	3	4	7	1	5	0	13	0	3	0
1098	0	3	8	0	6	0	9	0	3	0
1099	3	4	10	0	7	3	24	1	2	0
1100	0	4	7	0	2	0	20	0	1	0
1101	1	2	8	1	5	2	15	1	9	0
1102	2	3	4	0	1	1	14	3	1	1
1103	0	0	3	1	2	0	13	0	4	0
1104	4	7	17	2	7	5	19	1	2	2
1105	1	1	7	1	5	1	20	0	13	3
1106	7	3	13	0	7	4	22	0	7	2
1107	5	1	10	0	5	5	7	0	6	0
1108	0	0	0	0	0	0	1	0	0	0
1109	1	0	10	0	6	0	23	0	7	1
1110	1	5	4	0	0	3	16	2	2	0
1111	1	2	4	1	2	1	2	1	1	0
1112	1	2	4	0	2	1	4	0	11	0
1113	0	0	0	0	0	0	0	0	0	0
1114	0	1	1	0	0	0	0	0	1	2
1115	0	0	2	0	2	0	4	0	1	0
1116	1	0	0	0	0	0	5	1	2	1
1117	0	3	4	1	4	0	12	0	4	0
1118	0	1	5	0	9	2	16	2	4	0
1119	2	3	8	1	4	2	6	0	5	0
1120	1	3	2	0	7	1	4	0	3	0
1121	3	1	9	3	3	2	10	0	3	1
1122	2	4	10	1	4	0	26	0	5	0
1123	2	5	7	1	2	1	11	0	4	1
1124	4	5	9	2	3	4	17	0	8	1
1125	1	1	6	0	0	1	13	0	5	0
1126	4	2	14	1	4	4	24	2	7	0
1127	4	4	12	1	2	2	26	0	6	1
1128	2	2	6	0	3	2	15	0	3	0
1129	1	4	36	1	10	2	34	1	7	3
1130	1	3	12	0	1	1	20	0	4	0
1131	3	2	13	0	3	1	22	2	5	0
1132	2	2	13	0	9	3	17	0	9	0
1133	0	0	9	2	5	1	22	0	5	0
1134	4	1	11	0	13	2	18	0	10	0
1135	0	0	3	0	1	0	1	0	2	0
1136	0	1	1	0	3	1	9	0	3	0
1137	0	0	0	0	0	0	0	0	0	0
1138	1	0	0	0	0	0	4	0	1	0
1139	0	0	0	0	0	0	1	0	0	0
1140	0	0	0	0	0	0	0	0	0	0
1141	0	0	0	0	0	0	0	0	1	0
1142	0	1	2	0	5	0	5	0	1	0
1143	0	5	7	0	7	0	0	0	0	0
1144	0	2	9	0	4	0	12	0	3	0
1145	0	1	8	1	3	1	21	1	6	0
1146	0	2	14	4	3	0	29	1	8	0
1147	2	2	6	1	0	2	0	0	3	0
1148	0	1	12	1	3	0	17	0	9	0
1149	2	2	12	6	2	1	10	0	4	0
1150	2	2	14	1	3	2	15	1	6	1
1151	0	3	5	1	4	0	7	1	7	0
1152	2	3	7	0	7	2	19	0	3	0
1153	3	2	11	1	6	2	18	1	4	0
1154	0	2	15	0	10	2	25	2	8	1
1155	0	0	2	0	3	1	14	0	8	0
1156	0	0	0	0	0	0	1	0	0	0
1157	0	1	2	1	3	0	1	0	4	0
1158	0	3	9	0	4	1	14	0	1	0
1159	0	0	1	0	2	1	5	1	0	1
1160	0	1	4	3	1	1	5	3	0	0
1161	2	4	14	0	3	12	9	13	10	5
1162	0	3	5	2	2	3	19	3	7	1
1163	2	2	7	0	2	1	9	0	5	1
1164	1	1	12	0	6	2	14	1	11	3
1165	2	3	10	1	1	3	17	0	9	0
1166	2	2	3	0	1	4	13	1	7	0
1167	3	1	6	0	0	3	8	0	5	2
1168	4	1	6	0	4	1	14	2	8	4
1169	1	0	3	0	1	1	3	0	4	0
1170	0	1	2	0	0	0	1	0	0	0
1171	5	2	2	0	1	1	8	0	6	4
1172	2	2	9	1	3	1	17	0	5	1
1173	0	0	18	0	2	0	11	0	10	1
1174	2	7	6	0	2	4	6	5	8	0
1175	3	1	5	1	4	0	5	1	4	4
1176	0	1	12	0	4	0	10	0	2	0
1177	2	2	9	2	2	1	7	1	3	0
1178	0	2	8	0	6	0	13	0	6	0
1179	5	4	5	5	6	5	3	0	7	0
1180	1	0	7	0	2	1	8	0	5	0
1181	0	4	2	2	2	0	8	0	7	1
1182	1	1	2	0	2	0	2	1	3	2
1183	1	5	12	1	6	1	12	0	5	0
1184	2	3	11	3	9	2	17	0	5	2
1185	0	6	8	0	1	1	13	1	3	0
1186	2	0	9	1	4	0	10	0	10	3
1187	0	0	1	1	1	0	6	0	3	0
1188	3	5	4	1	1	4	8	0	10	0
1189	2	2	4	0	6	3	4	0	4	0
1190	1	1	10	0	2	1	15	1	6	1
1191	3	5	11	0	2	5	25	3	5	0
1192	0	2	4	0	3	0	10	0	5	0
1193	0	0	0	0	0	0	0	0	0	0
1194	2	2	9	1	4	1	15	0	7	0
1195	0	0	0	0	0	0	0	0	0	0
1196	2	5	3	1	1	2	6	0	3	0
1197	0	0	0	0	0	0	0	0	0	0
1198	0	1	8	1	3	0	7	0	4	0
1199	2	0	6	0	11	0	25	0	4	0
1200	2	1	13	0	6	1	13	0	1	0
1201	1	3	4	1	7	0	10	1	5	0
1202	1	1	3	0	1	1	13	0	2	0
1203	0	0	4	1	1	0	4	0	6	1
1204	1	2	11	0	1	1	10	0	2	0
1205	2	0	4	0	2	3	6	1	3	0
1206	1	2	5	0	0	1	11	0	5	1
1207	0	0	1	0	1	0	2	0	2	0
1208	0	1	4	1	2	0	6	0	2	0
1209	0	0	5	2	4	0	9	0	2	0
1210	0	4	8	1	4	1	23	1	0	0
1211	2	1	9	0	7	0	16	0	7	1
1212	0	1	6	0	1	0	15	0	5	1
1213	1	3	6	0	4	2	16	0	7	3
1214	0	4	7	0	6	0	17	1	3	0
1215	0	0	0	0	0	0	5	0	2	0
1216	1	1	0	0	1	1	4	0	0	0
1217	1	4	7	0	1	1	21	1	4	0
1218	0	1	3	1	1	1	6	0	1	0
1219	0	0	6	1	2	1	16	0	9	0
1220	1	0	1	0	2	0	7	0	0	0
1221	0	0	2	0	1	0	12	0	1	0
1222	0	1	0	0	0	0	3	0	0	0
1223	0	3	14	1	7	3	14	2	7	0
1224	0	0	0	0	0	0	0	0	0	0
1225	0	1	0	0	0	0	2	0	1	0
1226	0	1	5	0	3	1	8	1	6	0
1227	4	3	7	3	7	1	9	0	3	0
1228	2	1	14	0	7	0	10	0	6	1
1229	0	0	1	0	1	0	4	0	1	0
1230	0	2	2	0	1	0	5	0	2	0
1231	2	2	1	0	4	1	19	1	7	1
1232	8	7	6	0	5	8	14	1	12	5
1233	1	3	5	0	5	2	10	2	5	0
1234	0	3	18	4	4	3	13	2	9	0
1235	5	6	17	2	1	3	22	0	7	1
1236	3	2	9	3	4	6	15	2	3	1
1237	2	1	8	2	3	3	15	1	3	0
1238	2	1	6	1	1	1	7	0	4	1
1239	0	2	3	1	1	0	7	0	4	0
1240	3	3	16	1	2	3	20	0	7	1
1241	2	3	6	4	2	2	16	0	1	0
1242	3	3	10	1	2	3	13	1	4	0
1243	0	1	5	2	7	1	10	1	9	1
1244	0	2	2	1	2	0	25	0	6	0
1245	0	1	0	0	3	0	2	0	0	0
